"question","answer","explanation","difficulty"
"Quelle est la définition de l'hyalinose segmentaire et focale (HSF) selon le document ?","Glomérulonéphrite non proliférative avec des lésions localisées (TDD des syndromes glomérulaires).","Le document donne cette définition.","Easy"
"Quels sont les deux syndromes cliniques associés à l'HSF et pourquoi est-il dit ''impur'' ?","Syndrome néphrotique impur avec HTA et hématurie (contrairement au syndrome néphrotique pur qui n'a ni HTA ni hématurie).","Le document précise : ''Syndrome néphrotique impur : HTA, Hématurie''.","Easy"
"Quelle est la particularité de la protéinurie dans l'HSF et comment la contrôler en pratique ?","Protéinurie intermittente. Contrôle /3 mois : si 1 positif puis 2ème négatif, refaire un troisième ; si 2 fois négatif = négativité certaine.","Le document détaille cette conduite.","Easy"
"Quels sont les trois éléments de l'anatomie pathologique glomérulaire dans l'HSF ?","1) Collapsus avec plissement des parois capillaires ; 2) Hypertrophie de la matrice mésangiale avec plages hyalines et cellules spumeuses ; 3) Noyaux rarifiés.","Le document liste ces éléments.","Easy"
"Qu'est-ce qu'une synéchie floculo-capsulaire dans l'HSF ?","Adhérence directe du segment hyalin à la capsule de Bowman.","Le document définit : ''Le segment hyalin adhère directement à la capsule de BOWMAN donnant une synéchie floculo-capsulaire''.","Easy"
"Quels sont les deux types d'anticorps détectés en immunofluorescence dans l'HSF et quel est leur aspect ?","Anti-IgM et anti-C3, avec une fixation segmentaire et focale.","Le document le précise.","Easy"
"Quel est le pourcentage de cortico-résistance dans l'HSF et quel est le message clinique important ?","50-80% de cortico-résistance. Devant un syndrome néphrotique pur cortico-résistant, il faut penser à l'HSF.","Le document indique : ''SN pur cortico-résistant : penser à l'HSF''.","Easy"
"Pourquoi les inhibiteurs de l'enzyme de conversion (IEC) sont-ils utiles dans l'HSF ?","Ils relâchent le tonus de l'artère efférente, diminuent la pression hydrostatique intraglomérulaire et inhibent la production de matrice extra-cellulaire (effet néphroprotecteur).","Le document explique le mécanisme.","Medium"
"Quelles sont les trois grandes catégories de causes d'HSF citées dans le document ?","Idiopathique (+++), médicamenteuses, infectieuses, néoplasiques, autres (dont obésité, réduction néphronique, familial, etc.).","Le document structure les causes.","Medium"
"Quelle est l'évolution de l'HSF chez les patients VIH (+) par rapport aux patients VIH (-) ?","Chez le VIH (+), le syndrome rénal est rapidement progressif (évolution plus rapide et sévère).","Le document précise : ''Si VIH (+) : syndrome rénal rapidement progressif''.","Medium"
"Quel est le traitement de première intention de l'HSF et quelle est sa durée ?","Prednisolone 1mg/kg/j pendant 3 mois, avec arrêt progressif à partir de 4 semaines si non répondeur.","Le document le détaille.","Medium"
"Quel traitement est indiqué en cas de rechute ou de cortico-dépendance dans l'HSF ?","Bolus IV de corticoïde (15mg/kg/j pendant 3 jours) puis cyclophosphamide injectable (15mg/kg en 1 jour au J4), répété tous les 28 jours, maximum 6 mois.","Le document le décrit.","Medium"
"Quels sont les deux inhibiteurs de la calcineurine cités dans le traitement de l'HSF et quelle est leur particularité ?","Ciclosporine et tacrolimus. Leur particularité est une néphrotoxicité importante avec une marge thérapeutique étroite, nécessitant une surveillance du taux sérique.","Le document le mentionne.","Medium"
"Pourquoi la réduction néphronique (rein unique, agénésie, résection chirurgicale) peut-elle causer une HSF ?","L'hyperfiltration compensatrice sur le néphron restant augmente la pression intraglomérulaire, entraînant des lésions glomérulaires secondaires (HSF secondaire).","Le document liste la réduction néphronique dans les causes.","Medium"
"Quel est le pourcentage de bonne réponse thérapeutique dans l'HSF et quel est le pourcentage de récidive sur greffon ?","Bonne réponse : <40% ; Récidive sur greffon : 50%.","Le document donne ces deux chiffres.","Medium"
"Expliquez la différence entre cortico-résistance et cortico-dépendance dans l'HSF selon le document.","Cortico-résistance : absence de réponse à la corticothérapie initiale (50-80% des cas). Cortico-dépendance : rechute à l'arrêt ou à la décroissance des corticoïdes, nécessitant un traitement de seconde ligne (bolus + cyclophosphamide).","Le document distingue la cortico-résistance (50-80%) et la cortico-dépendance nécessitant un traitement spécifique.","Difficult"
"Quelle est la place du cyclophosphamide oral dans le traitement de l'HSF et à quelle posologie ?","Cyclophosphamide oral à 2mg/kg/j pendant 2 ans, en alternative après échec ou rechute.","Le document le mentionne.","Difficult"
"Pourquoi le traitement étiologique est-il important dans l'HSF secondaire (exemple : VIH, obésité, sarcoïdose) ?","Car le traitement de la cause sous-jacente (antirétroviraux pour VIH, perte de poids pour obésité, corticoïdes pour sarcoïdose) peut faire régresser les lésions glomérulaires.","Le document mentionne ''Et traitement étiologique''.","Difficult"
"Un patient a une HSF cortico-résistante après 3 mois de prednisolone. Quel traitement peut-on proposer selon le document ?","Bolus IV de corticoïde (15mg/kg/j 3j) puis cyclophosphamide injectable 15mg/kg/j1, répété tous les 28 jours pendant 6 mois maximum. Alternative : ciclosporine, tacrolimus, cyclophosphamide oral.","Le document détaille les options après échec.","Difficult"
"Quelle est la particularité des lésions tubulo-interstitielles dans l'HSF et à quoi sont-elles dues ?","Lésions tubulo-interstitielles secondaires à la forte protéinurie (toxicité directe des protéines sur le tube).","Le document précise : ''Lésions tubulo-interstitielles secondaires à la forte protéinurie''.","Medium"
