"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Qu'est-ce que le prurit ?","Une lésion cutanée primaire","Un signe cutané fonctionnel provoquant le besoin de se gratter","Une infection bactérienne","Une maladie auto-immune","2","'Prurit : un signe cutané fonctionnel. Une sensation qui provoque le besoin de se gratter'","Easy"
"Le prurit peut concerner quelles structures ?","Seulement la peau","La peau, les muqueuses et les semi-muqueuses","Uniquement les muqueuses","Uniquement les semi-muqueuses","2","'Concerne la peau, muqueuse, semi-muqueux'","Easy"
"Quelle est la différence entre prurit physiologique et pathologique ?","Le physiologique induit des lésions de grattage","Le pathologique altère la vie quotidienne et induit une consultation","Le physiologique est toujours généralisé","Le pathologique est toujours localisé","2","'Prurit pathologique : induit des lésions de grattage, altère la vie quotidienne, induit à consulter'","Easy"
"Selon le document, une évolution aiguë du prurit correspond à une durée inférieure à ?","1 semaine","3 semaines","6 semaines","2 mois","2","'Evolution : aiguë (< 3 semaines)'","Easy"
"Quel est un signe d'orientation diagnostique à l'examen physique du prurit ?","Lésion de grattage, stries, lichénification","Fièvre","Ictère","Pétéchies","1","'Lésion de grattage, stries, ulcération, lichénification, surinfection'","Easy"
"Le diagnostic positif du prurit repose principalement sur ?","La biopsie cutanée","L'interrogatoire","La prise de sang","L'imagerie","2","'Le diagnostic de prurit est clinique et repose sur l’interrogatoire'","Easy"
"Qu'est-ce que la lichénification ?","Une infection bactérienne","Une peau épaissie, grisâtre, recouverte de fines squames","Une vésicule","Une pustule","2","'Lichénification : peau épaissie, grisâtre, recouverte de fines squames'","Easy"
"Quel est un exemple de lésion élémentaire associée au prurit dans l'urticaire ?","Papules œdémateuses rosées, fugaces, migratrices","Placard érythémato-vésiculaire","Croûtes jaunâtres","Nodules","1","'Papules œdémateuses rosées, fugaces, migratrices et récidivantes URTICAIRE'","Easy"
"Quel est le signe cutané induit par le grattage dans l'urticaire, mis en évidence par frottement ?","Le dermographisme","Le signe de Koebner","Le signe de Nikolsky","Le signe de Darier","1","'Strie urticarienne induite par le grattage, mise en évidence par le frottement de la peau avec une pointe moisie : le dermographisme'","Easy"
"Le psoriasis est prurigineux chez quel pourcentage des patients ?","Moins de 20%","Environ 56%","Plus de 80%","100%","2","'Prurigineuses chez plus de 56% des patients'","Easy"
"Quelle est la topographie typique du lichen plan ?","Visage et cou","Poignets, avant-bras, coudes, genoux, région lombaire, symétrique","Plantes et paumes","Cuir chevelu","2","'Poignets, avant-bras, coude, genou, région lombaire, de façon symétrique'","Easy"
"Dans la gale, quelle est la caractéristique du prurit ?","À recrudescence nocturne, épargnant le visage, topographie caractéristique","Prurit diurne","Prurit du visage","Prurit sans sillon","1","'Gale : prurit à recrudescence nocturne épargnant le visage, topographie caractéristique, sillon scabieux, prurit collectif'","Easy"
"Quelle est une cause parasitaire de prurit localisé de la nuque chez l'enfant ?","Gale","Poux","Mycose","Dermatite atopique","2","'La nuque : poux en particulier chez l’enfant'","Easy"
"Quel prurit est aggravé par le contact avec l'eau chaude dans la polyglobulie de Vaquez ?","Prurit aquagénique","Prurit cholestatique","Prurit urémique","Prurit psychogène","1","'Polyglobulie de Vaquez : Prurit augmenté par contact de l’eau surtout en bain chaud'","Easy"
"Quelle maladie hématologique doit être évoquée devant un prurit nu et chronique chez un adulte jeune ?","Leucémie lymphoïde chronique","Maladie de Hodgkin","Anémie ferriprive","Polyglobulie de Vaquez","2","'Tout prurit nu et chronique chez un adulte jeune doit faire évoquer une maladie de Hodgkin'","Easy"
"Quelle affection endocrine peut causer un prurit par sécheresse cutanée ?","Hyperthyroïdie","Hypothyroïdie","Diabète","Syndrome de Cushing","2","'Hypothyroïdie (prurit probablement dû à la sècheresse cutanée)'","Easy"
"Quelle est la première intention d'examens complémentaires devant un prurit sans cause évidente ?","NFS, gamma-GT, créatinémie, TSH, radiographie thorax","Biopsie cutanée","Fibroscopie","IRM cérébrale","1","'NFS, plaquettes, Gamma-GT, phosphatase alcaline, transaminase, Créatinémie, TSH, Radiographie du thorax'","Easy"
"Quel prurit est fréquent chez les patients hémodialysés ?","Prurit cholestatique","Prurit urémique (insuffisance rénale chronique)","Prurit médicamenteux","Prurit psychogène","2","'Insuffisance rénale chronique : Très fréquent chez les malades hémodialysées'","Easy"
"Qu'est-ce que le prurit aquagénique ?","Prurit déclenché par le contact avec l'eau","Prurit lié aux végétaux","Prurit lié à la chaleur","Prurit nocturne","1","'Prurit aquagénique : immédiatement au contact avec de l’eau'","Easy)
"Quel est un facteur environnemental irritant cité ?","Laine de verre","Le froid","Le soleil","Le vent","1","'Agents irritants : agents végétaux, laine de verre'","Easy")
"Quel est le prurit sénile lié à ?","Une infection","Une modification physiologique du vieillissement cutané et nerveux","Une cholestase","Une insuffisance rénale","2","'Sujets âgé : prurit sénile : Modification physiologique par vieillissement de la peau et de la terminaison nerveuse'","Easy")
"Dans la cholestase, quel cancer des voies biliaires est cité comme donnant un prurit intense et insomniant ?","Cancer du foie","Cancer des voies biliaires ou cancer du pancréas","Cancer de la vésicule","Cancer du duodénum","2","'Intense et insomniant dans les ictères obstructifs par cancer des voies biliaires ou cancer du pancréas'","Easy")
"Le prurit de la cirrhose biliaire primitive est souvent ?","Un signe tardif","Révélateur","Absent","Post-prandial","2","'Un prurit est souvent révélateur dans la cirrhose biliaire primitive'","Easy")
"Quelle parasitose interne est citée avec migration tissulaire et hyperéosinophilie ?","Cysticercose","Gale","Pédiculose","Teigne","1","'Les parasitoses internes avec migration tissulaire et hyperéosinophilie (cysticercose, hydatidose, échinococcose, anguillulose, distomatose)'","Easy")
"Quel est un diagnostic différentiel du prurit (autres sensations cutanées) ?","Dysesthésies","Céphalées","Nausées","Vertiges","1","'Les autres sensations cutanées à différencier surtout : Dysesthésies, Paresthésies, Douleur'","Easy")
"Quel prurit localisé doit faire évoquer une oxyurose chez l'enfant ?","Prurit anal","Prurit du cuir chevelu","Prurit des mains","Prurit des pieds","1","'Prurit anal : Cz infectieuse (oxyurose de l’enfant)'","Easy")
"Quel prurit localisé génital peut être causé par un cancer in situ ou épidermoïde ?","Prurit génital","Prurit anal","Prurit des seins","Prurit des aisselles","1","'Prurit génital : Cancer (in situ, épidermoïde)'","Easy")
"Quel syndrome cutané est décrit dans l'ankylostomose ou l'anguillulose ?","Syndrome de larve migrans cutané (éruption serpigineuse et prurigineuse)","Syndrome de Lyell","Syndrome de Stevens-Johnson","Syndrome de Kaposi","1","'Sd de larve migrans cutané (ankylostomose, anguillulose) : éruption serpigineuse et prurigineuse'","Easy")
"Quel est le prurit de la grossesse dû à une cholestase intrahépatique ?","Prurit généralisé, sévère, nu","Prurit localisé","Prurit avec lésions","Prurit urticarien","1","'Grossesse : Cholestase intrahépatique : Prurit généralisé, sévère, nu'","Easy")
"Quel examen biologique confirme la cholestase gravidique ?","Augmentation des transaminases et/ou des sels biliaires","Augmentation des gamma-GT seules","Hyperéosinophilie","Hypercalcémie","1","'Confirmé par une augmentation des transaminases et/ou des sels biliaires'","Easy")
"Le prurit chez le sujet âgé peut retentir sur le plan psychologique par ?","Dépression","Euphorie","Agitation","Apathie","1","'Son retentissement psychologique peut être très important (dépression)'","Easy")
"Chez le patient VIH, le prurit peut être isolé ou associé à ?","Une éruption papuleuse","Une desquamation","Une fièvre","Une adénopathie","1","'Peut-être isolé ou acuminé d’une éruption papuleuse'","Easy")
"Quel examen radiologique est proposé en première intention devant un prurit ?","Radiographie du thorax","Scanner abdominal","IRM cérébrale","Échographie cardiaque","1","'Radiographie du thorax'","Easy")
"Quelle est une cause rare de prurit nu d'origine hématologique ?","Anémie ferriprive","Thrombocytose","Leucopénie","Hémophilie","1","'Causes plus rares : Leucémie lymphoïde chronique, Anémie ferriprive'","Medium")
"Quel prurit est caractéristique de la maladie de Vaquez ?","Prurit augmenté par le contact de l'eau surtout en bain chaud","Prurit nocturne","Prurit post-prandial","Prurit des membres inférieurs","1","'Polyglobulie de Vaquez : Prurit augmenté par contact de l’eau surtout en bain chaud'","Medium")
"Dans la dermatose bulleuse auto-immune, le prurit est souvent ?","Sévère et précédant la lésion","Absent","Postérieur aux bulles","Uniquement localisé","1","'Prurit fréquent, souvent sévère, précédant la lésion'","Medium")
"Quel est un diagnostic différentiel de prurit du cuir chevelu non parasitaire ?","Intolérance aux produits cosmétiques","Gale","Pédiculose","Teigne","1","'Intolérance aux produits cosmétiques et aux produits capillaires'","Medium")
"Quelle helminthiase tropicale est évoquée devant un prurit des zones en contact avec le sol ?","Filariose lymphatique","Ascariose","Toxocarose","Ténia","1","'Zone en contact avec le sol (mains, pieds, fesse) : filariose lymphatique, bilharziose'","Medium")
"Quelle est une cause proctologique de prurit anal ?","Fissure","Oxyurose","Mycose","Poux","1","'Cz proctologique (fissure, hémorroïde, cancer, abcès)'","Medium")
"Quelle est une cause infectieuse de prurit génital ?","Mycose","Lichen plan","Psoriasis","Toxidermie","1","'Infectieux (mycose, pédiculose)'","Medium")
