"front","back","cognitive_level"
"Quelle est la définition de la détresse respiratoire (DR) du nouveau-né selon le document ?","Toutes difficultés respiratoires survenant à la naissance ou dans les heures ou jours qui suivent la naissance.","Recall"
"Quels sont les trois symptômes à rechercher pour le diagnostic positif de DR du nouveau-né ?","1. Polypnée
2. Cyanose
3. Signes de lutte","Recall"
"Quelle est la fréquence respiratoire normale du nouveau-né ?","40 à 60 cycles par minute (cpm). La polypnée est définie par une FR > 60 cpm à plusieurs reprises.","Recall"
"Quels sont les deux signes d’épuisement respiratoire à surveiller ?","- Rythme respiratoire irrégulier avec bradypnée
- Survenue d’apnée chez un nouveau-né en DR (nécessite assistance respiratoire immédiate)","Recall"
"Quels sont les pièges à connaître concernant la cyanose chez le nouveau-né ?","- Nouveau-né polyglobulique
- Cyanose masquée par une anémie importante
- Si cyanose isolée et non améliorée par l’apport d’O2 → suspicion de cardiopathie congénitale cyanogène","Recall"
"À quoi sert le score de Silverman ?","À évaluer les signes de lutte respiratoire chez le nouveau-né.","Recall"
"Citez 4 signes de gravité de la DR du nouveau-né.","1. Épuisement respiratoire (irrégularité respiratoire, gasping, apnée)
2. Anomalies cardiaques (bradycardie <100 bpm, arrêt cardiaque, tachycardie >180 bpm, souffle)
3. Troubles hémodynamiques (TRC allongé, marbrures, extrémités froides/cyanosées, hypotension artérielle – tardif)
4. Neurologiques (refus de téter, somnolence, obnubilation, convulsions, coma)","Recall"
"Quels sont les trois gestes d’urgence généraux initiaux devant une DR du nouveau-né ?","1. Table chauffante
2. Désobstruction des voies aériennes supérieures (aspiration oro-pharyngée et narines)
3. Sonde gastrique (vidange de l’estomac – ne jamais ventiler sur estomac plein)","Recall"
"Quelles sont les trois contre-indications de la ventilation au masque chez le nouveau-né ?","1. Suspicion d’inhalation méconiale
2. Pneumothorax
3. Hernie diaphragmatique congénitale","Recall"
"Quelle est la conduite à tenir en salle de naissance devant toute DR du nouveau-né ?","- Évaluation des scores d’Apgar et Silverman
- Mesures générales (toujours de règle)
- Monitoring : FC, FR, SpO2
- Oxygénothérapie","Recall"
"Quelle est l’indication de l’intubation en cas de DR sévère ?","Si DR sévère persistant à M3-M4 (IS >5), épuisement, désaturation, bradycardie → intubation avec ventilation manuelle ou respirateur adapté au NN, plus voie veineuse périphérique.","Recall"
"Quels sont les objectifs de SpO2 chez le prématuré et quel risque en cas d’hyperoxie ?","Objectifs SpO2 : 92 à 98%. Si SpO2 >98% : diminuer impérativement les apports en O2 car risque d’hyperoxie = rétinopathie du prématuré et cécité.","Recall"
"Quels éléments cliniques orientent vers un pneumothorax chez le nouveau-né ?","Bombement de l’hémithorax + auscultation asymétrique.","Application"
"Quels éléments cliniques orientent vers une hernie diaphragmatique congénitale ?","Abdomen plat + déviation des bruits du cœur vers la droite.","Application"
"Quels éléments cliniques orientent vers une cardiopathie congénitale ?","État hémodynamique instable, auscultation cardiaque (mauvais rythme, souffle).","Application"
"Quels sont les examens paracliniques de première intention devant une DR du nouveau-né ?","- Radiographie thorax, face, en inspiration
- Biologie : NFS, groupage sanguin avec Coombs direct, bilan d’hémostase si syndrome hémorragique, glycémie, calcémie, ionogramme à H12, GDS si possible, CRP, hémoculture, prélèvements bactériologiques périphériques (liquide gastrique et prélèvement trachéal si intubé)","Recall"
