"question","answer","explanation","difficulty"
"La détresse respiratoire du nouveau-né est définie comme toute difficulté respiratoire à la naissance ou dans les heures/jours suivants.","True","Le document donne cette définition.","Easy"
"La fréquence respiratoire normale du nouveau-né est de 40 à 60 cycles par minute.","True","Le document : 'N : 40-60'.","Easy"
"La polypnée est définie par une FR > 80 cpm.","False","Le document : 'FR> 60 cpm'.","Easy"
"La cyanose isolée non améliorée par l'oxygène évoque une cardiopathie congénitale cyanogène.","True","Le document : 'Si isolée et non améliorée par apport d’O2 -> suspicion de Cardiopathie congénitale cyanogène'.","Easy"
"Le score de Silverman quantifie les signes de lutte respiratoire.","True","Le document : 'Signes de lutte : SILVERMAN'.","Easy"
"La bradycardie est définie par une FC < 120 bpm chez le nouveau-né.","False","Le document : '<100bpm'.","Easy"
"La maladie des membranes hyalines est due à un déficit fonctionnel en surfactant.","True","Le document : 'Déficit fonctionnel en surfactant'.","Easy"
"La corticothérapie anténatale est une prévention de la maladie des membranes hyalines.","True","Le document : 'Prévention : corticothérapie anténatale (MAP<34SA)'.","Easy"
"Le surfactant exogène est administré par voie intraveineuse.","False","Le document : 'surfactant exogène par voie intratrachéale'.","Easy"
"L'inhalation méconiale se voit typiquement chez le prématuré.","False","Le document : 'Nouveau-né à terme, Liquide amniotique méconial'.","Easy"
"Le retard de résorption du liquide pulmonaire est fréquent après césarienne.","True","Le document : 'Césarienne +++'.","Easy"
"Le pneumothorax compressif nécessite une exsufflation à l'aiguille en urgence.","True","Le document : 'exsufflation à l’aiguille en urgence et drain thoracique'.","Easy"
"La ventilation au masque est contre-indiquée dans la hernie diaphragmatique congénitale.","True","Le document : 'Contre-indications de la ventilation au masque : Hernie diaphragmatique congénitale'.","Easy"
"La radiographie thoracique de la maladie des membranes hyalines montre une hyperexpansion thoracique.","False","Le document : 'faible expansion thoracique'.","Easy"
"L'infection materno-fœtale est évoquée devant une prématurité inexpliquée.","True","Le document le cite.","Easy"
"Le syndrome de Pierre Robin associe glossoptose, fente palatine et microrétrognatisme.","True","Le document le donne.","Easy"
"La SpO2 cible chez le prématuré est de 95-100%.","False","Le document : '92 à 98%' et attention >98% dangereux.","Medium"
"Le geignement expiratoire audible à distance est un signe de maladie des membranes hyalines.","True","Le document : 'geignement expiratoire audible à distance (freinage glottique)'.","Medium"
"La radiographie de l'inhalation méconiale montre un bronchogramme aérien.","False","Le document : 'Opacités en mottes'.","Medium"
"Le retard de résorption évolue favorablement en 1 à 2 jours.","True","Le document : 'Evolution : généralement bonne en 1 à 2 jours'.","Medium"
"L'apnée chez un nouveau-né en détresse respiratoire nécessite une assistance respiratoire immédiate.","True","Le document : '-> assistance respiratoire immédiate'.","Medium"
"La tachycardie > 180 bpm est un signe de gravité.","True","Le document : 'tachycardie (>180bpm)' dans anomalies cardiaques.","Medium"
"L'épuisement respiratoire se manifeste par une polypnée régulière.","False","Le document : 'irrégularité respiratoire, gasping, apnée'.","Medium"
"La radiographie thoracique est systématique devant toute détresse respiratoire.","Non explicitement","Le document : 'Radiographie thorax, face, en inspiration' dans examens, mais pas dit systématique.","Medium"
"L'hypotension artérielle est un signe précoce d'instabilité hémodynamique.","False","Le document : 'hypotension artérielle (à ne pas attendre pour définir un EHD instable car tardif)'.","Medium"
"Le surfactant exogène est indiqué dans la maladie des membranes hyalines.","True","Le document le mentionne.","Medium"
"L'aspiration trachéo-bronchique est indiquée dans l'inhalation méconiale.","True","Le document : 'Aspiration trachéo-bronchique sous laryngoscopie ou après intubation'.","Medium"
"La ventilation au masque est contre-indiquée en cas d'inhalation méconiale.","True","Le document : 'Contre-indications de la ventilation au masque : Suspicion d’inhalation méconiale'.","Medium"
"Un abdomen plat et une déviation des bruits du cœur évoquent une hernie diaphragmatique.","True","Le document le donne.","Medium"
"L'atrésie des choanes est une cause malformative de détresse respiratoire.","True","Le document : 'Malformations ORL : Atrésie des choanes'.","Medium"
"Un nouveau-né à terme avec liquide amniotique méconial et détresse respiratoire a une maladie des membranes hyalines.","False","C'est une inhalation méconiale.","Difficult"
"La corticothérapie anténatale est efficace avant 34 semaines d'aménorrhée.","True","Le document : 'MAP<34SA'.","Difficult"
"Le pneumothorax spontané du nouveau-né à terme ne nécessite aucun traitement.","Faux","Le document : 'Surveillance si bien tolérée ... mais si compressif, exsufflation'.","Difficult"
"Le bronchogramme aérien est un signe de collapsus alvéolaire dans la MMH.","True","Le document le cite.","Difficult"
"L'hyperoxie chez le prématuré peut entraîner une rétinopathie.","True","Le document : 'risque d’hyperoxie = rétinopathie du prématuré et cécité'.","Difficult"
"La sonde gastrique est placée pour vidanger l'estomac avant toute ventilation.","True","Le document : 'Sonde gastrique (vidange de l’estomac) ne jamais ventiler sur un estomac plein !!!!'.","Difficult"
"Le retard de résorption est un diagnostic d'élimination.","True","Le document : 'Retard de résorption : DR transitoire (diagnostic d’élimination)'.","Difficult"
"La maladie des membranes hyalines touche principalement les nouveau-nés à terme.","False","Surtout prématurés.","Difficult"
"L'infection materno-fœtale à streptocoque B est une cause fréquente de détresse respiratoire.","True","Le document : 'Portage maternel de germes (surtout streptocoque B)'.","Difficult"
"Un nouveau-né avec une détresse respiratoire et un bombement de l'hémithorax doit bénéficier d'une exsufflation immédiate.","Faux","Il faut d'abord confirmer par radiographie.","Difficult"
