"question","answer","explanation","difficulty"
"Quelle est la définition des vomissements ?","Rejets actifs de tout ou partie du contenu gastrique ou intestinal par la bouche, associant une contraction du diaphragme et des muscles de la paroi abdominale.","Document: 'GÉNÉRALITÉS : Définition'","Easy"
"Quelle est la différence entre vomissements, régurgitations et mérycisme ?","Vomissements : actifs, avec efforts abdominaux. Régurgitations : passives, sans effort. Mérycisme : rumination volontaire (régurgitation, remastication, déglutition).","Document: 'A différencier d'une RÉGURGITATION... du MÉRYCISME'","Easy"
"Citez 3 signes de retentissement grave des vomissements.","Hypovolémie, déshydratation aiguë, signes d'HTIC, signes abdominaux de gravité, signes d'urgence métabolique (hypoglycémie, insuffisance surrénalienne, toxisyndrome).","Document: 'Signes de gravités'","Easy"
"Quels sont les gestes d'urgence devant des vomissements avec déshydratation sévère ?","1. Hospitalisation ; 2. Correction de l'hypovolémie (voie veineuse, remplissage NaCl 0,9% 20 ml/kg sur 20 min, renouvelable) ; 3. Préparation à une éventuelle chirurgie (à jeun, bilan préopératoire) ; 4. Antiémétique IV, sonde nasogastrique.","Document: 'Gestes d'urgence'","Medium"
"Quel est le protocole de remplissage vasculaire chez l'enfant déshydraté ?","NaCl 0,9% : 20 ml/kg en 20 minutes, maximum 500 ml, à renouveler 2 ou 3 fois selon la tolérance.","Document: 'NaCl 0,9% 20ml/kg (max : 500ml) sur 20 minutes, 2 ou 3 fois'","Easy"
"Quels examens d'imagerie sont indiqués en cas de vomissements bilieux (syndrome occlusif) ?","Radiographie de l'abdomen sans préparation (ASP) et échographie abdominale.","Document: 'Rx ASP, Échographie abdominale'","Easy"
"Quel examen est indiqué en cas de vomissements sanglants ou signes d'œsophagite ?","Fibroscopie œsogastrique.","Document: 'Fibroscopie œsogastrique'","Easy"
"Quel trouble métabolique est caractéristique de la sténose du pylore ?","Alcalose hypochlorémique (gaz du sang).","Document: 'Gaz du sang : Alcalose hypochlorémique d'une sténose du pylore'","Medium"
"Quel antiémétique est contre-indiqué chez l'enfant et pourquoi ?","Le métoclopramide (Primpéran) en raison d'effets secondaires neurologiques.","Document: 'le métoclopramide (Primpéran*) est CONTRE-INDIQUÉ (effets secondaires neurologiques !!!!)'","Easy"
"Citez 3 causes infectieuses de vomissements aigus.","Gastroentérite virale ou bactérienne, infections ORL (otite, angine...), infection urinaire, méningite, infections respiratoires, hépatite.","Document: 'Vomissements + syndrome infectieux'","Easy"
"Citez 3 causes chirurgicales de vomissements chez le nourrisson et l'enfant.","Hernie étranglée, volvulus, invagination intestinale aiguë (IIA), appendicite, torsion d'annexe.","Document: 'Causes chirurgicales'","Medium"
"Quelles sont les causes mécaniques malformatives de vomissements chez le nouveau-né ?","Atrésie / sténose duodénale, ileus méconial, maladie de Hirschsprung.","Document: 'Causes mécaniques malformatives'","Medium"
"Qu'est-ce que l'entérocolite ulcéronécrosante ?","Pathologie du prématuré due à une incapacité à digérer le lait, pouvant entraîner une perforation intestinale.","Document: 'Chez le prématuré : Entérocolite ulcéronécrosante (non prêt à digérer du lait, intestin troué)'","Medium"
"Quelles sont les causes neurologiques de vomissements (HTIC) ?","Traumatisme crânien, hématome sous/extradural, tumeur cérébrale.","Document: 'Causes neurologiques (HTIC)'","Medium"
"Citez 3 erreurs diététiques pouvant causer des vomissements chroniques.","Régime inadapté, reconstitution inadéquate du lait, quantité excessive du biberon/repas, forcing alimentaire.","Document: 'Erreurs diététiques'","Easy"
"Qu'est-ce que la sténose du pylore ?","Hypertrophie des fibres musculaires du muscle pylorique, urgence diagnostique du nourrisson (vomissements en jet).","Document: 'Sténose du pylore : URGENCE DIAGNOSTIQUE DU NOURRISSON ; Hypertrophie des fibres musculaires du muscle pylorique'","Medium"
"Quelles sont les deux maladies métaboliques pouvant se révéler par des vomissements ?","Acidocétose diabétique et hyperplasie congénitale des surrénales.","Document: 'Maladies métaboliques : Acidocétose diabétique, Hyperplasie congénitale des surrénales'","Medium"
"Que sont les vomissements acétonémiques et comment les traiter ?","Vomissements par accumulation de corps cétoniques favorisés par le jeûne. Ils cessent à la prise de sucre.","Document: 'Vomissements acétonémiques (par accumulation de corps cétoniques) ; Cessent à la prise de sucre'","Medium"
"Quel est le traitement symptomatique des vomissements sans cause spécifique ?","Repos digestif (4h puis réintroduction progressive <50 ml), antiémétiques (métopimazine 0,33 mg/kg x3/j).","Document: 'Traitement symptomatique'","Medium"
"Quel examen biologique permet d'évaluer la gravité de la déshydratation ?","Ionogramme sanguin.","Document: 'Ionogramme sanguin : Évalue la gravité de la déshydratation'","Easy"
"Quel examen doit être réalisé chez une adolescente vomissant ?","Test de grossesse (β-HCG).","Document: 'β-HCG chez une adolescente'","Easy"
"Quel signe clinique abdominal évoque une invagination intestinale aiguë ?","Boudin d'invagination (palpable).","Document: 'boudin d'invagination'","Medium"
"Quel signe neurologique évoque une HTIC chez le nourrisson ?","Fontanelle bombée (avant 19 mois) et regard en coucher de soleil.","Document: 'fontanelle bombée (moins de 19 mois), regard en coucher de soleil'","Medium"
"Un nourrisson de 2 mois a des vomissements en jet, post-prandiaux, avec palpation d'une olive épigastrique. Quel diagnostic et quel traitement ?","Sténose du pylore. Traitement chirurgical (pyloromyotomie).","Document: 'Sténose du pylore'","Difficult"
"Un enfant a des vomissements bilieux, un abdomen distendu, arrêt des matières et gaz. Quel diagnostic et quel examen ?","Syndrome occlusif (occlusion intestinale). Examens : ASP et échographie abdominale.","Document: 'Syndrome occlusif ou vomissement BILIEUX : Rx ASP, Échographie abdominale'","Difficult"
"Un enfant de 5 ans a des vomissements, une diarrhée, une fièvre, des crampes abdominales. Quelle est la cause la plus probable et quel traitement ?","Gastroentérite virale ou bactérienne. Traitement : réhydratation, paracétamol, repos digestif.","Document: 'Gastroentérite virale ou bactérienne'","Easy"
"Un enfant vomit, a une raideur de nuque, une fièvre, une altération de la conscience. Quelle cause et quel examen ?","Méningite. Examen : ponction lombaire.","Document: 'Méningite (syndrome méningé)'","Medium"
"Un adolescent a des vomissements, une soif, une polyurie, une dyspnée, une haleine acétonique. Quel diagnostic ?","Acidocétose diabétique.","Document: 'Acidocétose diabétique'","Medium"
"Un enfant vomit après chaque repas depuis la naissance, sans effort, mais bonne croissance. Quel diagnostic ?","RGO (reflux gastro-œsophagien) physiologique.","Document: 'RGO : Dès les 1ers jours de vie, post-prandiaux'","Medium"
"Un enfant de 2 ans a des vomissements, des douleurs abdominales paroxysmes, un melena. Quelle cause suspecter ?","Invagination intestinale aiguë (IIA).","Document: 'IIA'","Medium"
"Un nouveau-né vomit des liquides bilieux, n'a pas émis de méconium, abdomen distendu. Quelle cause ?","Maladie de Hirschsprung ou ileus méconial.","Document: 'Maladie de Hirschsprung, ileus méconial'","Difficult"
"Un enfant a des vomissements, une pâleur, des sueurs, une tachycardie. Quel est le retentissement ?","Hypovolémie, début de choc hypovolémique.","Document: 'Signes de retentissement grave : Hypovolémie'","Medium"
"Quel est le risque de l'utilisation des AINS en cas de vomissements ?","Non mentionné spécifiquement, mais les AINS sont contre-indiqués en cas de suspicion d'appendicite.","Document: non documenté","Medium"
"Quelle est la posologie de la métopimazine chez l'enfant ?","0,33 mg/kg par prise, 3 fois par jour.","Document: '0,33mg/kg x3/j'","Easy"
"Quel signe clinique doit faire rechercher une torsion testiculaire chez un garçon vomissant ?","Douleur testiculaire aiguë, œdème.","Document: 'torsion d’annexe (testicule ou ovaire)'","Medium"
"Un enfant vomit, a une hépatomégalie, un ictère. Quelle cause ?","Hépatite virale.","Document: 'Hépatite (virale, toxique, etc.)'","Medium"
"Un nourrisson a des vomissements, une fontanelle bombée, un regard en coucher de soleil. Quel diagnostic ?","Hypertension intracrânienne (tumeur, hématome).","Document: 'HTIC'","Medium"
"Quel est le traitement d'urgence d'un enfant en état de choc hypovolémique par vomissements ?","Remplissage vasculaire par NaCl 0,9% 20 ml/kg en 20 min, à répéter.","Document: 'Remplissage vasculaire si déshydratation sévère'","Easy"
"Un enfant vomit après un traumatisme crânien. Quel examen ?","Scanner cérébral.","Document: 'Imagerie neurologique (Scanner cérébral, IRM)'","Easy"
"Quel est le principal risque du métoclopramide chez l'enfant ?","Effets secondaires neurologiques (dysmorphie, sédation, mouvements anormaux).","Document: 'effets secondaires neurologiques'","Easy"
"Un nourrisson de 3 semaines vomit en jet, perd du poids, a une hypokaliémie, une alcalose métabolique. Quel diagnostic ?","Sténose du pylore.","Document: 'Alcalose hypochlorémique d'une sténose du pylore'","Difficult"
"Un enfant a des vomissements, une douleur abdominale aiguë, une défense, un abdomen plat. Quelle cause ?","Appendicite.","Document: 'appendicite'","Medium"
"Un enfant a des vomissements récurrents, des céphalées matinales, une aggravation progressive. Quelle cause ?","Tumeur cérébrale (HTIC).","Document: 'Tumeur cérébrale'","Medium"
"Quel est le traitement d'une invagination intestinale aiguë non compliquée ?","Lavement à l'air ou à l'eau (réduction hydrostatique).","Document: non détaillé","Medium"
"Quel est le risque des vomissements prolongés sur l'équilibre acido-basique ?","Alcalose métabolique (perte d'acide chlorhydrique).","Document: 'Alcalose hypochlorémique'","Medium"
"Un enfant vomit, a une polynée, une odeur acétonique, une glycémie à 18 mmol/l. Quel diagnostic ?","Acidocétose diabétique.","Document: 'Acidocétose diabétique'","Medium"
"Quel est le traitement d'urgence d'un coma acidocétosique avec vomissements ?","Hospitalisation, insulinothérapie IV, réhydratation, correction des troubles ioniques.","Document: non détaillé","Difficult"
"Un enfant a des vomissements, une hyperthermie, une raideur de nuque, un purpura. Quel diagnostic ?","Méningite à méningocoque.","Document: 'Méningite'","Medium"
