"front","back","cognitive_level"
"Quelle est la définition d'un vomissement selon le document ?","Rejets actifs de tout ou d'une partie du contenu gastrique ou intestinal par la bouche, associant une contraction du diaphragme et des muscles de la paroi abdominale, souvent avec nausées, pâleur, hyperventilation, sueurs.","Recall"
"Qu'est-ce qu'une régurgitation ?","Remontée passive du contenu gastrique sans effort, fréquente chez le nourrisson après la tétée.","Recall"
"Qu'est-ce que le mérycisme ?","Rumination : régurgitation volontaire, remâchée puis à nouveau déglutie.","Recall"
"Citez 3 signes de retentissement grave des vomissements.","Hypovolémie, déshydratation aiguë.","Recall"
"Citez 3 signes de gravité abdominaux liés à l'étiologie des vomissements.","Météorisme, cicatrice abdominale, ondes péristaltiques, hernie étranglée, défense abdominale, boudin d'invagination, hépatomégalie.","Recall"
"Citez 3 signes de gravité neurologiques liés à l'étiologie des vomissements.","HTIC : fontanelle bombée (moins de 19 mois), regard en coucher de soleil (paralysie des paires crâniennes).","Recall"
"Citez 3 signes d'urgence métabolique associés aux vomissements.","Hypoglycémie, insuffisance surrénalienne, toxisyndrome (toxine staphylococcique : état de choc par toxine vasoplégique).","Recall"
"Quels sont les 4 gestes d'urgence devant des vomissements graves ?","1) Hospitaliser ; 2) Correction d'une hypovolémie (voie veineuse, remplissage NaCl 0,9% 20ml/kg sur 20 min, 2-3 fois) ; 3) Préparation à une intervention chirurgicale (à jeun, bilan pré-opératoire) ; 4) Antiémétique IV, pose de sonde naso-gastrique.","Recall"
"Quelle est la posologie du remplissage vasculaire en cas de déshydratation sévère ?","NaCl 0,9% 20 ml/kg (max 500 ml) sur 20 minutes, à répéter 2 ou 3 fois.","Recall"
"Quels éléments de l'anamnèse faut-il caractériser pour les vomissements ?","Date de début, évolution, fréquence, rythme par rapport au repas, aspect, contexte (âge, antécédent chirurgical, régime alimentaire), grossesse chez adolescente.","Recall"
"Quels signes extradigestifs associés aux vomissements faut-il rechercher ?","Céphalée, fièvre, polyuro-polydipsie (diabète).","Recall"
"Quel examen d'imagerie est indiqué en cas de syndrome occlusif ou vomissement bilieux ?","Radiographie ASP, échographie abdominale.","Recall"
"Quel examen est indiqué en cas de vomissement sanglant ou signes d'œsophagite ?","Fibroscopie œsogastrique.","Recall"
"Quels sont les 3 examens biologiques clés devant des vomissements ?","NFS, CRP ; ionogramme sanguin (évalue gravité déshydratation) ; gaz du sang (alcalose hypochlorémique du pylore, acidocétose diabétique).","Recall"
"Quelle anomalie gazométrique est typique de la sténose du pylore ?","Alcalose hypochlorémique.","Recall"
"Quel examen biologique faut-il prescrire chez une adolescente vomissant ?","β-HCG (test de grossesse).","Recall"
"Citez 3 causes infectieuses de vomissements aigus.","Gastroentérite virale/bactérienne, infections ORL (otite, rhinopharyngite, angine), infection urinaire, méningite, infections respiratoires, hépatite.","Recall"
"Citez 2 causes mécaniques malformatives de vomissements chez le nouveau-né.","Atrésie/sténose duodénale, ileus méconial, maladie de Hirschsprung.","Recall"
"Quelle est la cause de vomissements chez le prématuré citée dans le document ?","Entérocolite ulcéronécrosante (non prêt à digérer le lait, alimentation parentérale).","Recall"
"Citez 3 causes chirurgicales de vomissements chez le nourrisson et l'enfant.","Hernie étranglée, volvulus, invagination intestinale aiguë (IIA), appendicite, torsion d'annexe (testicule ou ovaire).","Recall"
"Citez 2 causes neurologiques de vomissements (HTIC).","Traumatisme crânien, hématome sous/extradural, tumeur cérébrale.","Recall"
"Citez 4 erreurs diététiques à rechercher devant des vomissements chroniques.","Régime inadapté, reconstitution inadéquate du lait, quantité excessive du biberon/repas, forcing alimentaire.","Recall"
"Qu'est-ce que la sténose du pylore ?","Hypertrophie des fibres musculaires du muscle pylorique, urgence diagnostique du nourrisson.","Recall"
"Citez 2 maladies métaboliques responsables de vomissements.","Acidocétose diabétique, hyperplasie congénitale des surrénales.","Recall"
"Qu'est-ce que les vomissements acétonémiques ?","Vomissements favorisés par le jeûne (grand enfant), liés à l'accumulation de corps cétoniques, cessant à la prise de sucre.","Recall"
"Quel est le traitement symptomatique en absence d'étiologie spécifique ?","Repos digestif (4h puis moins de 50 ml), antiémétique : Métopimazine (Vogalène*) 0,33 mg/kg x3/j.","Recall"
"Le métoclopramide (Primpéran*) est-il recommandé chez l'enfant ?","Non, il est CONTRE-INDIQUÉ en raison d'effets secondaires neurologiques.","Recall"
"Comparez un vomissement et une régurgitation.","Vomissement : rejet actif avec contraction musculaire, nausées, pâleur, sueurs. Régurgitation : remontée passive sans effort, fréquente après la tétée chez le nourrisson.","Analysis"
"Quelle est la conduite à tenir devant un vomissement bilieux chez un nourrisson ?","Évoquer une urgence chirurgicale (syndrome occlusif), réaliser ASP et échographie abdominale, préparer à une intervention.","Application"
