"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Que signifie le terme grec ''hypospadias'' ?","En dessous de la verge","Fente en dessous","En dessous + fissure/fente","Anomalie du méat","3","Le document : ''Grec: Hypo=en dessous, Spado=fente ou fissure'' et ''le terme d'hypospadias est dérivé du grec ''hypo'' qui signifie dessous et ''spadon'' signifiant fissure ou fente''.","Easy"
"Quelle est la fréquence de l'hypospadias ?","1 à 8/1000","1 à 8/10 000","10 à 20/1000","1/5000","1","Le document : ''Fréquences :1 à 8/1000''.","Easy"
"À partir de quelle semaine de grossesse le tubercule génital se différencie-t-il sous l'effet des androgènes ?","3ème semaine","9ème SA","11ème SA","4ème mois","3","Le document : ''A partir de la 11e SA, sous l'effet des hormones androgenes, le tubercule genital s'allonge pour former le penis''.","Easy"
"Quand a lieu la fusion des plis urétraux pour former l'urètre pénien ?","Au 2e mois","À la fin du 3e mois de grossesse","Au 4e mois","À la 9e SA","2","Le document : ''A la fin du 3e mois de grossesse, les plis uretraux fusionnent pour former l'urètre penien''.","Easy"
"Quelle est la conséquence mictionnelle de l'hypospadias ?","Jet urinaire en spirale","Impossibilité de jet droit, doit s'accroupir","Dysurie","Incontinence","2","Le document : ''Conséquences : Anomalies de la miction: impossibilité de jet droit, doit s'accroupir''.","Easy"
"Quel est le principe fondamental concernant la circoncision chez un garçon hypospade ?","Elle est obligatoire avant l'âge de 1 an","Elle est contre-indiquée car la peau du prépuce sert à créer le conduit urétral","Elle est recommandée pour éviter les infections","Elle est sans conséquence","2","Le document : ''NB : Un petit garçon hypospade: il ne faut jamais faire de Circoncision car c'est la peau du prépuce qui va être utiliser pour creer un conduit uretral''.","Easy"
"Quelles sont les trois anomalies associées dans l'hypospadias ?","Ectopie du méat, sténose du méat, courbure de la verge","Micropénis, torsion, enlisement","Toutes les réponses sont correctes","Hypoplasie caverneuse, prépuce complet","3","Le document liste plusieurs anomalies : ectopie du méat, sténose du méat, courbure de la verge, torsion, enlisement, hypoplasie du corps caverneux (micropénis).","Easy"
"L'hypospadias résulte d'un double processus pathologique. Quels sont-ils ?","Arrêt de fermeture de la gouttière urétrale + défaut de fermeture des replis cutanés dorsaux","Excès de testostérone + fusion précoce","Hypoplasie du gland + absence de prépuce","Défaut d'invagination de l'ectoderme + excès d'androgènes","1","Le document : ''L'hypospadias résulte d'un double processus pathologique: 1. L'arrêt de fermeture de la gouttière uretrale... 2. Un défaut de fermeture des replis cutanés dorsaux''.","Easy"
"Quel est le risque encouru si le traitement chirurgical n'est pas achevé avant l'âge scolaire ?","Risque de fistule","Risque de sténose","Risque de séquelles psychologiques","Risque d'impuissance","3","Le document : ''LE TRAITEMENT DOIT ETRE ACHEVE AVANT L'AGE SCOLAIRE(risque de sequelles psychologiques)''.","Easy"
"Quelle est la durée de la mise en place d'une sonde tutrice après urétroplastie ?","3-5 jours","7-10 jours","15 jours","1 mois","2","Le document : ''Laisser en place une sonde tutrice jusqu'à la cicatrisation (7-10j)''.","Easy"
"Quel est le facteur génétique évoqué dans l'étiopathogénie de l'hypospadias ?","Transmission autosomique dominante","Un individu apparenté au premier degré (frère ou père) est affecté 25 à 40 fois plus souvent","Mutation du gène SRY","Anomalie du chromosome Y","2","Le document : ''Facteur génétique : un individu apparenté au premier degré (frère ou père) est affecté 25 ou 40 fois plus souvent que ce qui est attendu''.","Easy"
"Quels types d'hypospadias regroupent les formes postérieures ?","Balaniques et balanopréputiales","Péniennes antérieures","Péniennes postérieures, péno-scrotales, scrotales et périnéales","Uniquement périnéales","3","Le document : ''L'hypospadias postérieur regroupe les formes : Péniennes postérieures, Peno-scrotales, Scrotales, Périnéales''.","Easy"
"L'urètre balanique se forme au cours de quel mois de grossesse ?","3e mois","4e mois","5e mois","6e mois","2","Le document : ''l'urètre balanique au cours du 4e mois par invagination de l'ectoderme à l'extrémité du gland''.","Medium"
"Quels sont les trois facteurs étiopathogéniques mentionnés ?","Génétique, progestatifs, défauts de synthèse/testostérone/récepteurs","Infections maternelles, tabac, alcool","Âge maternel, diabète, obésité","Radiations, toxines, stress","1","Le document : ''Ethiopathogenie : Multifactorielle : 1. Facteur génétique... 2. Rôle nocif d'un traitement progestatif... 3. Rôle des défauts de synthèse de la testostérone ou de sa transformation en dihydrotestostérone voire d'une altération des récepteurs''.","Medium"
"Qu'est-ce que l'enlisement de la verge ?","La verge est totalement absente","Présence de peau scrotale remontant sur le fourreau de la verge réalisant une palmure","La verge est courbée vers le bas","Le méat est situé au niveau du scrotum","2","Le document : ''Enlisement de la verge : Présence de peau scrotale remontant plus ou moins haut sur le fourreau de la verge pouvant réaliser une véritable palmure''.","Medium"
"Quelle est l'amplitude maximale rarement dépassée pour la torsion de la verge ?","30°","45°","60°","90°","2","Le document : ''deviation du raphee median ou véritable torsion de la verge dans le sens anti-horaire, avec une amplitude dépassant rarement 45*''.","Medium"
"Dans le traitement chirurgical, que faire si la plaque urétrale est de longueur insuffisante ?","Allonger la verge par traction","Apporter d'autres tissus (muqueuse buccale ou vésicale)","Réaliser une urétrostomie","Attendre la croissance","2","Le document : ''Tubuliser la plaque uretrale. Si longueur insuffisante, apporter d'autres tissus(muqueuse buccale ou vesicale)''.","Medium"
"Quel est le rôle de la spongioplastie ?","Corriger la courbure","Recouvrir le néo-urètre avec un second plan (corps spongieux, lame porte-vaisseaux préputiale)","Créer le nouveau méat","Drainer les urines","2","Le document : ''Recouvrir le neo-uretre avec un 2e plan (spongioplastie qui utilise le corps spongieux, lame porte-vaisseaux prepuciale)''.","Medium"
"Quel est le pronostic des résultats chirurgicaux pour les formes antérieures et moyennes sans coudure majeure ?","Médiocres","Excellents","Risque de fistule constant","Nécessité d'une réintervention systématique","2","Le document : ''Résultats : Excellents pour les formes anterieures et moyennes sans coudure majeure''.","Medium"
"Quel est le principal risque pour les formes postérieures et les formes avec coudures importantes ?","Hématome","Infection","Fistule","Sténose","3","Le document : ''Risque de fistule important pour les formes posterieures et les formes avec coudures importantes, PARENTS A INFORMER''.","Medium"
"Quel est l'effet de l'hypoplasie du corps caverneux ?","Courbure de la verge","Micropénis","Torsion de la verge","Enlisement scrotal","2","Le document : ''Hypoplasie du corps caverneux responsable d'un micropenis''.","Medium"
