"front","back","cognitive_level"
"Qu’est-ce qu’une présentation du siège sur le plan théorique et pratique ?","Théoriquement, il s’agit d’une présentation eutocique (accouchement normal possible). Pratiquement, elle est incontestablement à risque. Risques : difficulté mécanique par excès de volume fœtal ou phénomène anoxique par compression funiculaire. Le corps s’accouche en sens inverse de son volume.","Recall"
"Pourquoi le siège est-il considéré comme une présentation à risque ?","Deux complications principales : 1) Difficulté mécanique par excès du volume fœtal. 2) Phénomène anoxique suite à une compression du cordon ombilical (funiculaire).","Recall"
"Quelle est la première condition mécanique pour que l’accouchement par le siège se déroule normalement ?","Le mobile fœtal doit constituer un bloc homogène. Cela implique : flexion du tronc et de la tête (qui tend à rentrer dans les épaules) et accollement des membres. Le fœtus doit parcourir la filière pelvi-génitale sous ses plus petits diamètres.","Understanding"
"Comment le siège s’engage-t-il dans le détroit supérieur ?","L’engagement du siège est précédé d’une orientation du diamètre bi-trochantérien dans un diamètre oblique du détroit supérieur. Pour le siège complet, on observe un tassement du diamètre sacro-tibial. Ensuite, le siège franchit le détroit supérieur.","Recall"
"Décrivez la rotation du siège dans l’excavation pelvienne.","Dans l’excavation, une rotation amène le diamètre bi-trochantérien dans le diamètre antéro-postérieur. Cette rotation se poursuit jusqu’à ce que la hanche antérieure se cale sous la symphyse pubienne.","Understanding"
"Comment se fait le dégagement du siège ?","Le dégagement est précédé d’un enroulement autour de la symphyse pubienne. Cet enroulement amène le dos franchement en avant suivant un axe oblique jusqu’à la libération complète des membres inférieurs.","Recall"
"Quelle est la séquence d’engagement des épaules après le siège ?","L’engagement des épaules est précédé d’une rotation plaçant le diamètre bi-acromial dans le diamètre oblique déjà emprunté par le diamètre bi-trochantérien. Dans les variétés postérieures, ce placement se fait dans l’oblique perpendiculaire.","Understanding"
"Quelles rotations successives les épaules effectuent-elles pendant la descente ?","Deux rotations : 1) Une rotation plaçant le diamètre bi-acromial dans le diamètre oblique du détroit supérieur (déjà emprunté par le diamètre bi-trochantérien). 2) Une deuxième rotation pendant la descente, amenant le diamètre bi-acromial dans le diamètre oblique du détroit inférieur.","Analysis"
"Comment se dégagent les bras et les épaules ?","Le dégagement des bras et des épaules se fait successivement dans le diamètre transverse.","Recall"
"Décrivez l’engagement de la tête dans l’accouchement par le siège.","L’engagement de la tête se fait par orientation du plus grand diamètre dans le diamètre oblique perpendiculaire à celui déjà utilisé par les épaules. La tête fléchie aborde le détroit supérieur suivant le diamètre sous-occiputo-frontal (11 cm).","Understanding"
"Que se passe-t-il dans l’excavation lors de l’accouchement de la tête par le siège ?","Dans l’excavation, la tête descend et tourne jusqu’à ce que l’occiput se place sous la symphyse pubienne. La tête fléchit et pivote autour de la symphyse pubienne. Le menton, la face, le front puis le crâne se dégagent au niveau de la commissure postérieure.","Understanding"
"Quelle est la durée normale de la dilatation cervicale et de l’expulsion pour un accouchement par le siège ?","La dilatation cervicale se fait rapidement en 6 à 9 heures. L’expulsion dure entre 35 et 15 minutes.","Recall"
"Pourquoi une lenteur de la dilatation cervicale ne doit-elle pas être attribuée d’emblée à la présentation du siège ?","Une lenteur de la dilatation ne doit pas être considérée comme une conséquence directe de la présentation par le siège. Elle peut révéler soit une dystocie dynamique (anomalie de la contraction utérine), soit une dystocie mécanique (obstacle physique). Le diagnostic différentiel est nécessaire.","Analysis"
