"question","answer","explanation","difficulty"
"Quelle est la définition de la glomérulonéphrite à dépôts mésangiaux d'immunoglobuline A selon le document ?","Glomérulonéphrite ''non-proliférative'' avec dépôt d'Immunoglobuline A sur le mésangium.","Le document donne cette définition précise.","Easy"
"Quel est le profil épidémiologique typique de la glomérulonéphrite à IgA ?","Adulte jeune, de sexe masculin. C'est la plus fréquente des glomérulonéphrites en France, représentant 25% des néphropathies chez l'adulte, avec une incidence de 25/million par an.","Le document détaille ces données épidémiologiques.","Easy"
"Quel est le délai et le type d'infection précédant habituellement les manifestations cliniques ?","Quelques heures ou jours avant : infection ORL (rhino-pharyngite, angine) ou digestive.","Le document précise ce délai court contrairement à la GNA post-streptococcique (2-3 semaines).","Easy"
"Quelles sont les principales manifestations cliniques et paracliniques de la glomérulonéphrite à IgA ?","Clinique : œdème, hématurie récidivante, HTA. Paraclinique : hématurie, cylindrurie hématique, protéinurie, possible insuffisance rénale.","Le document liste ces signes.","Medium"
"Quels sont les facteurs de mauvais pronostic de la glomérulonéphrite à IgA selon le document ?","Protéinurie néphrotique (massive), HTA, insuffisance rénale, genre masculin, fibrose interstitielle, lésions vasculaires. Le pronostic est sévère : 50% d'IRCT à 25 ans.","Le document liste ces facteurs.","Medium"
"Quelles sont les principales maladies associées à la glomérulonéphrite à IgA (formes secondaires) ?","Purpura rhumatoïde, cirrhose alcoolique/maladie chronique du foie, VIH/VHB, maladie cœliaque, colites inflammatoires, spondylarthrite ankylosante, dermatite herpétiforme.","Le document liste ces associations.","Medium"
"Quel est le traitement recommandé pour la glomérulonéphrite à IgA et quels sont les objectifs thérapeutiques ?","Restriction sodée si œdème, diurétiques, contrôle tensionnel (TA <130/80 mmHg), IEC (effet anti-protéinurique). Traitement spécifique du syndrome néphrotique et des GNRP (corticoïdes en bolus). Amygdalectomie sans bénéfice démontré.","Le document détaille la prise en charge.","Medium"
"Expliquez pourquoi la glomérulonéphrite à IgA est qualifiée de ''non-proliférative'' alors qu'il existe une hypercellularité mésangiale.","Le document la qualifie de ''non-proliférative'' car la prolifération est modérée, mésangiale, sans prolifération endocapillaire ni extracapillaire prédominante. L'hypercellularité mésangiale est présente mais la GN n'est pas classée parmi les prolifératives (contrairement à GNA, GNEM, GNMP).","Le document mentionne ''Hypercellularité mésangiale'' mais la définit comme ''non-proliférative''.","Difficult"
"Un patient de 30 ans présente une hématurie macroscopique récidivante quelques heures après une angine. Quelle est la pathologie la plus probable et quel examen confirme le diagnostic ?","Glomérulonéphrite à IgA (maladie de Berger). Diagnostic confirmé par ponction biopsie rénale (PBR) montrant des dépôts mésangiaux d'IgA en immunofluorescence.","Le document associe ce tableau clinique à la maladie de Berger.","Difficult"
"Pourquoi l'amygdalectomie n'est-elle pas recommandée malgré le rôle déclenchant des infections ORL ?","Car l'amygdalectomie n'a pas démontré de bénéfice sur l'évolution de la maladie rénale, selon le document ''Sans bénéfice''.","Le document mentionne ''Amygdalectomie - Sans bénéfice''.","Medium"
"Quelle est la particularité de l'évolution de la glomérulonéphrite à IgA concernant l'atteinte interstitielle ?","L'atteinte glomérulaire ne va pas seule ; elle s'accompagne d'une atteinte interstitielle (fibrose interstitielle) qui est un facteur de mauvais pronostic.","Le document précise : ''Tsy mandeha irery ilay atteinte glomérulaire fa manaraka ny interstitielle'' (l'atteinte glomérulaire ne va pas seule, l'interstitielle suit).","Medium"
"Quel est le diagnostic différentiel (TDD) des GNRP selon le document et pourquoi ?","Le syndrome de Goodpasture est le TDD des GNRP car il réalise une glomérulonéphrite rapidement progressive avec anticorps anti-membrane basale glomérulaire, pouvant être confondu avec d'autres GNRP.","Le document indique : ''GNRP = TDD : syndrome de GoodPasture''.","Difficult"
