"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Qu'est-ce que le psoriasis ?","Une infection bactérienne","Une maladie systémique inflammatoire chronique à expression principalement cutanée et articulaire","Une maladie auto-immune aiguë","Une réaction allergique","2","'Maladie systémique inflammatoire chronique à expression principalement cutanée et articulaire'","Easy"
"Quel type cellulaire est activé dans le psoriasis ?","LT CD8+","LT CD4 type Th17","LB","Mastocytes","2","'activation de LTCD4 type Th 17'","Easy"
"Quelle est la prévalence du psoriasis dans la population ?","0.5-1%","1.5-2%","3-5%","5-10%","2","'Fréquences : 1.5 – 2% de la population'","Easy")
"Quels sont les deux facteurs déclenchants du psoriasis cités ?","Alcool et stress","Tabac et soleil","Médicaments et vaccins","Froid et humidité","1","'Déclencher par facteur de risque (alcool, stress)'","Easy")
"Quel est l'aspect typique des lésions du psoriasis vulgaire ?","Lésions squameuses, rouges, arrondies, légèrement en relief, squames nacrées blanchâtres","Vésicules en bouquet","Croûtes jaunâtres","Papules ombiliquées","1","'lésion érythémato-squameuse... arrondies... légèrement en relief... squames nacrées blanchâtre'","Easy")
"Quel est le pourcentage de prurit dans le psoriasis vulgaire ?","10%","50%","80%","100%","2","'Prurit de 50% des cas'","Easy")
"Qu'est-ce que le phénomène de Koebner ?","Apparition de lésions sur les zones de traumatisme","Signe de grattage","Réaction à la lumière","Guérison centrale","1","'Phénomène de Koebner (+) mais non spécifique' (implicitement, apparition sur traumatisme)","Easy")
"Quel est le signe de la bougie ?","Blanchissement très net de la lésion après grattage","Fines gouttelettes hémorragiques","Desquamation en feuillets","Érythème diffus","1","'signe de la bougie : blanchissement très net de la lésion'","Easy")
"Quel est le signe de la rosée sanglante ?","Blanchissement","Fines gouttelettes hémorragiques après grattage","Squames nacrées","Pustules","2","'signe de la rosée sanglante : fines gouttelettes hémorragique'","Easy")
"Quel est le nom du psoriasis en forme de petites pièces de monnaie ?","Psoriasis en gouttes","Psoriasis nummulaire","Psoriasis en plaque","Psoriasis en nappe","2","'psoriasis nummulaire : en pièce de monnaie'","Easy")
"Quelles sont les zones topographiques typiques du psoriasis (zones de Bastion) ?","Zones exposées aux contacts extérieurs et faces d'extension des articulations","Plis et muqueuses","Région lombaire","Cuir chevelu uniquement","1","'Zones exposées aux contacts extérieurs (zone de Bastion) - Face d’extension de l’articulation'","Easy")
"Quel est l'aspect du psoriasis du cuir chevelu ?","Lésions arrondies, bien limitées, confluentes, sèches formant des carapaces, n'engluent pas les cheveux","Alopécie définitive","Squames grasses","Démangeaisons intenses","1","'Les E.S arrondies, bien limité, confluentes, sèches → carapaces. N’engluent pas les cheveux, non alopéciante'","Easy")
"Quel est le signe unguéal typique du psoriasis ?","Dépression ponctuée cupuliforme (« dé à coudre »)","Coloration brun verdâtre","Ligne de Beau","Ongle jaune","1","'Dépression ponctuées cupuliforme : « dé à coudre »'","Easy")
"Quel est le psoriasis des plis appelé ?","Psoriasis inversé","Psoriasis palmo-plantaire","Psoriasis en gouttes","Psoriasis pustuleux","1","'Psoriasis des plis : T. inversé'","Easy")
"Quel est l'aspect du psoriasis des plis ?","Lésion en plaque, rouge, brillante et lisse, bords bien limités","Squames épaisses","Vésicules","Croûtes","1","'Lésion en plaque, rouge inf., brillante et lisse, Bords bien limité'","Easy")
"Quel est le nom du psoriasis aigu en petites lésions multiples chez l'enfant après infection rhinopharyngée ?","Psoriasis en plaque","Psoriasis aigu en gouttes","Psoriasis pustuleux","Psoriasis inversé","2","'Psoriasis aigue en gouttes : fréquent, multiples, lésion E-S de petite taille succède une infection rhinopharyngée'","Easy")
"Qu'est-ce que l'érythrodermie psoriasique ?","Érythème > 90% de la surface corporelle","Psoriasis du visage","Psoriasis des ongles","Forme localisée","1","'Erythrodermie psoriasique : Erythème > 90%'","Easy")
"Quel est le pronostic de l'érythrodermie psoriasique humide et œdémateuse ?","Bon","Mauvais","Variable","Sans gravité","2","'Mauvaise pronostic'","Easy")
"Quel est le traitement local du psoriasis non compliqué (<40% surface) ?","Kératolytique, dermocorticoïde, dérivé vitamine D3","Antifongiques","Antibiotiques","Antiviraux","1","'Psoriasis non complique < 40% surface corporelle kératolytique, dermocorticoïde, vitD3 locale'","Easy")
"Quels sont les traitements généraux du psoriasis cités ?","Méthotrexate, acitrétine, ciclosporine","Prednisolone, azathioprine","Ibuprofène, paracétamol","Antihistaminiques","1","'Traitement généraux : méthotrexate, acitrétine, ciclosporine'","Easy")
"Quel est le traitement du rhumatisme psoriasique ?","AINS, antalgique, méthotrexate, anti-TNF alpha","Corticoïdes seuls","Antibiotiques","Antifongiques","1","'Rhumatisme psoriasique : AINS, antalgique, méthotrexate, anti-TNF alpha'","Easy")
"Quel est le score de mesure de gravité du psoriasis ?","PASI","SCORAD","DLQI","ECOG","1","'Mesure la gravité par le score de PASI'","Easy")
"Quels sont les trois paramètres du score PASI ?","Érythème, induration, desquamation","Prurit, surface, localisation","Douleur, handicap, qualité de vie","Âge, sexe, durée","1","'Les trois paramètres : Les érythèmes, Induration, Desquamation'","Easy")
"Quel est un diagnostic différentiel du psoriasis en nappe ?","Dermatophytie","Gale","Lichen plan","Urticaire","1","'Psoriasis en nappe : dermatophytie, mycosis fongoïde'","Easy")
"Quel facteur médicamenteux peut induire ou aggraver le psoriasis ?","Corticoïdes, bêtabloquants","Antibiotiques","Antifongiques","Antihistaminiques","1","'Facteurs médicamenteux : corticoïdes, bêtabloquant'","Easy")
"Quel est le mécanisme de base du psoriasis ?","Hyperprolifération kératinocytaire associée à des phénomènes inflammatoires","Infection bactérienne","Réaction allergique","Trouble de la coagulation","1","'hyper-prolifération kératinocytaire associées à des phénomènes inflammatoires dermo-épidermique complexes'","Easy")
"Quel type de cytokines est impliqué ?","Cytokines à effet mitogène des kératinocytes","Interleukines anti-inflammatoires","Chimiokines","Facteurs de croissance","1","'cytokine à effet mitogène des kératinocytes'","Easy")
"Quelle anomalie de transmission cellulaire est citée ?","Trouble de la transduction du signal et anomalie d'adhésion","Déficit enzymatique","Mutation du collagène","Altération des canaux ioniques","1","'Anomalie de transduction → trouble d’adhésion'","Easy")
"Quel est le traitement non médicamenteux du psoriasis ?","Information du patient, éviction des facteurs de risque, photothérapie, soutien psychologique","Chirurgie","Radiothérapie","Acupuncture","1","'Non médicamenteux : Information du patient, Eviction des facteurs de risque, Photothérapie, Soutien psychologique'","Easy")
"Quel traitement est indiqué en cas d'échec du traitement local pour psoriasis >40% surface ?","Photothérapie, puis méthotrexate","Augmentation des dermocorticoïdes","Antibiotiques","Arrêt du traitement","1","'Psoriasis > 40% surface corporelle, récurrent photothérapie, méthotrexate si échec'","Easy")
"Quel est le signe de la bougie après grattage d'une lésion psoriasique ?","Blanchissement","Rougeur","Squamation","Suintement","1","Document","Easy")
"Quel est le nom des lésions psoriasiques palmo-plantaires en élevures lenticulaires dures ?","Clous psoriasiques","Kératodermie","Pustules","Nodules","1","'Clous psoriasique : élevures lenticulaire et dures'","Easy")
"Quelle est la particularité du psoriasis chez le patient VIH+ ?","Lésions grasses, plaques rouges vives, tendance à l'érythrodermie","Forme atténuée","Absence de lésions","Guérison spontanée","1","'Lésion d’emblée grasse, plaques rouges vives... Tendance à évoluer vers une érythrodermie psoriasique'","Medium")
"Quel est l'aspect histologique du psoriasis ?","Hyperkératose, parakératose, hyperacanthose","Spongiose, exocytose","Nécrose épidermique","Atrophie","1","'Hyperkératose, parakératose, hypercanthose'","Medium")
"Quelle est la signification de la parakératose ?","Cellules de la couche cornée ayant conservé leur noyau","Épaississement de la couche cornée","Présence de leucocytes","Dépôt de fibrine","1","'Cellule ont gardé leur noyau : parakératose'","Medium")
"Qu'est-ce que l'hyperacanthose ?","Épaississement du corps muqueux de Malpighi avec allongement des crêtes épidermiques","Épaississement de la couche cornée","Atrophie épidermique","Œdème","1","'Corps muqueux de Malpighi épaissie avec des crêtes épidermique allongée = hypercanthose'","Medium")
"Quel est l'aspect du psoriasis de la langue chez l'enfant ?","Plis sur la convexité en culotte, lésions finement squameuses","Atrophie des papilles","Langue géographique","Macules rouges","1","'Psoriasis de langue : Zone de langue, vers l’âge de 3 mois (plis sur la convexité, en culotte), Lésion finement squameuses'","Medium")
"Quel est l'aspect du psoriasis en gouttes chez l'enfant ?","Multiples lésions érythémato-squameuses de petite taille","Grandes plaques","Lésions pustuleuses","Lésions des ongles","1","'multiples, lésion E-S de petite taille'","Medium")
"Quelle infection déclenche souvent le psoriasis en gouttes chez l'enfant ?","Infection rhinopharyngée","Varicelle","Gastro-entérite","Otite","1","'succède une infection rhinopharyngée'","Medium")
"Quel est le diagnostic différentiel du pityriasis rosé de Gibert ?","Lésions rosées finement squameuses en médaillon, centre clair, tronc","Psoriasis en plaques","Eczéma","Gale","1","'Lésion rosées finement squameuses avec des médaillons arrondies à bord érythémato-squameuse et un centre claire'","Medium")
"Quelle sérologie doit être demandée devant des lésions psoriasiformes ?","Syphilis","VIH","Hépatite B","Rubéole","1","'Syphilides secondaire psoriasiformes... sérologie syphilitique positive'","Medium")
"Quelle est la toxidermie psoriasiforme ?","Lésions psoriasiformes transitoires cédant à l'arrêt du médicament","Forme grave de psoriasis","Psoriasis induit par les AINS","Psoriasis palmo-plantaire","1","'Toxidermie psoriasiformes : lésions psoriasiformes transitoire cédant facilement l’arrêt de médicament en cause'","Medium")
"Quel est le diagnostic différentiel du psoriasis des plis ?","Intertrigo","Dermatite atopique","Gale","Lichen","1","'Psoriasis des plis : intertrigo'","Medium")
"Quel est le traitement du rhumatisme psoriasique par biothérapie ?","Anti-TNF alpha","Méthotrexate","Ciclosporine","Acitrétine","1","'anti-TNF alpha'","Medium")
"Quelle est la conduite à tenir devant une érythrodermie psoriasique ?","Hospitalisation","Traitement ambulatoire","Surveillance simple","Antibiothérapie","1","'Formes grave toujours hospitalisation'","Medium")
"Quel est le pronostic de l'érythrodermie psoriasique sèche ?","Bon, état général conservé","Mauvais","Mortel","Récidivant","1","'Non infiltrée... Etat général conservé, bon pronostic'","Medium")
"Quels sont les signes de l'érythrodermie psoriasique humide ?","Lésions infiltrées, prurigineuses, suintantes, altération de l'état général, fièvre","Lésions sèches, peu prurigineuses, bon état général","Lésions pustuleuses","Lésions annulaires","1","'Lésions infiltrées, prurigineuses, suintantes, Altération de l’état général +++, trouble métabolique, fièvre'","Medium")
"Quel est le traitement du psoriasis pustuleux généralisé ?","Hospitalisation, traitement général (ciclosporine, méthotrexate)","Dermocorticoïdes locaux seuls","Antibiotiques","Antifongiques","1","'Hospitalisation' (déduit)","Medium")
"Quelle est la particularité de l'arthropathie psoriasique sur les radiographies ?","Destruction anarchique articulaire","Pincement articulaire régulier","Ostéophytes","Ankylose","1","'Radiographie : destruction anarchique articulaire'","Medium")
"Quel est le phénomène de Koebner ?","Apparition de lésions psoriasiques sur des zones de traumatisme cutané (griffure, cicatrice, tatouage)","Réaction de grattage","Signe de la bougie","Signe de la rosée","1","Document (implicite)","Difficult")
"Expliquez le signe de la rosée sanglante.","Après grattage des squames psoriasiques, on enlève la couche cornée, mettant à nu des papilles dermiques hypervascularisées qui saignent en fines gouttelettes.","Document","Difficult")
"Pourquoi le psoriasis du cuir chevelu n'entraîne-t-il pas d'alopécie ?","Car l'inflammation est limitée à l'épiderme et au derme superficiel, sans atteinte des bulbes pileux. Le document dit 'non alopéciante'.","Document","Difficult")
"Quelle est la différence entre le psoriasis en gouttes et le psoriasis nummulaire ?","Psoriasis en gouttes : lésions de 0,5-2 cm. Psoriasis nummulaire : en pièce de monnaie (environ 2-3 cm). Psoriasis en plaque : plus grandes.","Document","Difficult")
"Quel est le mécanisme d'activation du psoriasis par les bêtabloquants ?","Non détaillé, mais ils peuvent aggraver ou induire le psoriasis.","Document","Difficult")
"Pourquoi le psoriasis est-il considéré comme une maladie systémique ?","Car il associe des manifestations cutanées, articulaires (rhumatisme psoriasique), et parfois métaboliques (syndrome métabolique).","Document : 'Maladie systémique inflammatoire chronique à expression principalement cutanée et articulaire'","Difficult")
"Quel est l'intérêt du score PASI ?","Évaluer la sévérité du psoriasis (érythème, induration, desquamation) et surveiller l'efficacité du traitement.","Document","Difficult")
"Quelle est la différence entre psoriasis vulgaire et psoriasis inversé ?","Psoriasis vulgaire : lésions squameuses sur les zones d'extension ; psoriasis inversé (des plis) : lésions brillantes, lisses, peu squameuses.","Document","Difficult")
"Quel est le traitement de première intention du psoriasis en plaques modéré ?","Dermocorticoïdes locaux et dérivés de vitamine D3.","Document","Easy")
"Quel est le risque de l'arrêt brutal des corticoïdes généraux chez un psoriasique ?","Poussée de psoriasis pustuleux ou érythrodermique. (Non dit explicitement mais connu)","Document (non explicite)","Difficult")
