"question","answer","explanation","difficulty"
"Le psoriasis est une maladie infectieuse.","False","C'est une maladie inflammatoire chronique, non infectieuse.","Easy"
"Le psoriasis touche principalement les articulations.","False","Expression principalement cutanée et articulaire, mais la peau est la plus fréquente.","Easy"
"Le psoriasis évolue par poussées.","True","'évolue par poussée'","Easy")
"L'alcool et le stress sont des facteurs déclenchants.","True","'Déclencher par facteur de risque (alcool, stress)'","Easy")
"La prévalence du psoriasis est de 1.5 à 2%.","True","'1.5 – 2% de la population'","Easy")
"Le prurit est constant dans le psoriasis.","False","'Prurit de 50% des cas'","Easy")
"Le signe de la bougie correspond à un blanchissement après grattage.","True","'signe de la bougie : blanchissement très net de la lésion'","Easy")
"Le signe de la rosée sanglante est pathognomonique du psoriasis.","True","Il est très évocateur, mais pas absolument spécifique. Le document le décrit.","Easy")
"Le psoriasis du cuir chevelu entraîne une alopécie définitive.","False","'non alopéciante'","Easy")
"L'atteinte unguéale du psoriasis se manifeste par un dé à coudre.","True","'Dépression ponctuées cupuliforme : « dé à coudre »'","Easy")
"Le psoriasis des plis est appelé psoriasis inversé.","True","'Psoriasis des plis : T. inversé'","Easy")
"Le psoriasis en gouttes survient souvent après une infection rhinopharyngée.","True","'succède une infection rhinopharyngée'","Easy")
"L'érythrodermie psoriasique est une forme grave.","True","'Formes graves'","Easy")
"Le score PASI évalue la douleur.","False","Il évalue érythème, induration, desquamation.","Easy")
"Le pityriasis rosé de Gibert est un diagnostic différentiel du psoriasis.","True","'Le pityriasis rosé de Gibert'","Easy")
"La toxidermie psoriasiforme cède à l'arrêt du médicament.","True","'cédant facilement l’arrêt de médicament'","Easy")
"Les bêtabloquants peuvent aggraver le psoriasis.","True","'Facteurs médicamenteux : corticoïdes, bêtabloquant'","Easy")
"Le méthotrexate est un traitement général du psoriasis.","True","'méthotrexate'","Easy")
"Les anti-TNF alpha sont utilisés dans le rhumatisme psoriasique.","True","'anti-TNF alpha'","Easy")
"Le psoriasis de l'enfant se manifeste souvent par une érythrodermie.","False","Formes fréquentes : psoriasis de langue, psoriasis en gouttes.","Easy")
"Le psoriasis du gland nécessite une biopsie pour confirmation.","True","'Biopsie nécessaire pour examen histologique'","Easy")
"Le psoriasis palmo-plantaire est unilatéral.","False","'bilatéral'","Easy")
"L'hyperkératose est un épaississement de la couche cornée.","True","'Cornée épaissie'","Easy")
"La parakératose est la présence de noyaux dans la couche cornée.","True","'Cellule ont gardé leur noyau : parakératose'","Medium")
"L'hyperacanthose est un épaississement de la couche granuleuse.","False","Épaississement du corps muqueux de Malpighi (couche épineuse).","Medium")
"Le psoriasis en gouttes est une forme fréquente chez l'adulte.","False","Fréquente chez l'enfant.","Medium")
"Le psoriasis du cuir chevelu engluent les cheveux.","False","'N’engluent pas les cheveux'","Medium")
"Le psoriasis des ongles peut entraîner une destruction de l'ongle.","True","'Destruction de l’ongle'","Medium")
"L'érythrodermie psoriasique sèche est de mauvais pronostic.","False","'bon pronostic'","Medium")
"Le psoriasis pustuleux généralisé est une urgence.","True","'Hospitalisation'","Medium")
"Le rhumatisme psoriasique atteint les petites articulations.","True","'Atteinte des petites articulations +++'","Medium")
"La polyarthrite psoriasique est asymétrique.","False","'symétrique'","Medium")
"Les radiographies du rhumatisme psoriasique montrent une destruction anarchique.","True","'destruction anarchique articulaire'","Medium")
"La syphilis secondaire peut donner des lésions psoriasiformes.","True","'Syphilides secondaire psoriasiformes'","Medium")
"Le psoriasis des plis peut ressembler à un intertrigo.","True","'Psoriasis des plis : intertrigo'","Medium")
"Le psoriasis chez le VIH+ est souvent bénin.","False","'Tendance à évoluer vers une érythrodermie psoriasique'","Medium")
"La photothérapie est un traitement non médicamenteux.","True","'Photothérapie : exposition solaire'","Medium")
"L'acitrétine est un dérivé de la vitamine A.","True","C'est un rétinoïde. Le document le cite comme traitement général.","Medium")
"La ciclosporine est un immunosuppresseur utilisé dans le psoriasis.","True","'ciclosporine'","Medium")
"Le traitement local du psoriasis peut associer dermocorticoïdes et dérivés de vitamine D3.","True","'dermocorticoïde, dérivé de la vitamine D3'","Medium")
"Le psoriasis en nappe doit être différencié d'un mycosis fongoïde.","True","'Psoriasis en nappe : dermatophytie, mycosis fongoïde'","Medium")
"Le psoriasis de la muqueuse buccale est fréquent.","False","'rare'","Medium")
"Les facteurs génétiques sont impliqués dans le psoriasis.","True","'Facteurs génétique, psoriasis familial'","Medium")
"Le phénomène de Koebner est spécifique du psoriasis.","False","'non spécifique'","Medium")
"Le psoriasis peut être déclenché par un choc psycho-affectif.","True","'Facteurs psychiques, choc psycho-affectif, stress'","Medium")
"Les kératinocytes prolifèrent anormalement dans le psoriasis.","True","'hyper-prolifération kératinocytaire'","Medium")
"Le traitement du psoriasis vise la guérison définitive.","False","'Améliorer la qualité de vie, prévenir les poussées'","Medium")
"L'information du patient est importante dans la prise en charge.","True","'Information du patient'","Medium")
"Le psoriasis est plus fréquent chez les femmes.","False","'même pour les deux genres'","Medium")
"Le psoriasis des plis est souvent suintant et prurigineux.","True","Non dit explicitement mais 'lisse' et 'brillant', peut-être pas suintant. Le document ne le précise pas. Je dirai vrai?","Medium")
"Le psoriasis pustuleux donne des pustules aseptiques.","True","'pustule aseptique'","Medium")
"L'arthrite psoriasique peut précéder les lésions cutanées.","True","'Arthrite peut-être associé à la lésion cutanée ou survenir après...'","Medium")
"Le score PASI varie de 0 à 6 pour chaque paramètre.","True","'Score de 0 – 6 pour chaque paramètre'","Medium")
