"front","back","cognitive_level"
"Quel est l’âge typique du Kwashiorkor ?","1-3 ans.","Recall"
"Quels sont les signes digestifs du Kwashiorkor ?","Anorexie ; troubles bucco-pharyngés (muguet, aphte, stomatite) ; diarrhées intermittentes et vomissements.","Recall"
"Quel est l’état neurologique typique de l’enfant kwashiorkor ?","Apathique.","Recall"
"Quel est le risque particulier lors de la réhydratation d’un kwashiorkor ?","Risque d’insuffisance cardiaque.","Recall"
"Quels sont les troubles trophiques cutanés et capillaires du Kwashiorkor ?","Cheveux roux, cassants, s’arrachent facilement ; ulcérations et érosions cutanées.","Recall"
"Comment sont classés les œdèmes nutritionnels selon leur extension ?","1+ : pied ; 2+ : tous les membres inférieurs ; 3+ : autres parties du corps atteintes.","Recall"
"Quels sont les critères diagnostiques de la malnutrition aiguë sévère avec œdèmes ?","Présence d’œdèmes nutritionnels (quel que soit le PB) ou PB <115 mm avec œdèmes.","Recall"
"Quels sont les critères du test de l’appétit et de la recherche de complications selon le document ?","Test de l’appétit + recherche de complications médicales (PCIME).","Recall"
"Citez les sept complications du Kwashiorkor listées dans le document.","Hypoglycémie, hypothermie (<35,5°C), déshydratation, infections, choc septique, anémie sévère (carence en fer), défaillance cardiaque.","Recall"
"Que signifie CRENAM, CRENAS et CRENI ?","CRENAM : Centre de Récupération et d’Education Nutritionnelle Ambulatoire pour malnutrition aiguë modérée. CRENAS : CREN pour malnutrition aiguë sévère sans complications. CRENI : CREN intensif pour malnutrition aiguë sévère avec complications.","Recall"
"Quels sont les groupes cibles de la PEC en CRENAM ?","Enfants de 6 à 59 mois ; femmes enceintes (3ème trimestre en CPN) ; femmes allaitantes (avec enfant <6 mois).","Recall"
"Quel est l’Aliment Thérapeutique Prêt à l’Emploi (ATPE) cité ?","Plumpy-nut*.","Recall"
"Quelles sont les trois phases du traitement en CRENAS ?","Phase I (aiguë), phase de transition, phase II (réhabilitation).","Recall"
"Quel est le lait thérapeutique utilisé en phase aiguë (Phase I) et son apport ?","F75 (lait thérapeutique). Osmolarité basse. 100 ml apportent 75 kcal. Apport nécessaire = 130 ml/kg/24h en 8 repas, correspondant à 100 kcal/kg/j. Interdire tout autre aliment.","Recall"
"Quels sont les critères de passage de la phase aiguë à la phase de transition ?","Retour à l’appétit ET début de fonte des œdèmes ET amélioration clinique. Œdèmes bilatéraux généralisés +++ → ++.","Recall"
"Quel est le lait utilisé en phase de transition et son apport ?","F100 : 1 sachet + 2 L d’eau → 100 ml/kg/j correspondant à 130 kcal/kg/j en 8 repas par jour. L’enfant ne doit pas être resservi même s’il réclame. Gain de poids attendu : 6 g/kg/j.","Recall"
"Quels sont les critères de retour de la phase de transition à la phase aiguë ?","Signes de surcharge et/ou d’insuffisance cardiaque ; gain de poids >10 g/kg/j ; diarrhée de renutrition avec perte de poids ; augmentation des œdèmes ou développement d’un œdème ; non-observance du traitement (saute des repas).","Recall"
