"question","answer","explanation","difficulty"
"Le kwashiorkor survient typiquement entre 1 et 3 ans.","True","Document.","Easy"
"Les œdèmes du kwashiorkor sont unilatéraux.","False","Bilatéraux.","Easy"
"Les cheveux dans le kwashiorkor sont noirs et épais.","False","Roux, cassants.","Easy"
"Le test de l’appétit fait partie du bilan initial.","True","Document.","Easy"
"L’hypothermie peut être un signe d’hypoglycémie.","True","Document.","Easy"
"Le CRENAM prend en charge la malnutrition aiguë sévère avec complications.","False","Modérée ambulatoire.","Easy"
"Le CRENI est réservé aux cas avec complications.","True","Document.","Easy"
"Le F75 est utilisé en phase aiguë du traitement.","True","Document.","Easy"
"Le F100 apporte 100 kcal pour 100 ml.","True","100 ml = 100 kcal (environ). Le document dit ''100ml/kg/j Correspondant à 130 kCal/kg/j'' pour F100, donc 100 ml apportent 130 kcal ? Non, c'est parce que c'est 130 kcal/kg/j pour 100 ml/kg/j, donc 1 ml apporte 1,3 kcal, soit 100 ml = 130 kcal. Donc 100 ml de F100 apportent 130 kcal, pas 100. L’affirmation ''F100 apporte 100 kcal pour 100 ml'' est fausse.","False","Le document : ''F100 : ... 100ml/kg/j Correspondant à 130 kCal/kg/j''.","Medium"
"Le gain de poids attendu en phase de transition est de 6 g/kg/j.","True","Document.","Easy"
"Le Plumpy nut est utilisé en phase II.","True","Document.","Easy"
"L’amoxicilline est l’antibiotique de première intention.","True","Document.","Easy"
"En cas d’allergie à l’amoxicilline, on utilise la gentamicine.","False","Érythromycine.","Easy"
"L’hypoglycémie chez un enfant conscient se traite par G10 IV en bolus.","False","Par voie orale ou SNG (eau sucrée ou F75).","Medium"
"Devant une hypothermie, il faut évoquer une hypoglycémie ou un choc septique.","True","Document.","Easy"
"Dans le kwashiorkor, on transfuse du sang total.","False","CGR.","Medium"
"Dans le marasme, on transfuse du sang total.","True","Document.","Medium"
"Le furosémide est donné avant la transfusion à 1 mg/kg.","True","Document.","Medium"
"En cas de défaillance cardiaque, on stoppe tout apport oral ou IV.","True","Document.","Medium"
"La solution de réhydratation recommandée est le sérum salé isotonique.","False","Résomal.","Medium"
"Le résomal est spécifique aux malnutris.","True","Document.","Medium"
"Chez le nourrisson, on utilise du F100 dilué à 1 sachet pour 2,7 L d’eau.","True","Document.","Medium"
"La mère malnutrie doit recevoir 2000 kcal/j.","False","2500 kcal/j.","Medium"
"Le passage de la phase aiguë à la phase de transition nécessite la disparition complète des œdèmes.","False","Début de fonte seulement.","Medium"
"En phase de transition, l’enfant peut être resservi s’il réclame.","False","Ne pas resservir.","Medium"
"Un gain de poids >10 g/kg/j en phase de transition est un critère de retour à la phase aiguë.","True","Document.","Medium"
"La diarrhée de renutrition avec perte de poids impose un retour à la phase aiguë.","True","Document.","Medium"
"Le traitement de 3ème intention des infections fongiques est la nystatine.","True","Document.","Medium"
"En cas d’inconscience par hypoglycémie, le bolus de G10 est de 10 ml/kg.","False","5 ml/kg.","Medium"
"Lors de la transfusion, la surveillance est toutes les 15 minutes la première heure.","True","Document.","Medium"
"En cas de défaillance cardiaque, on réduit ou stoppe les médicaments à base de sodium.","True","Document.","Medium"
"Le kwashiorkor n’est pas associé à une immunodépression.","False","Terrain fragile immunodéprimé.","Medium"
"Les infections respiratoires sont fréquentes dans le kwashiorkor.","True","Document.","Medium"
"La vaccination doit être mise à jour.","True","Conclusion.","Medium"
"Le kwashiorkor est souvent mixte avec le marasme.","True","Document : ''Marasme, kwashiokor mais souvent mixte''.","Medium"
"L’objectif de saturation en oxygène est >95%.","False",">92%.","Difficult"
"Le furosémide en cas de défaillance cardiaque se donne à 2 mg/kg.","False","1 mg/kg.","Difficult"
"Le poids cible en cas de déshydratation est poids actuel + 6% max.","True","Document.","Difficult"
"La voie IV est privilégiée pour la réhydratation.","False","Voie orale ou SNG privilégiée.","Difficult"
"Le CRENI prend en charge les enfants de 6-59 mois et 5-15 ans.","True","Document.","Difficult"
"Le F75 a une osmolarité plus élevée que l’isotonique.","False","Plus basse que l'isotonique.","Difficult"
