question, answer, explanation, difficulty
"La DPCC est une douleur pelvienne chronique non cyclique.", False, "Le document : 'DPCC : douleur pelvienne chronique rythmée par le cycle'", "Easy"
"Le syndrome inter-menstruel survient vers J14 du cycle.", True, "Le document : 'Survient vers J14 (au milieu du cycle)'", "Easy"
"Le syndrome inter-menstruel nécessite des examens complémentaires systématiques.", False, "Le document : 'Examens complémentaires inutiles'", "Easy"
"La coelioscopie est l'examen diagnostique de référence pour l'endométriose.", True, "Le document : 'Coelioscopie diagnostique ++++'", "Easy"
"La dysménorrhée primaire est liée à une cause organique.", False, "Le document : 'Dysménorrhée primaire ou essentielle si pas de cause organique'", "Easy"
"L'adénomyose est une forme d'endométriose où l'endomètre pénètre dans le myomètre.", True, "Le document : 'Adénomyose utérine : (autre forme d'endométriose) : endomètre pénétrant dans le myomètre'", "Easy"
"Le syndrome prémenstruel disparaît à l'approche des règles.", False, "Le document : 'disparaîssent avec l'apparition de celles-ci'", "Easy"
"La prévalence des DPCC est de 38 pour 1000 femmes.", True, "Le document : 'Prévalence : 38 pour 1000 femmes entre 15 et 75 ans'", "Easy"
"Le syndrome inter-menstruel peut être accompagné de métrorragies.", True, "Le document : 'Parfois métrorragie inter menstruelle'", "Easy"
"L'endométriose peut entraîner une infertilité.", True, "Le document : 'infertilité' parmi les signes associés", "Easy"
"Le traitement de première intention de la dysménorrhée primaire est chirurgical.", False, "Le document : 'Traitement : abstention ou AINS ou oestro-progestatifs'", "Easy"
"Une imperforation hyménale peut se révéler par une douleur mensuelle sans apparition de règles.", True, "Le document : 'imperforation hyménale, diaphragme vaginal (douleur mensuelle sans apparition de règle)'", "Medium"
"Le syndrome prémenstruel associe des mastodynies et une congestion pelvienne.", True, "Le document : 'mastodynies, congestion pelvienne'", "Easy"
"L'examen gynécologique est toujours anormal dans le syndrome prémenstruel.", False, "Le document : 'Examen gynécologique normal'", "Easy"
"Les AINS sont inefficaces dans la dysménorrhée primaire.", False, "Le document : 'AINS' comme traitement", "Medium"
"La sténose du col peut être acquise.", True, "Le document : 'Sténose du col (congénitale ou acquise)'", "Easy"
"L'IRM est l'examen de choix pour l'endométriose profonde.", True, "Le document : 'IRM : si suspicion d'endométriose profonde'", "Medium"
"Les séquelles d'infections à Chlamydia peuvent être responsables de dysménorrhée secondaire.", True, "Le document : 'Séquelles d'infections génitales (haute : surtout l'infection à Chlamydia)'", "Medium"
"La dyschésie est un symptôme possible de l'endométriose.", True, "Le document : 'dyschésie' associée à l'endométriose", "Medium"
"Le syndrome inter-menstruel dure habituellement plusieurs jours.", False, "Le document : 'courte durée (1j)'", "Easy"
"Le dosage de la b-HCG est systématique devant toute douleur pelvienne avec métrorragies.", True, "Le document : 'Systématique devant toute douleur pelvienne aiguë, surtout si associée à des métrorragies'", "Easy"
"Les facteurs psychologiques peuvent contribuer à la dysménorrhée primaire.", True, "Le document : 'Facteurs psychologiques (stress, anxiété)'", "Medium"
"L'endométriose peut provoquer des troubles urinaires.", True, "Le document : 'troubles urinaires'", "Easy"
"La coelioscopie n'est que diagnostique, jamais opératoire.", False, "Le document : 'Coelioscopie : très utile (diagnostique et opératoire)'", "Medium"
"Dans la dysménorrhée secondaire, l'examen clinique est toujours normal.", False, "Le document sous-entend qu'il peut être anormal (masse, douleur)", "Medium"
"Les progestatifs sont proposés dans le traitement du syndrome prémenstruel.", True, "Le document : 'Prise en charge symptomatique (antalgique, antispasmodique, anti-inflammatoire) ou progestatifs'", "Medium"
"Le syndrome inter-menstruel nécessite une prise en charge chirurgicale.", False, "Le document : 'Examens complémentaires inutiles, prise en charge symptomatique'", "Easy"
"La dysménorrhée primaire est aussi appelée dysménorrhée essentielle.", True, "Le document : 'Dysménorrhée primaire ou essentielle si pas de cause organique'", "Easy"
"L'hypercontractilité du myomètre est une cause de dysménorrhée secondaire.", False, "Le document la classe dans dysménorrhée primaire", "Medium"
"Un antécédent d'appendicectomie peut être associé à des douleurs pelviennes cycliques.", True, "Le document liste appendicectomie parmi antécédents chirurgicaux à rechercher", "Medium"
