question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle est la prévalence des douleurs pelviennes chroniques cycliques chez les femmes entre 15 et 75 ans ?", "28 pour 1000 femmes", "38 pour 1000 femmes", "48 pour 1000 femmes", "58 pour 1000 femmes", "2", "Le document : 'Prévalence : 38 pour 1000 femmes entre 15 et 75 ans'", "Easy"
"Le syndrome inter-menstruel survient approximativement à quel jour du cycle ?", "J7", "J14", "J21", "J28", "2", "Le document : 'Syndrome inter menstruel : Survient vers J14 (au milieu du cycle)'", "Easy"
"Quelle est la durée typique du syndrome inter-menstruel ?", "Quelques heures", "Courte durée (1 jour)", "3-5 jours", "7 jours", "2", "Le document : 'Pesanteur pelvienne diffuse de courte durée (1j)'", "Easy"
"Quel examen est diagnostique de l'endométriose selon le document ?", "IRM", "Échographie endovaginale", "Coelioscopie", "Scanner", "3", "Le document : 'Coelioscopie diagnostique ++++' pour l'endométriose", "Easy"
"Quelle est la définition de la dysménorrhée ?", "Douleur avant les règles", "Phénomènes douloureux contemporains aux règles", "Douleur entre les cycles", "Douleur après les règles", "2", "Le document : 'Dysménorrhées ou algoménorrhées : Phénomènes douloureux contemporains aux règles'", "Easy"
"Dans le syndrome prémenstruel, les signes disparaissent :", "Au milieu du cycle", "À l'approche des règles", "Avec l'apparition des règles", "Après les règles", "3", "Le document : 'disparaîssent avec l'apparition de celles-ci'", "Easy"
"Quel est le traitement de première intention de la dysménorrhée primaire ?", "Chirurgie", "AINS ou oestro-progestatifs", "Antidépresseurs", "Coelioscopie", "2", "Le document : 'Traitement : abstention ou AINS ou oestro-progestatifs'", "Easy"
"L'adénomyose utérine est définie par :", "Endomètre en dehors de l'utérus", "Endomètre pénétrant dans le myomètre", "Fibrome utérin", "Kyste ovarien", "2", "Le document : 'Adénomyose utérine : (autre forme d'endométriose) : endomètre pénétrant dans le myomètre'", "Easy"
"Quelle infection est particulièrement responsable de séquelles de dysménorrhée secondaire ?", "Candida albicans", "Trichomonas vaginalis", "Chlamydia", "Gardnerella vaginalis", "3", "Le document : 'Séquelles d'infections génitales (haute : surtout l'infection à Chlamydia)'", "Easy"
"Quelle est la particularité de la douleur dans la dysménorrhée secondaire par malformation génitale ?", "Douleur cyclique avec apparition normale des règles", "Douleur mensuelle sans apparition de règles", "Douleur quotidienne", "Douleur non cyclique", "2", "Le document : 'malformation génitale : imperforation hyménale, diaphragme vaginal (douleur mensuelle sans apparition de règle)'", "Medium"
"Quels sont les trois groupes d'étiologies des douleurs pelviennes cycliques ?", "Infectieuses, tumorales, inflammatoires", "Syndrome inter-menstruel, syndrome prémenstruel, dysménorrhées", "Haute, basse, mixte", "Primaires, secondaires, tertiaires", "2", "Le document : 'Trois groupes d'étiologies : Syndrome inter-menstruel, Syndrome prémenstruel, Dysménorrhées, algoménorrhées'", "Easy"
"Le syndrome inter-menstruel est parfois associé à :", "Métrorragie inter menstruelle", "Fièvre", "Leucorrhées purulentes", "Dyspareunie", "1", "Le document : 'Parfois métrorragie inter menstruelle'", "Easy"
"Quels sont les signes d'imprégnation œstrogénique associés au syndrome inter-menstruel ?", "Bouffées de chaleur", "Douleur mammaire", "Frilosité", "Constipation", "2", "Le document : 'Signes d'imprégnation oestrogénique (douleur mammaire associée)'", "Easy"
"Quelle est la prise en charge du syndrome inter-menstruel ?", "Traitement hormonal substitutif", "Antalgique ou antispasmodique après élimination des urgences", "Coelioscopie systématique", "Antibiothérapie", "2", "Le document : 'Prise en charge symptomatique par un antalgique ou un antispasmodique (après avoir éliminé toutes les urgences)'", "Easy"
"Quels sont les trois facteurs étiologiques de la dysménorrhée primaire cités ?", "Hypercontractilité du myomètre, troubles hormonaux, facteurs psychologiques", "Endométriose, adénomyose, infection", "Fibrome, kyste, tumeur", "Malformations, sténose, synéchies", "1", "Le document : 'Dysménorrhées primaires : Hypercontractilité du myomètre, Troubles hormonaux, Facteurs psychologiques'", "Easy"
"Quel est le traitement médicamenteux proposé pour le syndrome prémenstruel ?", "Antalgique, antispasmodique, anti-inflammatoire ou progestatifs", "Antidépresseurs", "Antiprolactines", "Antibiotiques", "1", "Le document : 'Prise en charge symptomatique (antalgique, antispasmodique, anti-inflammatoire) ou progestatifs'", "Easy"
"L'endométriose peut entraîner des douleurs au niveau de :", "Vessie et intestin", "Reins", "Poumons", "Cœur", "1", "Le document : 'inflammation chronique au niveau de la vessie, intestin'", "Easy"
"Quel examen est systématique devant toute douleur pelvienne aiguë avec métrorragies ?", "Échographie", "IRM", "Dosage de la b-HCG", "Coelioscopie", "3", "Le document : 'Dosage de l'human Chorionic Gonadotrophin (hCG) : Systématique devant toute douleur pelvienne aiguë, surtout si associée à des métrorragies'", "Easy"
"Quelle est la définition de la DPCC ?", "Douleur pelvienne chronique non cyclique", "Douleur pelvienne chronique rythmée par le cycle", "Douleur pelvienne aiguë cyclique", "Douleur pelvienne post-opératoire", "2", "Le document : 'DPCC : douleur pelvienne chronique rythmée par le cycle'", "Easy"
"Dans la dysménorrhée secondaire, l'endométriose est associée à :", "Dyspareunie profonde, dyschésie, troubles urinaires, infertilité", "Céphalées isolées", "Gonflement abdominal isolé", "Mastodynies", "1", "Le document : 'Douleurs chroniques à recrudescence prémenstruelle associée ou non à une dyspareunie profonde, dyschésie, troubles urinaires, infertilité'", "Medium"
"Quelle est la différence entre dysménorrhée primaire et secondaire ?", "Primaire = sans cause organique ; secondaire = avec cause organique", "Primaire = avec cause organique ; secondaire = sans cause organique", "Primaire = avant règles ; secondaire = pendant règles", "Primaire = après règles ; secondaire = avant règles", "1", "Le document : 'Dysménorrhée primaire ou essentielle si pas de cause organique ; Dysménorrhée secondaire'", "Easy"
"Dans le syndrome prémenstruel, l'examen gynécologique est :", "Anormal avec masse", "Normal", "Fébrile", "Hémorragique", "2", "Le document : 'Examen gynécologique normal'", "Easy"
"Quels sont les signes associés au syndrome prémenstruel ?", "Mastodynies, congestion pelvienne, irritabilité, céphalées, œdèmes", "Dyspareunie profonde, dyschésie", "Métrorragies intermenstruelles", "Fièvre et leucorrhées", "1", "Le document : 'Signes associés : mastodynies, congestion pelvienne, irritabilité et anxiété, céphalées, migraines cataméniales, oedèmes'", "Medium"
"Quelle malformation génitale peut provoquer une dysménorrhée primaire avec douleur mensuelle sans règles ?", "Utérus didelphe", "Imperforation hyménale ou diaphragme vaginal", "Aplasie vaginale", "Syndrome de Rokitansky", "2", "Le document : 'malformation génitale : imperforation hyménale, diaphragme vaginal (douleur mensuelle sans apparition de règle)'", "Medium"
"Quel examen est utile pour le diagnostic de l'endométriose profonde ?", "Scanner", "IRM", "Échographie de contraste", "Hystérosalpingographie", "2", "Le document : 'IRM : si suspicion d'endométriose profonde'", "Easy"
"La sténose du col peut être :", "Uniquement congénitale", "Congénitale ou acquise", "Uniquement acquise", "Toujours post-traumatique", "2", "Le document : 'Sténose du col (congénitale ou acquise)'", "Easy"
"Quelle est la particularité de l'adénomyose ?", "Endomètre en péritoine", "Endomètre dans le myomètre", "Endomètre dans l'ovaire", "Endomètre dans le tube digestif", "2", "Le document : 'Adénomyose utérine : endomètre pénétrant dans le myomètre'", "Easy"
"Pourquoi le dosage de la b-HCG est-il systématique devant une douleur pelvienne aiguë avec métrorragies ?", "Pour éliminer une grossesse (intra-utérine ou extra-utérine)", "Pour diagnostiquer une endométriose", "Pour évaluer une infection", "Pour détecter un cancer", "1", "Le document : 'Si positif : grossesse' – implication clinique", "Medium"
"Quelles sont les trois principales complications de l'endométriose citées ?", "Dyspareunie, dyschésie, troubles urinaires, infertilité", "Anémie, leucopénie, thrombopénie", "Céphalées, vertiges, syncopes", "Diarrhée, vomissements, occlusion", "1", "Le document : 'dyspareunie profonde, dyschésie, troubles urinaires, infertilité'", "Difficult"
"Quelle est la première étape de la prise en charge du syndrome inter-menstruel avant tout traitement symptomatique ?", "Coelioscopie exploratrice", "Éliminer toutes les urgences (grossesse, etc.)", "IRM cérébrale", "Bilan infectieux complet", "2", "Le document : 'Prise en charge symptomatique (après avoir éliminé toutes les urgences : grossesse, etc : examens obligatoires'", "Medium"
