"question","answer","explanation","difficulty"
"Quelles sont les deux hormones principales impliquées dans la lactogenèse et quels sont leurs rôles respectifs ?","Prolactine (antéhypophysaire) : fabrication du lait (réflexe de sécrétion). Ocytocine (post-hypophysaire) : contraction des cellules myoépithéliales et éjection du lait (réflexe d'éjection).","Le document détaille ces deux hormones dans la régulation hormonale.","Easy"
"Citez trois avantages de l'allaitement maternel pour la santé du bébé.","Diminution des infections (VAS, septicémie, ECUN), meilleure réponse aux vaccinations, diminution des risques d'allergies alimentaires, de maladies auto-immunes, et de maladies inflammatoires de l'intestin (au choix trois).","Le document liste ces effets bénéfiques.","Easy"
"Quel est le pourcentage d'eau dans le lait maternel et quel est le deuxième constituant le plus important ?","87% d'eau. Le deuxième constituant le plus important est le lactose (7%).","Le document donne ces chiffres.","Easy"
"Quelles sont les trois conditions nécessaires pour que la méthode MAMA (allaitement maternel et aménorrhée) soit efficace comme contraception ?","1. Bébé âgé de moins de 6 mois. 2. Aménorrhée (absence de règles). 3. Allaitement exclusif.","Le document cite le consensus de Bellagio.","Easy"
"Quelle est la différence entre le colostrum, le lait de transition et le lait mature en termes de composition et de délai ?","Colostrum : de l'accouchement à J2-J3, épais, riche en protéines, minéraux, Ig, moins riche en lactose/lipides, 58 kcal/dl. Lait de transition : de J2-J3 à J15, diminution des protéines/Ig, augmentation lactose/lipides. Lait mature : après J15, croissance, développement cérébral et immunitaire.","Le document décrit ces trois périodes.","Easy"
"Quels sont les deux types de vitamines qui doivent être supplémentées chez le nouveau‑né allaité à terme et pourquoi ?","Vitamine K car la flore digestive est pratiquement nulle à la naissance. Vitamine D car elle ne passe pas bien dans le lait maternel (supplémentation jusqu'à 18 mois).","Le document l'indique dans la section micronutriments.","Easy"
"Comment la régulation locale par le FIL (facteur inhibiteur de la lactation) fonctionne‑t‑elle ?","Le FIL est sécrété en même temps que le lait. Plus le bébé tête, moins il y a de FIL accumulé dans l'alvéole, plus la production de lait est stimulée. Moins le bébé tête, plus le FIL s'accumule, plus la production diminue.","Explication tirée de la régulation locale.","Easy"
"Quel est l'effet de l'allaitement sur le risque de cancer du sein et de l'ovaire chez la mère ?","L'allaitement diminue le risque de cancer du sein et de l'ovaire.","Le document mentionne explicitement cette protection.","Easy"
"Quelle est la conduite à tenir concernant la position de la mère et du bébé lors de la tétée ?","La meilleure position est celle où la mère se sent à l'aise. Règles : visage de l'enfant face au sein, mamelon en regard de sa lèvre supérieure, menton collé au sein, ventre contre ventre, pas d'obstacle, alignement du corps.","Le document donne ces règles dans la technique d'allaitement.","Easy"
"Quels sont les quatre types de contre-indications locales à l'allaitement maternel cités ?","Lésions cutanées, herpès, syphilis, varicelle, galactophorite et abcès collecté du sein, macro-adénome à prolactine, implant mammaire, cancer du sein avec chimiothérapie (au choix quatre).","Le document liste les contre-indications locales.","Easy"
