"question","answer","explanation","difficulty"
"La prolactine est sécrétée par l'hypophyse postérieure.","False","La prolactine est antéhypophysaire, tandis que l'ocytocine est post-hypophysaire selon le document.","Easy"
"Le colostrum est plus riche en lipides que le lait mature.","False","Le document indique que le colostrum a une valeur énergétique inférieure (58 kcal/dl) au lait mature (70 kcal/dl) et est moins riche en lipides.","Easy"
"L'allaitement maternel exclusif est recommandé pendant les 6 premiers mois par l'OMS.","True","Le document mentionne : 'Recommandation OMS ... Lait maternel pendant les six premiers mois'.","Easy"
"Le lactose représente 40% des besoins énergétiques du nouveau‑né.","True","Le document indique : 'Lactose ... 40% des besoins énergétiques'.","Easy"
"La vitamine K est synthétisée en quantité suffisante par la flore digestive du nouveau‑né à la naissance.","False","Le document précise : 'Vit K : synthèse des facteurs de coagulation (synthèse par la flore digestive pratiquement nulle à la naissance -> nécessité de supplémentation)'.","Easy"
"Le lait maternel contient des anticorps de type IgA.","True","Le document mentionne : 'Ig : IgA+++' et '80% Ac du LM' sont des IgA.","Easy"
"La montée laiteuse survient immédiatement après l'accouchement.","False","Le document indique : 'J2 - J3 : “montée laiteuse”'.","Easy"
"Le lait maternel contient des bifidobactéries favorisées par les oligosaccharides.","True","Le document mentionne : 'Oligosaccharides : participent à l’élaboration des bifidobactéries' et 'Colostrum : plus de 700 bactéries +++ utiles'.","Easy"
"La caséine du lait de vache est plus facile à digérer que celle du lait maternel.","False","Le document indique que la caséine du lait maternel est 'facilement digérée' alors que celle du lait de vache donne des micelles plus épais.","Easy"
"L'ocytocine est responsable de la fabrication du lait.","False","La prolactine permet la fabrication du lait, l'ocytocine permet l'éjection.","Easy"
"Le lait maternel peut être conservé 4 mois au congélateur.","True","Le document donne : '4 mois au congélateur (-18°c)'.","Easy"
"Le colostrum a une coloration orangée due au bêta-carotène.","True","Le document indique : 'Coloration orangée (b-carotène)'.","Easy"
"La dompéridone diminue la sécrétion de prolactine.","False","Le document indique que la prolactine est 'Augmenté par la dompéridone ou métoclopramide'.","Easy"
"Le lait maternel contient de l'amylase pancréatique.","False","Le document mentionne des enzymes (lipase, lactase) mais pas d'amylase pancréatique.","Easy"
"Le réflexe d'éjection du lait est inhibé par le stress.","True","Le document : 'Réflexe d’éjection ... Inhibé par le stress'.","Easy"
"Le lait maternel d'une mère ayant accouché prématurément est plus calorique.","True","Le document : 'Si accouchement prématuré : LM ... plus calorique'.","Easy"
"Les lymphocytes T du lait maternel sont produits au niveau de la moelle osseuse.","False","Le document indique : 'Lymphocytes ... T (produits au niveau du thymus)'.","Easy"
"L'allaitement maternel diminue le risque d'ostéoporose chez la mère.","True","Le document mentionne : 'Protection contre l’ostéoporose'.","Easy"
"Le lait maternel contient des acides gras essentiels oméga-3 (DHA).","True","Le document : 'TG à chaîne moyenne/courte/longue : Omega 3 (DHA) ou omega 6'.","Easy"
"La tétée doit être arrêtée dès que le bébé semble moins actif pour éviter l'engorgement.","False","Le document recommande de laisser le bébé terminer le premier sein pour recevoir les AG essentiels.","Easy"
"La concentration en lipides du lait maternel est constante tout au long de la tétée.","False","Le document indique une augmentation de la concentration en lipides au cours de la tétée.","Medium"
"Le lactose est un disaccharide composé de glucose et de galactose.","True","Le document : 'Lactose : Glucose + galactose'.","Medium"
