"question","answer","explanation","difficulty"
"Quels sont les quatre types de complications chirurgicales des ulcères gastro-duodénaux ?","Perforation, sténose, hémorragie, cancer gastrique.","Le document : 'Ce sont : Perforation, Sténose, Hémorragie, Cancer gastrique'","Easy"
"Citez cinq facteurs de risque d’ulcère gastro-duodénal.","Infection par Helicobacter pylori, prise d’AINS, syndrome de Zollinger Ellison, hyperparathyroïdie, pancréatite chronique, cirrhose.","Le document liste ces facteurs.","Easy"
"Décrivez la douleur de la perforation ulcéreuse.","Douleur de début brutal en “coup de poignard” dans l’épigastre, s’irradiant rapidement dans tout l’abdomen.","Le document : 'Douleur de début brutal en “coup de poignard” dans l’épigastre, s’irradiant rapidement dans tout l’abdomen'","Easy"
"Quels sont les signes physiques de la péritonite par perforation ?","Contracture de l’épigastre généralisée à tout l’abdomen, disparition de la matité pré-hépatique, absence des bruits hydro-aériques, cri du Douglas au TR.","Le document : 'CONTRACTURE... Disparition de la matité pré-hépatique... Absence des bruits hydro-aériques... cri du Douglas'","Easy"
"Quel examen d’imagerie montre un pneumopéritoine et dans quel pourcentage ?","ASP debout, pneumopéritoine dans 80% des cas.","Le document : 'ASP en urgence : de préférence Debout. PNEUMOPERITOINE (80%)'","Easy"
"Quel est le traitement chirurgical de la perforation d’un ulcère duodénal et d’un ulcère gastrique ?","UD : suture avec épiplooplastie ; UG : excision puis suture avec anapath.","Le document : 'Suture avec épiplooplastie pour UD ; Excision des UG -> anapath et suture'","Easy"
"Qu’est-ce que la méthode de Taylor ?","Traitement médical seul de la perforation ulcéreuse, comportant aspiration SNG, antibiothérapie, IPP IV, etc.","Le document : 'traitement médical seul : METHODE DE TAYLOR'","Easy"
"Quelles sont les indications de la méthode de Taylor ?","Malade vu < 6h après perforation ou > 6h après dernier repas, certitude diagnostique, absence de choc, symptomatologie ulcéreuse < 3 mois.","Le document : 'Indications de la méthode de Taylor'","Medium"
"Quels sont les signes cliniques de la sténose pylorique ?","Vomissements post-prandiaux tardifs sans bile, douleur épigastrique, amaigrissement, déshydratation, distension gastrique, signe du clapotis à jeûn.","Le document : 'Clinique'","Medium"
"Quels examens complémentaires sont utiles dans la sténose ?","Biologie (alcalose métabolique, troubles hydro-électrolytiques), ASP (dilatation gastrique), TOGD (sténose), fibroscopie.","Le document : 'Examens complémentaires'","Medium"
"Quel est le traitement médical de la sténose et son efficacité ?","IPP IV et éradication de HP, efficace dans 30% des cas si la maladie est récente.","Le document : 'Moyen médical : IPP par voie IV ; Eradication de le HP +++ ; Efficacité dans 30% des cas si la maladie ulcéreuse est récente'","Medium"
"Quel est le traitement chirurgical de la sténose résistante ?","Vagotomie tronculaire + antrectomie ou gastrectomie des 2/3 inférieur avec anastomose (Billroth I ou II).","Le document : 'Vagotomie tronculaire + antrectomie ou gastrectomie de 2/3 inférieur'","Medium"
"Quel traitement endoscopique peut être proposé pour la sténose ?","Dilatation au ballonnet ou pose d’une prothèse auto-expansive.","Le document : 'Dilatation au ballonet ou pose d’une prothèse (ou stunt auto-extensif)'","Medium"
"Quels sont les signes cliniques de l’hémorragie ulcéreuse ?","Hématémèse, méléna, signes de choc hypovolémique (pâleur, tachycardie, hypotension), sensibilité épigastrique sans défense.","Le document : 'Clinique'","Medium"
"Quelle est la conduite à tenir devant une hémorragie ulcéreuse ?","Bilan urgent, SNG aspiration, réanimation (remplissage, transfusions), fibroscopie précoce avec geste d’hémostase, IPP IV.","Le document : 'Conduite à tenir'","Medium"
"Quels sont les gestes d’hémostase endoscopique possibles ?","Injection d’adrénaline, électrocoagulation, pose de clip hémostatique.","Le document : 'Injection d’un agent vasoconstricteur (adrénaline*) ; Électrocoagulation, pose d’un clip hémostatique'","Medium"
"Quel est le traitement chirurgical de l’hémorragie ulcéreuse en cas d’échec endoscopique ?","Pour UG : exérèse de l’ulcère puis suture ; pour UD : suture de l’ulcère par duodénotomie. Parfois associé à un traitement de la maladie ulcéreuse (vagotomie, antrectomie).","Le document : 'Geste d’hémostase'","Difficult"
"Quel est le rôle de l’hyperparathyroïdie dans la survenue d’ulcère ?","L’hypercalcémie augmente la sécrétion acide de l’estomac, favorisant l’ulcère.","Le document : 'Hyperparathyroïdie : l’hypercalcémie augmente la sécrétion acide de l’estomac'","Difficult"
"Expliquez la physiopathologie de la péritonite lors de la perforation ulcéreuse.","Le suc gastrique acide se déverse dans la cavité péritonéale, provoquant une péritonite chimique aseptique.","Le document : 'Péritonite “chimique” : car le suc gastrique acide est déversé dans la cavité péritonéale'","Difficult"
"Quelle est la différence entre une perforation en péritoine libre et une perforation bouchée ?","La perforation libre provoque une péritonite généralisée d’emblée ; la perforation bouchée est recouverte par l’épiploon ou un organe voisin, pouvant évoluer vers un abcès ou une perforation en deux temps.","Le document : 'Ulcère perforé bouché : l’épiploon ou les organes de voisinage couvrent la perforation'","Difficult"
