"question","answer","explanation","difficulty"
"La diarrhée aiguë est définie par une durée de moins de 14 jours.","True","Document OMS : 'durée < 14 jours'.","Easy"
"Le mécanisme invasif de la diarrhée est dû à des toxines bactériennes sans lésion muqueuse.","False","Le mécanisme invasif provoque inflammation et lésions de la muqueuse.","Easy"
"Le choléra se caractérise par des selles en eau de riz.","True","Document.","Easy"
"La turista est due à Salmonella typhi.","False","Due à E. coli entérotoxinogène.","Easy"
"L'incubation du Staphylocoque est de 24 à 48 heures.","False","Incubation très courte : 1 heure.","Easy"
"La déshydratation extracellulaire se manifeste par le signe du pli.","True","Document.","Easy"
"La déshydratation intracellulaire donne soif et fièvre.","True","Document.","Easy"
"La coproculture est systématique devant toute diarrhée aiguë.","False","Non systématique, indiquée en cas de signes de gravité, mauvaise tolérance, >72h, épidémie.","Easy"
"Le rotavirus est un agent viral fréquent de diarrhée aiguë.","True","Document : 'Rotavirus +++'.","Easy"
"La cryptococcose est une cause parasitaire de diarrhée chez les immunodéprimés.","True","Document.","Easy"
"La diarrhée aiguë sécrétoire est due à des toxines bactériennes.","True","Document.","Medium"
"L'incubation du choléra est de 24 à 48 heures.","False","2 à 7 jours.","Medium"
"La diarrhée à Salmonella mineure donne une diarrhée dysentériforme.","True","Document : 'Diarrhée dysentériforme (comme E. Coli)'.","Medium"
"Clostridium perfringens donne une incubation de 8 à 12 heures.","True","Document.","Medium"
"La fièvre est constante dans la diarrhée à Staphylocoque.","False","Le plus souvent apyrétique.","Medium"
"Les biguanides (metformine) peuvent causer une diarrhée iatrogène.","True","Document.","Medium"
"Le bilan de retentissement comprend un ionogramme sanguin et une créatininémie.","True","Document.","Medium"
"Une diarrhée durant plus de 72 heures sous traitement est une indication d'examens paracliniques.","True","Document.","Medium"
"La rectoscopie est indiquée chez tous les patients diarrhéiques.","False","Indiquée par exemple chez les PVVIH.","Medium"
"La déshydratation intracellulaire donne un signe du pli.","False","C'est la déshydratation extracellulaire.","Medium"
"L'état de choc hypovolémique peut compliquer une diarrhée aiguë.","True","Document.","Medium"
"Les personnes âgées sont un terrain à risque de gravité.","True","Document.","Medium"
"La diarrhée à E. coli entérotoxinogène est fébrile dans la majorité des cas.","False","Le plus souvent apyrétique.","Medium"
"L'incubation des salmonelles mineures est de 8 à 48 heures.","True","Document.","Medium"
"Le SARS-CoV-2 peut donner une diarrhée associée à un syndrome pseudo-grippal.","True","Document mentionne 'comme SARS-Cov 2'.","Medium"
"La diarrhée d'origine iatrogène peut être due à la colchicine.","True","Document.","Medium"
"Une diarrhée durant plus d'une semaine est un facteur de gravité.","True","Document : 'Diarrhée > 1 semaine' facteur de terrain.","Medium"
"L'hypernatrémie peut être observée en cas de déshydratation intracellulaire.","True","Document : 'hypernatrémie en cas de déshydratation intracellulaire'.","Medium"
"Le bilan étiologique comprend systématiquement une sérologie VIH.","False","Non systématique.","Difficult"
"Le traitement de la diarrhée aiguë repose toujours sur les antibiotiques.","False","Non précisé dans le document, mais la prise en charge n'est pas détaillée.","Difficult"
