"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'hypokaliémie selon le document ?","Concentration plasmatique < 4,0 mmol/l","Concentration plasmatique < 3,5 mmol/l","Concentration plasmatique < 3,0 mmol/l","Concentration plasmatique < 2,5 mmol/l","2","Le document définit : ''Concentration plasmatique < 3,5mmol/l''.","Easy"
"Quel signe ECG est pathognomonique d'une hypokaliémie selon le document ?","Onde T ample pointue","Torsade de pointe","Onde U","Dépression du segment ST","2","Le document indique : ''Torsade de pointe (pathognomonique d'une hypokaliémie)''.","Easy"
"Quel est le seuil de kaliurie pour une cause rénale d'hypokaliémie selon le document ?","K+ < 15 mmol/l","K+ > 25 mmol/l","K+ entre 15 et 25 mmol/l","K+ > 40 mmol/l","2","Le document précise : ''Cause d'origine rénale : K+ > 25 mmol/l''.","Easy"
"Quel est le seuil de kaliurie pour une cause extra-rénale d'hypokaliémie selon le document ?","K+ < 15 mmol/l","K+ > 25 mmol/l","K+ < 10 mmol/l","K+ > 30 mmol/l","1","Le document indique : ''Cause extra-rénale : K+ < 15 mmol/l''.","Easy"
"Quel est le débit de perfusion maximal du chlorure de potassium par voie veineuse selon le document ?","0,5 g/h","1 g/h","1,5 g/h","2 g/h","3","Le document précise : ''Le débit de perfusion ne doit pas dépasser 1,5 g/h''.","Easy"
"Quel syndrome est associé à l'hypokaliémie sur le plan rénal ?","Syndrome de rétention hydrosodée","Syndrome polyuro-polydipsique","Syndrome néphrotique","Syndrome hématurique","2","Le document mentionne : ''Syndrome polyuro-polydipsique'' dans les signes rénaux.","Easy"
"Quelle anomalie métabolique est associée à l'hypokaliémie ?","Acidose métabolique","Alcalose métabolique","Acidose respiratoire","Alcalose respiratoire","2","Le document indique : ''Alcalose métabolique''.","Easy"
"Quel est le traitement de première intention de l'hypokaliémie modérée sans signe ECG ?","Chlorure de potassium IV","Supplémentation potassique orale (aliments riches en potassium ou chlorure de potassium oral)","Hémodialyse","Diurétiques d'épargne potassique","2","Le document précise : ''Hypokaliémie modérée sans signe ECG : Supplémentation potassique orale''.","Easy"
"Quels sont deux exemples de chlorure de potassium par voie orale cités dans le document ?","KALEORID* et DIFFU-K*","KALIUM* et K+*","POTASSIUM* et K-LYTE*","KARDEGIC* et KALEORID*","1","Le document cite : ''KALEORID*, DIFFU-K*''.","Easy"
"Quelle est la concentration de K+ dans le liquide digestif selon le document ?","10 mmol/l","25 mmol/l","50 mmol/l","100 mmol/l","3","Le document indique : ''La concentration de K+ au niveau du liquide digestif est relativement important : 50 mmol/l''.","Easy"
"Quels sont les trois signes neuromusculaires sur les muscles striés dans l'hypokaliémie ?","Crampes, myalgies, faiblesse musculaire, paralysie flasque","Tremblements, spasmes, contractures","Douleurs, paresthésies, atrophie","Fasciculations, myoclonies, rigidité","1","Le document liste : ''Crampes, myalgies, faiblesse musculaire, paralysie flasque''.","Easy"
"Quels sont les deux signes neuromusculaires sur les muscles lisses dans l'hypokaliémie ?","Diarrhée et vomissements","Constipation et iléus paralytique","Dysphagie et reflux","Incontinence et douleurs abdominales","2","Le document mentionne : ''Constipation, iléus paralytique''.","Easy"
"Quelles sont les deux causes extra-rénales d'hypokaliémie citées dans le document ?","Pertes digestives et carence d'apport","Diurétiques et hypomagnésémie","Hyperaldostéronisme et HTA","Alcalose et insuline","1","Le document liste : ''Pertes digestives'' et ''Carence d'apport'' comme causes extra-rénales.","Medium"
"Quelle est la différence entre hyperaldostéronisme primitif et secondaire sur le plan de la rénine ?","Primitif : rénine élevée ; Secondaire : rénine basse","Primitif : rénine basse ; Secondaire : rénine élevée","Les deux ont une rénine élevée","Les deux ont une rénine basse","2","Le document précise : ''Hyperaldostéronisme secondaire : RENINE ELEVEE'' et ''Hyperaldostéronisme primitif : RENINE BASSE''.","Medium"
"Quel est le syndrome de Conn selon le document ?","Hyperplasie bilatérale surrénalienne","Adénome surrénalien (hyperaldostéronisme primitif)","HTA rénovasculaire","Réninome","2","Le document indique : ''Adénome surrénalien (syndrome de Conn)''.","Medium"
"Quelles sont les deux anomalies génétiques citées comme causes d'hypokaliémie sans HTA ?","Syndrome de Gitelman et syndrome de Bartter","Maladie de Addison et syndrome de Cushing","Polykystose rénale et néphronophtise","Acidose tubulaire et diabète insipide","1","Le document mentionne : ''Anomalie génétique (syndrome de Gitelman - syndrome de Bartter)''.","Medium"
"Quelles sont les trois causes de transfert excessif vers le secteur cellulaire citées dans le document ?","Alcalose, insuline, agents bêta-adrénergiques","Acidose, glucagon, alpha-agonistes","Diurétiques, laxatifs, vomissements","Hémolyse, rhabdomyolyse, lyse tumorale","1","Le document liste : ''Alcalose métabolique ou respiratoire, Administration d'insuline, Agents bêta-adrénergiques (endogènes ou exogènes)''.","Medium"
"Quelle est la principale conséquence myocardique de l'hypokaliémie qui justifie la surveillance ?","Troubles du rythme (torsade de pointe) sous perfusion de KCl","Insuffisance cardiaque","Infarctus du myocarde","Péricardite","1","Le document précise : ''Le débit de perfusion ne doit pas dépasser 1,5 g/h sous surveillance répétée de la kaliémie, du rythme cardiaque''.","Medium"
"Quel est le mécanisme de l'hypokaliémie induite par les diurétiques de l'anse ?","Augmentation de l'élimination de sodium et d'eau → activation pompe Na-K → élimination accrue de K","Inhibition directe de la pompe Na-K","Blocage des canaux potassiques","Augmentation de l'aldostérone","1","Le document explique : ''diurétiques de l'anse : augmente l'élimination de sodium et d'eau -> activation pompe Na-K -> élimination accrue de K''.","Difficult"
"Pourquoi l'hypomagnésémie peut-elle entraîner une hypokaliémie selon le document ?","Le document mentionne le mécanisme non encore élucidé","Par compétition tubulaire","Par inhibition de la pompe Na-K","Par perte digestive","1","Le document indique : ''Hypomagnésémie : peut entrainer une hypokaliémie : mécanisme non encore élucidé''.","Difficult"
