"question","answer","explanation","difficulty"
"Quels sont les quatre éléments de la définition de l'achalasie selon le document ?","Trouble moteur primaire de l'œsophage, absence de péristaltisme œsophagien, absence de relaxation du SIO en réponse à la déglutition, hypertonie du SIO.","Ces éléments sont listés dans l'introduction.","Easy"
"Citez trois signes cliniques de l'achalasie avec leur pourcentage respectif.","Dysphagie paradoxale (93-99%), douleurs rétrosternales (59%), perte de poids (61%). Autres possibles: toux nocturne (45%), dyspnée nocturne (20%), hoquet (8%).","Le document fournit ces fréquences.","Easy"
"Quel est l'examen d'imagerie alternatif au TOGD mentionné dans le document ?","Le scanner thoracique avec balisage digestif (ingestion de produit de contraste).","Le document indique que c'est une alternative du TOGD.","Easy"
"Quelle est la valeur seuil de la pression de repos du SIO dans l'achalasie ?","Supérieure à 45 mmHg.","Le document note 'Pression de repos du SIO élevée (> 45mmHg)'.","Easy"
"Quels sont les deux principaux signes cliniques de l'achalasie mentionnés dans la conclusion ?","Dysphagie et régurgitations.","La conclusion indique 'Deux principaux signes cliniques : dysphagie et régurgitations'.","Easy"
"Quel examen est recommandé devant toute dysphagie selon le document ?","L'endoscopie digestive haute.","Le document précise '(devant toute dysphagie)' pour l'endoscopie digestive haute.","Easy"
"Expliquez le mécanisme physiopathologique de l'absence de relaxation du SIO dans l'achalasie.","La dégénérescence inflammatoire des cellules ganglionnaires inhibitrices du plexus myentérique (d'Auerbach) entraîne une augmentation du tonus de repos du SIO, ce qui provoque l'absence de relaxation normale du SIO au cours de la déglutition.","Document: physiopathologie points 1 et 2.","Medium"
"Comparez les résultats de l'endoscopie digestive haute et du TOGD dans l'achalasie évoluée.","L'endoscopie montre un œsophage dilaté avec résidus alimentaires (mégaoesophage), muqueuse normale, franchissement difficile avec ressaut. Le TOGD montre un aspect en bec d'oiseau au niveau de la jonction et une dilatation en amont.","Basé sur les descriptions respectives.","Medium"
"Quels sont les critères manométriques de l'achalasie selon le document ?","Pression de repos du SIO élevée (>45 mmHg), pression de relaxation intégrée (>15 mmHg), apéristaltisme du corps de l'œsophage, contractions anarchiques de grande amplitude non propagées, hyperpression intra-œsophagienne.","Liste dans la section manométrie.","Medium"
"Pourquoi la radiographie du thorax peut-elle montrer une disparition de la poche à air gastrique dans l'achalasie ?","En raison de l'hypertonie du SIO et de l'absence de relaxation, l'air gastrique ne peut pas remonter dans l'œsophage, et la poche à air gastrique est absente ou diminuée. Le document mentionne 'Disparition de la poche à air gastrique' comme signe radiologique.","Inférence à partir de la physiopathologie.","Medium"
"Quels sont les trois types de la classification de Chicago et leur caractéristique principale ?","Type 1 : 100% de contractions absentes. Type 2 : dans plus de 20% des déglutitions, contractions non propagées avec pressurisation panoesophagienne. Type 3 : 20% fragments de contractions prématurées ou spasmes.","Document section manométrie.","Medium"
"Quels diagnostics différentiels doivent être envisagés devant une dysphagie évoquant une achalasie ?","Cancer de l'œsophage, autres troubles moteurs œsophagiens, pseudo-achalasie (processus néoplasique de la jonction oeso-gastrique).","Document diagnostic différentiel.","Medium"
"Décrivez la cascade physiopathologique complète depuis l'atteinte cellulaire jusqu'aux manifestations cliniques de l'achalasie, en intégrant les conséquences sur le SIO et le péristaltisme.","La dégénérescence inflammatoire des cellules ganglionnaires inhibitrices du plexus myentérique (d'Auerbach) entraîne deux conséquences principales : 1) Augmentation du tonus de repos du SIO, ce qui empêche la relaxation normale du SIO lors de la déglutition, causant une hypertonie et une obstruction fonctionnelle. 2) Perte du péristaltisme des cellules musculaires lisses du corps de l'œsophage, empêchant la progression du bolus. Ces anomalies conduisent à une dysphagie paradoxale (liquide > solide), des régurgitations, des douleurs rétrosternales, une perte de poids, et à long terme une dilatation œsophagienne (mégaoesophage).","Synthèse des sections physiopathologie et signes cliniques.","Difficult"
"Un patient présente une dysphagie aux liquides, des régurgitations nocturnes, et une manométrie montrant une pression de repos du SIO à 50 mmHg, une PLI à 20 mmHg, et 25% de contractions prématurées. Quel est le type d'achalasie selon Chicago et quel autre examen serait utile pour exclure une pseudo-achalasie ?","Le type est l'achalasie de type 3 (car 25% de contractions prématurées ou spasmes, seuil >20%). Pour exclure une pseudo-achalasie, il faut réaliser une fibroscopie avec bonne rétrovision afin de visualiser la jonction oeso-gastrique et détecter un éventuel processus néoplasique.","Basé sur classification et diagnostic différentiel.","Difficult"
"Pourquoi le TOGD peut être normal à un stade précoce de l'achalasie alors que la manométrie est déjà anormale ? Expliquez en termes de sensibilité des examens.","Au stade précoce, la dilatation œsophagienne et l'aspect en bec d'oiseau peuvent ne pas être encore visibles car le tonus du SIO est augmenté mais la compensation peut permettre un passage partiel. La manométrie, examen de référence, détecte les anomalies motrices (pression de repos élevée, absence de relaxation, apéristaltisme) avant l'apparition de modifications morphologiques. Ainsi, la manométrie est plus sensible pour le diagnostic précoce.","Le document indique que le TOGD peut être normal à un stade précoce, tandis que la manométrie est l'examen de référence. Inférence logique.","Difficult"
