"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'achalasie de l'œsophage selon le document ?","Trouble moteur secondaire avec hypercontractilité","Trouble moteur primaire avec absence de péristaltisme et absence de relaxation du SIO","Trouble moteur primaire avec hyperpéristaltisme","Trouble secondaire à un cancer","2","Selon le document, l'achalasie est un trouble moteur primaire de l'œsophage caractérisé par absence de péristaltisme œsophagien, absence de relaxation du SIO en réponse à la déglutition, et hypertonie du SIO.","Easy"
"Quel est le pourcentage de patients présentant une dysphagie paradoxale (liquide > solide) dans l'achalasie ?","93-99%","59%","45%","61%","1","Le document indique que la dysphagie souvent paradoxale (fonctionnel) : liquide > solide (93 - 99 %).","Easy"
"Quel est l'examen de référence pour le diagnostic de l'achalasie ?","Endoscopie digestive haute","Transit baryté œsogastrique","Scanner thoracique","Manométrie œsophagienne de haute résolution","4","Le document précise que la manométrie œsophagienne de haute résolution est l'examen de référence.","Easy"
"Quel type de cellules subit une dégénérescence inflammatoire dans la physiopathologie de l'achalasie ?","Cellules musculaires lisses","Cellules épithéliales","Cellules ganglionnaires inhibitrices du plexus myentérique (d'Auerbach)","Cellules nerveuses du système parasympathique","3","Le document mentionne une dégénérescence inflammatoire des cellules ganglionnaires inhibitrices du plexus myentérique (d'Auerbach).","Easy"
"Quel aspect radiologique au transit baryté œsogastrique (TOGD) est caractéristique de l'achalasie ?","Aspect en entonnoir","Aspect en bec d'oiseau","Aspect en sablier","Aspect en rosette","2","Le document décrit l'aspect en bec d'oiseau au niveau de la jonction oeso-gastrique lors du TOGD.","Easy"
"Selon le document, quel symptôme clinique de l'achalasie a une fréquence de 59% ?","Perte de poids","Toux nocturne","Douleurs rétrosternales","Hoquet","3","Le document indique que les douleurs rétrosternales surviennent dans 59% des cas.","Easy"
"Pourquoi la dysphagie est-elle souvent paradoxale (liquide > solide) dans l'achalasie ?","En raison d'une hypertonie du SIO qui bloque préférentiellement les liquides","En raison d'une absence de relaxation du SIO et d'un péristaltisme inefficace, les liquides nécessitent une pression moindre pour passer","Parce que les solides sont mieux propulsés par les contractions résiduelles","En raison d'une stase alimentaire qui gêne plus les liquides","2","Le document décrit une absence de relaxation du SIO et une perte du péristaltisme. La dysphagie paradoxale s'explique par le fait que les liquides, moins visqueux, peuvent franchir un SIO hypertonique plus facilement que les solides.","Medium"
"Quelle est l'alternative au transit baryté œsogastrique (TOGD) mentionnée dans le document pour le diagnostic de l'achalasie ?","L'endoscopie digestive haute","La radiographie du thorax","Le scanner thoracique avec balisage digestif","La manométrie œsophagienne","3","Le document indique que le scanner thoracique avec balisage digestive est une alternative du TOGD (ingestion de PDC -> même signe que TOGD).","Medium"
"Quelle est la valeur de la pression de relaxation intégrée (PLI) au cours de la déglutition qui est considérée comme anormale dans l'achalasie ?","> 15 mmHg","> 45 mmHg","> 20 mmHg","> 10 mmHg","1","Le document précise que la pression de relaxation intégrée (PLI) : on demande au patient d'avaler et à la déglutition, mesure de la pression au niveau du SIO pendant 4 secondes : (> 15 mmHg).","Medium"
"Dans la classification de Chicago de l'achalasie, quel type est caractérisé par des contractions non propagées avec pressurisation panoesophagienne dans plus de 20% des déglutitions ?","Type 1","Type 2","Type 3","Type 4","2","Le document indique que le Type 2 : dans plus de 20% des déglutitions : contractions non propagées avec pressurisation panoesophagienne.","Medium"
"Selon le document, quel diagnostic différentiel doit être envisagé devant des régurgitations et une douleur rétro-sternale ?","Cancer de l'œsophage","Reflux gastro-œsophagien","Pseudo-achalasie","Autres troubles moteurs","2","Le document mentionne: 'Devant les régurgitations et la douleur rétro-sternale : Reflux gastro-œsophagien'.","Medium"
"Quel signe endoscopique décrit un franchissement difficile avec ressaut du cardia ?","Œsophage dilaté","Stase alimentaire","Franchissement difficile et avec ressaut du cardia","Muqueuse normale","3","Le document liste parmi les examens complémentaires: 'Franchissement difficile et avec ressaut du cardia'.","Medium"
"En partant de la dégénérescence inflammatoire des cellules ganglionnaires inhibitrices du plexus myentérique, expliquez les trois conséquences fonctionnelles aboutissant à l'achalasie, selon le document.","Hypertonie du SIO, relaxation excessive, hyperpéristaltisme","Augmentation du tonus de repos du SIO, absence de relaxation du SIO, perte du péristaltisme","Diminution du tonus du SIO, hypercontractilité du corps, spasmes","Inflammation de la muqueuse, fibrose, sténose","2","Le document décrit: dégénérescence -> augmentation du tonus de repos du SIO -> absence de relaxation normale du SIO; et perte du péristaltisme des cellules musculaires lisses du corps de l'œsophage.","Difficult"
"Un patient présente à la manométrie 25% de contractions prématurées. Selon la classification de Chicago, quel type d'achalasie a-t-il ? Et quel est le seuil minimal pour ce type ?","Type 1, 100% de contractions absentes","Type 2, plus de 20% de contractions non propagées avec pressurisation","Type 3, 20% de fragments de contractions prématurées ou spasmes","Type 3, plus de 30% de spasmes","3","Le document indique que le Type 3 : 20% fragments de contractions prématurées ou spasmes. Donc 25% correspond au Type 3.","Difficult"
"Devant une suspicion d'achalasie, quel examen complémentaire permet de distinguer une pseudo-achalasie (processus néoplasique de la jonction oeso-gastrique) selon le document ?","Manométrie œsophagienne","Scanner thoracique","Fibroscopie avec bonne rétrovision","Radiographie du thorax","3","Le document mentionne: 'Pseudo-achalasie : processus néoplasique de la jonction oeso-gastrique (fibroscopie + bonne rétrovision)'.","Difficult"
