"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Selon le document, quelle est une des définitions de la fièvre prolongée chez le nourrisson ?","Température >38°C pendant plus de 5 jours consécutifs","Température >39°C pendant 3 jours","Température >37,5°C pendant 7 jours","Température >38°C pendant 10 jours","1","Le document indique : ''fièvre supérieure à 38°C pendant plus de 5 jours consécutifs chez le nourrisson''.","Easy"
"La thermopathomimie se caractérise par :","Fièvre récurrente avec intervalle libre","Fièvre simulée, enfant en bon état général, absence de syndrome inflammatoire","Fièvre prolongée d’origine infectieuse","Fièvre associée à des frissons","2","Le document précise : ''Thermopathomimie : Fièvre simulée, enfant en bon état général. Absence d'anomalie clinique ni syndrome inflammatoire''.","Easy"
"Parmi les examens de première intention pour une fièvre prolongée, on trouve :","Échocardiographie","Scintigraphie au Tc 99 M","NFS et plaquettes","Biopsie ganglionnaire","3","La section ''Examens paracliniques – Première intention'' liste : ''1. NFS et plaquettes''.","Easy"
"La maladie de KAWASAKI est une urgence principalement en raison du risque :","Neurologique","Hépatique","Coronarien","Rénal","3","Le document mentionne : ''Risque à tout moment, même à l'âge adulte : atteinte coronarienne'' et ''Suivi cardiaque tout au long de sa vie car risque toujours présent de faire un IDM''.","Easy"
"Quel médicament fait partie des ''fréquents'' susceptibles d’entraîner un syndrome inflammatoire prolongé ?","Allopurinol","Azathioprine","Barbituriques","Vancomycine","3","Le tableau classe les barbituriques dans la colonne ''Fréquent''.","Easy"
"Dans la maladie de Kawasaki, la fièvre doit être présente depuis plus de :","3 jours","5 jours","7 jours","10 jours","2","Le document écrit : ''Fièvre >5 jours et quatre des critères suivants'' et ''Fièvre> 5jours : essentielle pour le diagnostic''.","Easy"
"Parmi les signes de gravité à identifier sur le terrain, le document cite :","Déficit immunitaire congénital ou acquis","Allergie aux pénicillines","Antécédent de varicelle","Vaccin récent","1","Sous ''Identifier les signes de gravité – Terrain'' : ''1. Déficit immunitaire congénital ou acquis''.","Easy"
"L’examen clinique dans la fièvre prolongée doit être :","Uniquement à l’admission","Répété","Limité à la sphère ORL","Sans palpation","2","Le document dit : ''Examen clinique : examen du corps entier et de manière répétée'' puis ''Complet ; répétés''.","Easy"
"Quelle sérologie est orientée pour la maladie des griffes du chat ?","Bartonella henselae","Rickettsia","Lyme","Wright","1","Dans les sérologies spécifiques orientées : ''Bartonella henselae (maladie des griffes du chat)''.","Easy"
"Parmi les étiologies non infectieuses, on trouve :","Paludisme","Leishmaniose","Maladie de Kawasaki","Tuberculose","3","Le document classe la maladie de KAWASAKI dans ''ÉTIOLOGIES – Non infectieuses''.","Easy"
"Quel est un signe d’accompagnement à rechercher lors de l’interrogatoire ?","Périmètre crânien","Frissons","Pouls radial","Température ambiante","2","L’interrogatoire liste ''Signes d'accompagnement initiaux et actuels : frissons ; sueurs ; arthralgies...''.","Easy"
"La durée habituelle d’une fièvre récurrente est supérieure à :","1 jour","3 jours","5 jours","7 jours","2","Le document indique : ''Fièvres récurrentes : Durée habituelle supérieure à 3 jours''.","Easy"
"Quel examen est recommandé en deuxième intention pour rechercher des adénopathies, abcès ou tumeurs ?","Radiographie du cavum","Échographie ou scan abdomino-pelvien","Myélogramme","Fond d’œil","2","Le document : ''En deuxième intention – Échographie ou scan abdomino-pelvien : adénopathies, abcès, tumeurs''.","Medium"
"Expliquez le raisonnement : Pourquoi un enfant drépanocytaire est-il considéré comme ayant un terrain à risque de fièvre prolongée ?","Parce qu’il a une immunodéficience humorale","Parce que l’ischémie splénique répétée rend la rate non fonctionnelle, donc immunodéprimé","Parce qu’il présente une corticothérapie","Parce qu’il a une cardiopathie","2","Le document : ''Déficit immunitaire congénital ou acquis (drépa : ischémie splénique à répétition : rate non fonctionnelle : immunodéprimé)''.","Medium"
"Si un patient présente une fièvre >5 jours, une hyperhémie conjonctivale sans écoulement, une langue framboisée, un œdème des extrémités et une adénopathie cervicale >1,5 cm, quel diagnostic est le plus probable ?","Maladie de Lyme","Arthrite juvénile","Maladie de Kawasaki","Leptospirose","3","Ces signes correspondent aux critères de la maladie de Kawasaki : hyperhémie conjonctivale, atteinte muqueuse (langue framboisée), œdèmes érythémateux des extrémités, adénopathies cervicales >1,5 cm, et fièvre >5 jours.","Medium"
"Selon le document, quelle est la différence entre ''fièvres à répétition'' et ''fièvres récurrentes'' ?","Les fièvres à répétition ont des intervalles de plusieurs jours, les récurrentes ont des périodes asymptomatiques d'apyrexie","Les fièvres à répétition durent plus de 3 jours, les récurrentes moins","Les fièvres à répétition sont d’origine médicamenteuse","Il n’y a pas de différence","1","Le document : ''Fièvres à répétition : Infections virales, Intervalle de plusieurs jours'' ; ''Fièvres récurrentes : Durée habituelle supérieure à 3 jours, Séparées par des périodes asymptomatiques d'apyrexie''.","Medium"
"Quel est le rôle des catécholamines urinaires dans le bilan d’une fièvre prolongée ?","Rechercher un diabète insipide","Diagnostiquer une endocardite","Orienter vers un neuroblastome","Détecter une uvéite","3","Le document : ''Catécholamines urinaires (neuroblastome : tumeur de ganglion nerveux)''.","Medium"
"Pourquoi l’IDR à la tuberculine et les BK (tubages) sont-ils proposés en première intention ?","Parce que la tuberculose est une étiologie fréquente de fièvre prolongée","Parce que c’est un examen obligatoire avant toute hospitalisation","Parce que le document le liste dans les examens de première intention pour rechercher une tuberculose","Parce que c’est le seul examen pour la tuberculose","3","Le document liste ''IDR à la tuberculine et BK : tubages'' dans les examens de première intention, sans autre justification, mais on comprend qu’il s’agit d’une étiologie infectieuse fréquente. La réponse s’appuie sur la présence dans la liste.","Medium"
"Un patient revient d’un voyage en zone méditerranéenne. Quelle étiologie doit être évoquée prioritairement selon l’interrogatoire ?","Palustre (paludisme)","Leishmaniose","Brucellose (fromages frais)","Maladie de Lyme","1","Le document : ''Notion d'un voyage ou d'un séjour plus ou moins récent : à l'étranger (palustre et prophylaxie ou zone méditerranéenne)''.","Medium"
