"question","answer","explanation","difficulty"
"Quels sont les deux grands types de hernie hiatale et leurs principales complications respectives ?","Hernie par glissement : complication principale = reflux gastro-œsophagien (RGO). Hernie par roulement : complications = étranglement ou saignement.","Le document : 'HH par glissement : se compliquent de RGO ; HH par roulement : s’étranglent ou saignent'","Easy"
"Citez les facteurs anatomiques de continence cardiale mentionnés dans le document.","Action du pilier droit du diaphragme (cravatage de l’œsophage), valve muqueuse de Gubarov (clapet muqueux), angle de His, ligament phréno-œsophagien.","Le document : 'Facteur anatomique de continence cardiale : Action du pilier droit... ; Valve muqueuse de Gubarov ; Angle de His ; Ligament phréno-oesophagien'","Easy"
"Quel est le rôle du sphincter inférieur de l’œsophage (SIO) et quelle est sa pression basale normale ?","Le SIO est un système à haute pression sur 4 cm de part et d’autre du hiatus œsophagien, empêchant le reflux gastrique. Sa pression basale est de 20 mmHg par rapport au reste de l’œsophage.","Le document : 'Système à haute pression sur 4cm... Augmentation de la pression basale à 20 mmHg'","Easy"
"Quelle est la particularité anatomique de la hernie par glissement ?","Glissement ascendant du cardia anatomique vers le médiastin, le cardia devient intra-thoracique, diminuant la distance arcades dentaires-cardia (normalement 40 cm).","Le document : 'HH par glissement = glissement ascendant du cardia anatomique vers le médiastin. Le cardia est alors en position intra-thoracique'","Easy"
"Quelle est la particularité anatomique de la hernie par roulement ?","Protrusion intra-thoracique de la grosse tubérosité gastrique, le cardia reste en place. La grosse tubérosité monte en roulant sur le hiatus œsophagien.","Le document : 'HH par roulement = protrusion intra-thoracique de la grosse tubérosité ; le cardia reste en place'","Easy"
"Quels sont les symptômes de la hernie par glissement ?","Symptômes du RGO : pyrosis, régurgitation acide, dysphagie, signes respiratoires (toux, asthme). Asymptomatique dans 50% des cas.","Le document : 'Symptomatologie superposable à celle du RGO : Pyrosis, Régurgitation acide, Dysphagie, Signe respiratoire'","Medium"
"Quels sont les symptômes de la hernie par roulement non compliquée ?","Douleurs post-prandiales (épigastrique, sous-costale gauche ou thoracique), survenant en décubitus dorsal ou en se penchant, pouvant évoquer un angor. Dyspnée possible si volumineuse. Pas de reflux.","Le document : 'Symptôme = type mécanique : Des douleurs souvent post-prandiales... Peuvent évoquer un angor... Dyspnée... Il n’existe pas de reflux'","Medium"
"Quels examens complémentaires peuvent diagnostiquer une hernie hiatale ?","Radiographie pulmonaire (niveau hydro-aérique), TOGD (poche herniée), fibroscopie (ascension du cardia, béance).","Le document cite ces trois examens.","Medium"
"Quels sont les signes endoscopiques (fibroscopie) d’une hernie par glissement ?","Ascension du cardia muqueux, diminution de la distance cardia-arcade dentaire, béance anormale du cardia. En rétrovision, orifice visible pour la hernie par roulement.","Le document : 'Fibroscopie : Ascension du cardia muqueux ; Diminution de la distance cardia-arcade dentaire ; Béance anormale du cardia'","Medium"
"Quelles sont les complications possibles des hernies hiatales ?","RGO (HH par glissement), anémie (HH par roulement), ulcère gastrique au niveau du passage diaphragmatique, volvulus gastrique étranglé.","Le document : 'Complications : RGO ; Anémie ; Ulcère gastrique au niveau du passage diaphragmatique ; Volvulus gastrique étranglé'","Medium"
"Quel est le traitement d’une hernie par glissement symptomatique avec RGO ?","Traitement médical : régimes hygiéno-diététiques + antiémétiques + antihistaminiques H2 ou IPP. Si asymptomatique sans RGO : simple surveillance.","Le document : 'Le traitement et les indications sont celles du RGO. Associe : Régimes hygiéno-diététiques + antiémétique + antihistaminique H2 ou IPP' ; 'HH par glissement non compliquées asymptomatiques : simple surveillance'","Medium"
"Quel est le traitement d’une hernie par roulement ?","Indication chirurgicale formelle. Par voie abdominale : repositionnement de la poche herniée dans l’abdomen.","Le document : 'L’indication chirurgicale est formelle... Par voie abdominale, elle consiste à : Repositionner la poche herniée dans l’abdomen'","Medium"
"Expliquez pourquoi la hernie par roulement ne provoque pas de reflux.","Parce que le cardia reste en place et le sphincter inférieur de l’œsophage (SIO) fonctionne normalement, contrairement à la hernie par glissement où le cardia ascensionné perturbe la continence.","Le document : 'Il n’existe pas de reflux (car SIO reste en place)'","Medium"
"Quelle est la différence entre hernie par glissement et hernie mixte ?","Glissement : seul le cardia monte. Mixte : la jonction œsogastrique est intrathoracique et une partie de l’estomac aussi.","Le document : 'HH mixte : la jonction est intrathoracique et une partie de l’estomac aussi'","Difficult"
"Quel est le facteur commun de toutes les hernies hiatales ?","La différence de pression entre l’abdomen (hyperpression) et le thorax (pression négative à l’inspiration) favorise la protrusion.","Le document : 'Dans l’abdomen, il y a toujours une hyperpression abdominale ; Thorax : pression négative de l’inspiration'","Difficult"
"Pourquoi la hernie par glissement est-elle plus fréquente que la hernie par roulement ?","Le document ne donne pas d’explication, mais le constat est que 9/10 sont des glissements.","Le document : 'Conclusion : 9/10 : HH par glissement'","Difficult"
