question, answer, explanation, difficulty
"Expliquez pourquoi les vomissements de grossesse peuvent être considérés comme un signe de bon pronostic.", "Car ils sont associés à un taux élevé de progestérone, qui protège contre la menace d'accouchement prématuré (MAP)", "Le document : 'plus bon pronostic car progestérone élevé, protection contre MAP'", "Difficult"
"Quelles sont les cinq causes organiques à éliminer devant des nausées et vomissements gravidiques ?", "Grossesse molaire, grossesse gémellaire, hernie étranglée, gastro-entérite, appendicite, infection urinaire", "Le document énumère ces causes", "Medium"
"Quel est le principe du traitement hygiéno-alimentaire des nausées et vomissements ?", "Fractionner les repas, éviter aliments trop glucidiques ou gras, favoriser protéines +++, régimes semi-liquides le matin", "Document détaille ces mesures", "Medium"
"Pourquoi le traitement des petits maux de la grossesse doit-il être prudent ?", "Car le traitement maternel peut avoir des effets néfastes pour le fœtus", "Le document : 'Traitement maternel -> effets pouvant être néfastes pour le foetus'", "Medium"
"Expliquez le mécanisme des vergetures pendant la grossesse.", "Sous l'effet des œstrogènes et de la progestérone, fracture des réseaux de fibres de collagène par distension excessive", "Document : 'Fracture des réseaux de fibres de collagènes, Oestrogène -> stimulation kératinocytes, vasodilatation, progestérone pigmentogène'", "Difficult"
"Pourquoi la rhinite de grossesse apparaît-elle à la deuxième moitié de la grossesse ?", "Sous l'effet de la progestérone qui augmente la turgescence de la muqueuse nasale", "Document : 'Turgescence de la muqueuse -> obstruction nasale -> rhinite, A la deuxième moitié de la grossesse, à cause de la progestérone'", "Medium"
"Quels sont les trois traitements non pharmacologiques des nausées de grossesse cités ?", "Gingembre en poudre, Vitamine B6, acupuncture, homéopathie", "Document : 'Gingembre, Vit B6, Acupuncture, Homéopathie'", "Easy"
"Expliquez le mécanisme de la béance de la trompe d'Eustache au dernier trimestre et ses symptômes.", "Turgescence muqueuse, béance → autophonie et acouphènes", "Document : 'Dernier trimestre : béance de la trompe d'Eustache : Autophonie, Acouphènes'", "Difficult"
"Quel est le traitement de la constipation dans la grossesse ?", "Adaptation alimentaire (fruits, légumes, se méfier des pains), laxatifs peu irritants (mucilage, macrogol, lactulose), glycérol+sorbitol si opiniâtre", "Document détaille ces étapes", "Medium"
"Pourquoi les AINS sont-ils limités à une courte durée (<5j) dans le traitement des douleurs symphysaires ?", "Risque de fermeture prématurée du canal artériel fœtal et d'oligoamnios", "Document : 'AINS de courte durée (< 5j)' – non détaillé mais implication clinique", "Difficult"
"Quels sont les deux traitements médicamenteux du pyrosis résistant aux antiacides ?", "IPP (inhibiteurs de la pompe à protons) ou anti-H2", "Document : 'IPP ou anti-H2 (formes rebelles)'", "Medium"
"Expliquez le lien entre hyperlordose et lombalgie pendant la grossesse.", "L'hyperlordose augmente la tension sur les muscles lombaires, entraînant contracture douloureuse", "Document : 'Causé par l'hyperlordose, Contracture des muscles lombaires'", "Medium"
"Quel est le traitement des formes majeures de lombalgie selon le document ?", "Tétrazepam, Uridine (UTEPLEX) 3 amp/j en cure de 2-3 semaines, massage", "Document le détaille", "Medium"
"Pourquoi l'hygiène bucco-dentaire est-elle importante au 5ème mois de grossesse ?", "Pour prévenir et traiter la gingivite (muqueuse hyperhémiée, œdématiée, saignant au contact)", "Document : 'Gingivite au 5ème mois, Traitement : hygiène bucco-dentaire'", "Easy"
"Quelles sont les modifications cutanées bénignes de la grossesse citées ?", "Augmentation pigmentation cutanée, hypersensibilité au soleil, mélasma, vergetures", "Document les énumère", "Easy"
"Pourquoi les laxatifs irritants sont-ils évités pendant la grossesse ?", "Car ils peuvent stimuler les contractions utérines", "Document : 'Laxatifs peu irritants pour l'intestin' – implication", "Medium"
"Quel est l'intérêt de l'uridine (UTEPLEX) dans la lombalgie gravidique ?", "Neurotrophique, réduit la contracture musculaire", "Document : 'Uridine (UTEPLEX) 3 amp/j en cure de 2 - 3 semaines (+++)'", "Difficult"
"Expliquez le mécanisme des troubles vocaux au 7ème mois.", "Hyperhémie de la muqueuse laryngée sous l'effet hormonal, altérant le timbre", "Document : 'à cause de l'hyperhémie de la muqueuse laryngée'", "Medium"
"Quel est le traitement du ptyalisme sévère ?", "Atropine, psychothérapie, hypnothérapie", "Document : 'ATROPINE, Psychothérapie et hypnothérapie'", "Medium"
"Pourquoi la prise alimentaire matinale calme-t-elle les nausées ?", "Car elle corrige l'hypoglycémie matinale et réduit l'acidité gastrique", "Document : 'Calmée par la première prise alimentaire'", "Difficult"
"Quels sont les trois laxatifs peu irritants cités pour la constipation ?", "Mucilage, macrogol, lactulose", "Document les énumère", "Easy"
"Pourquoi la progestérone est-elle responsable de la rhinite de grossesse ?", "Car elle augmente la turgescence de la muqueuse nasale par vasodilatation", "Document : 'à cause de la progestérone'", "Medium"
"Quelle est la conduite à tenir devant des nausées au-delà de 17 SA ?", "Rechercher une cause organique (grossesse molaire, gémellaire, digestive, infectieuse)", "Document : 'Guérison vers 15-17 SA ; au-delà : cause organique?'", "Medium"
"Pourquoi les vergetures sont-elles favorisées par l'œstrogène ?", "Car l'œstrogène stimule les kératinocytes, diminue la sécrétion de sébum, augmente la perméabilité capillaire", "Document détaille ces effets", "Difficult"
"Quel est le traitement de première intention du pyrosis de grossesse ?", "Diététique et posture (éviction alcool, épices, café, éviter décubitus post-prandial)", "Document : 'Diététique et posture' en premier", "Medium"
"Quelle est la particularité de la constipation opiniâtre pendant plusieurs jours ?", "Nécessite un gel à base de Glycérol + Sorbitol", "Document : 'Si constipation opiniâtre pendant plusieurs jours : Gel à base de Glycérol + Sorbitol'", "Medium"
"Pourquoi les vasoconstricteurs nasaux sont-ils à éviter pendant la grossesse ?", "Risque d'effet systémique et de vasoconstriction utéro-placentaire", "Document : 'Vasoconstricteurs à éviter autant que possible'", "Difficult"
"Quel est le traitement des crampes par carence magnésique ?", "Magnésium 400 mg/j pendant 2 à 4 semaines", "Document : 'supplémentation en magnésium (400 mg/j 2 à 4 semaines)'", "Easy"
"Quels sont les deux traitements pharmacologiques des nausées de grossesse cités ?", "Métoclopramide (Primperan*) et dompéridone (Motilium*)", "Document les cite", "Easy"
