"question","option1","option2","option3","option4","answer","explanation","difficulty"
"L’insuffisance surrénale aiguë est une urgence médicale car :","Elle est fréquente","Elle met rapidement en jeu le pronostic vital","Elle est facile à diagnostiquer","Elle ne nécessite pas de traitement","2","Le document : ''Risque : décompensation aiguë, mettant rapidement en jeu le pronostic vital à très court terme''.","Easy"
"La zone corticosurrénale qui sécrète les minéralocorticoïdes (aldostérone) est :","Zone glomérulée","Zone fasciculée","Zone réticulée","Médullosurrénale","1","Le document : ''Zone fasciculée : sécrétion de la plupart des hormones, sécrétion de minéralocorticoïdes (aldostérone)'' – Attention, c'est la zone fasciculée qui est citée pour minéralocorticoïdes. Vérifions : le document dit : ''Zone fasciculée : sécrétion de la plupart des hormones, sécrétion de minéralocorticoïdes (aldostérone)'' puis ''Zone glomérulée : sécrétion de glucocorticoïdes (cortisol)''. Il y a une inversion classique. Je dois suivre le document. Selon le document, la zone fasciculée sécrète minéralocorticoïdes. Donc réponse : zone fasciculée (option 2).","2","Le document écrit : ''Zone fasciculée : sécrétion de la plupart des hormones, sécrétion de minéralocorticoïdes (aldostérone)''.","Easy"
"La sécrétion d’aldostérone est sous la dépendance prépondérante de :","L’ACTH","La rénine","Le cortisol","Les catécholamines","2","Le document : ''sous la dépendance prépondérante de la rénine''.","Easy"
"Dans l’insuffisance surrénale aiguë, un signe clinique digestif fréquent est :","Constipation","Douleurs abdominales diffuses, nausées, vomissements","Météorisme","Ictère","2","Le document : ''Troubles digestifs : Douleurs abdominales diffuses, Nausées, vomissements, diarrhées''.","Easy"
"Sur le plan biologique, l’insuffisance surrénale aiguë se caractérise par :","Hypernatrémie, hypokaliémie","Hyponatrémie, hyperkaliémie","Hypercalcémie, hypophosphatémie","Hypoglycémie, hypokaliémie","2","Le document : ''Ionogramme sanguin : hyponatrémie, hyperkaliémie''.","Easy"
"La cortisolémie à 8h dans l’insuffisance surrénale aiguë est :","Élevée","Normale","Effondrée","Variable","3","Le document : ''Cortisolémie à 8h : effondrée''.","Easy"
"L’hyperkaliémie sévère (>7 mmol/L) justifie l’administration de :","Gluconate de calcium 10% : 0,5cc/kg IV en 5mn","Insuline seule","Hydrocortisone seule","Sérum glucosé","1","Le document : ''Gluconate de calcium 10% : 0,5cc/kg en IV en 5mn''.","Easy"
"Le traitement substitutif corticoïde de l’insuffisance surrénale aiguë utilise :","Dexaméthasone","Hydrocortisone 100mg/kg/j en IV","Prednisone","Acétate de désoxycorticostérone seul","2","Le document : ''Hydrocortisone ampoule inj 100 et 500 mg : 100mg/kg/j en 4 fois en IV''.","Easy"
"Dans l’insuffisance surrénale aiguë, la déshydratation extracellulaire se manifeste par :","Hypervolémie","Baisse de la TA, parfois collapsus","Œdèmes","Polyurie","2","Le document : ''Déshydratation extracellulaire – Baisse TA, parfois collapsus''.","Easy"
"La fièvre dans l’insuffisance surrénale aiguë :","Est absente","Est quasi-constante, sans contexte infectieux","Est toujours le signe d’une infection","Est rare","2","Le document : ''Fièvre quasi-constante, sans contexte infectieux''.","Easy"
"Chez le nouveau-né, une cause fréquente d’insuffisance surrénale aiguë avec perte de sel est :","Adrénoleucodystrophie","Hyperplasie congénitale des surrénales","Tuberculose","Hémorragie surrénale","2","Le document : ''Hyperplasie congénitale des surrénales : autosomique récessif : Fréquent, dépistage systématique, Virilisation des filles, Mélanodermie, PERTE DE SEL ++''.","Easy"
"L’adrénoleucodystrophie est une forme familiale d’insuffisance surrénale chez l’enfant qui touche :","Les filles","Les garçons (liée à l’X)","Les deux sexes","Les nouveau-nés uniquement","2","Le document : ''Adrénoleucodystrophie liée à l'X : garçons, démyélinisation du SNC avec mélanodermie''.","Easy"
"Le test de confirmation de l’insuffisance surrénale primitive repose sur :","Cortisolémie basse avec ACTH bas","Cortisolémie basse avec ACTH élevé","Cortisolémie normale","ACTH bas seul","2","Le document : ''Primitive : ACTH élevé''.","Medium"
"Dans l’insuffisance surrénale secondaire (corticotrope), l’ACTH est :","Élevé","Bas","Normal","Variable","2","Le document : ''Corticotrope : ACTH bas, réponse du cortisol au test au synacthène''.","Medium"
"La règle des 20/20/20 dans le traitement de la déshydratation sévère correspond à :","20 ml/kg en 20 minutes, renouvelable","20 mg/kg en 30 minutes","20 ml/kg en 2 heures","20 mg/kg en 20 secondes","1","Le document : ''Règle des 20/20/20 – 20mn/kg à passer en 20 minutes''. Il y a une ambiguïté. Le document dit : ''Si déshydratation sévère : sérum physiologique 20 mg/kg en 30mn renouvelable'' puis ''Règle des 20/20/20 – 20mn/kg à passer en 20 minutes''. La réponse correcte est 20 ml/kg (ou mg?) en 20 min. Je prends 20 ml/kg.","Medium"
"L’hypoglycémie dans l’insuffisance surrénale aiguë doit être corrigée par :","SGH 10% en flash","Insuline","Glucagon","Hydrocortisone seule","1","Le document : ''Si hypoglycémie : corriger avec SGH 10% en flash''.","Medium"
"La maladie 3A (Achalasie, Alacrymie, Addison) touche :","Le système nerveux central","Le système nerveux végétatif","Le système immunitaire","Les glandes salivaires","2","Le document : ''Maladie 3A : Achalasie, Alacrymie, Addison : anomalies du système végétatif''.","Medium"
