"question","answer","explanation","difficulty"
"L’insuffisance surrénale aiguë met rapidement en jeu le pronostic vital.","True","Document : ''mettant rapidement en jeu le pronostic vital à très court terme''.","Easy"
"Les glandes surrénales sont situées au pôle inférieur des reins.","False","Aux pôles supérieurs.","Easy"
"La zone glomérulée sécrète le cortisol.","False","Selon le document, la zone glomérulée sécrète les glucocorticoïdes (cortisol) – mais c’est une inversion. Le document dit : ''Zone glomérulée : sécrétion de glucocorticoïdes (cortisol)''. Donc vrai selon le document. Je dois suivre le document. Donc vrai.","True","Le document écrit : ''Zone glomérulée : sécrétion de glucocorticoïdes (cortisol)''.","Easy"
"L’aldostérone favorise l’excrétion de potassium et la rétention de sodium.","True","Document : ''Rétention Na et excrétion K''.","Easy"
"Dans l’insuffisance surrénale aiguë, les troubles neurologiques comportent des signes de localisation.","False","Document : ''Sans signe de localisation à l'examen neurologique''.","Easy"
"La fièvre dans l’insuffisance surrénale aiguë est toujours d’origine infectieuse.","False","Document : ''sans contexte infectieux''.","Easy"
"L’hyponatrémie et l’hyperkaliémie sont des signes biologiques caractéristiques.","True","Document.","Easy"
"La cortisolémie effondrée à 8h confirme le diagnostic.","True","Document.","Easy"
"Le test au synacthène est utilisé pour diagnostiquer une insuffisance surrénale primitive.","True","Document : ''réponse du cortisol au test au synacthène''.","Easy"
"L’hyperplasie congénitale des surrénales est une cause fréquente chez le nouveau-né.","True","Document : ''Fréquent, dépistage systématique''.","Easy"
"L’adrénoleucodystrophie touche exclusivement les filles.","False","Garçons.","Easy"
"Le traitement de l’hyperkaliémie sévère associe gluconate de calcium, insuline et glucose.","True","Document.","Easy"
"L’hydrocortisone dans l’insuffisance surrénale aiguë se donne à la dose de 100 mg/kg/j en IV.","True","Document.","Easy"
"La déshydratation extracellulaire se traduit par une TA élevée.","False","Baisse de TA.","Easy"
"La mélanodermie est due à une hypersécrétion d’ACTH.","True","Non explicitement, mais logique. Le document l’associe à l’insuffisance surrénale primitive.","Medium"
"Dans l’insuffisance surrénale secondaire, l’ACTH est élevé.","False","Bas.","Medium"
"La règle des 20/20/20 correspond à 20 mg/kg en 20 minutes.","True","Document.","Medium"
"L’acétate de désoxycorticostérone est un minéralocorticoïde.","True","Document (Syncrotil).","Medium"
"Les situations à risque (fièvre, diarrhée) nécessitent l’arrêt de l’hydrocortisone.","False","Doublement de la dose.","Medium"
"La surveillance clinique doit être horaire.","True","Document : ''Surveillance clinique/h''.","Medium"
"La kaliurèse est augmentée dans l’insuffisance surrénale aiguë.","False","Diminuée (kaliurèse diminuée).","Medium"
"L’hypoglycémie est un signe biologique possible.","True","Document.","Medium"
"La maladie 3A associe achalasie, alacrymie et Addison.","True","Document.","Medium"
"L’hémorragie surrénale néonatale est une forme familiale.","False","Sporadique.","Difficult"
"Le port d’une carte de surrénalien n’est pas utile.","False","Recommandé.","Difficult"
"L’acidose métabolique est fréquente dans l’insuffisance surrénale aiguë.","True","Document.","Difficult"
"La natriurèse est diminuée dans l’insuffisance surrénale aiguë.","False","Augmentée.","Difficult"
"L’hypercalcémie est un signe biologique de l’insuffisance surrénale aiguë.","False","Parfois hypercalciurie, pas hypercalcémie.","Difficult"
