"front","back","cognitive_level"
"Quelle est la première cause de rejet lacté chez le nourrisson ?","Le reflux gastro-œsophagien (RGO).","Recall"
"Quelle est la prévalence du RGO chez le nourrisson avant 5 mois ?","Atteint 2/3 des nourrissons avant 5 mois.","Recall"
"Quelle est la définition du RGO selon le document ?","Passage involontaire et sans effort du contenu gastrique vers l'œsophage, habituel chez les nourrissons pendant les premiers mois de vie.","Recall"
"Quels sont les deux types de RGO ?","RGO physiologique et RGO pathologique.","Recall"
"Citez 3 mécanismes physiopathologiques du RGO chez le nourrisson.","1) Inefficacité du sphincter inférieur de l'œsophage (SIO) ; 2) Relaxations et/ou hypotonies inappropriées transitoires du SIO ; 3) Inadéquation du contenu gastrique (lait >120 ml/kg/j) ; 4) Anomalie anatomique (malposition cardiotubérositaire).","Recall"
"Quelles sont les conséquences du RGO sur l'œsophage et les voies aériennes ?","Brûlure de l'œsophage, lésion des voies aériennes.","Recall"
"Quels sont les signes digestifs du RGO chez le nourrisson ?","Rejets ou régurgitations (per ou postprandiales, changeant de position), signes d'œsophagite (hématémèse, brûlure rétro-sternale, pyrosis, dysphagie ou odynophagie), retard staturo-pondéral (exceptionnel).","Recall"
"Quels sont les 4 signes de l'œsophagite par RGO ?","Hématémèse, brûlure rétro-sternale (pleure), pyrosis (sensation de remontée acide qui brûle au niveau de la gorge), dysphagie ou odynophagie.","Recall"
"Citez 3 signes extra-digestifs pulmonaires du RGO.","Toux à prédominance nocturne, bronchite ou pneumopathie à répétition du lobe moyen, asthme.","Recall"
"Citez 2 signes ORL du RGO.","Dyspnée laryngée (laryngite, dyspnée inspiratoire, stridor), dysphonie.","Recall"
"Quels sont les signes d'un malaise du nourrisson lié au RGO ?","Perte de contact, pâleur, cyanose brutale, hypotonie, bradycardie au cours du RGO.","Recall"
"Quels sont les critères du RGO physiologique ?","Rejets non sanglants et non bilieux, appétit normal, croissance normale, RGO isolé.","Recall"
"Quels sont les critères du RGO pathologique (1 ou plusieurs) ?","Œsophagite, malaise, manifestations ORL, manifestations pulmonaires.","Recall"
"Citez 2 terrains à risque de RGO compliqué.","Encéphalopathe, bronchopathe chronique (anomalie congénitale des cils, n'arrive pas à évacuer les sécrétions).","Recall"
"Quels examens paracliniques ne sont jamais indiqués dans le RGO simple ?","Examens biologiques (JAMAIS) et explorations fonctionnelles digestives (NON INDIQUÉES).","Recall"
"Quand la fibroscopie œsogastrique est-elle indiquée ?","En cas de suspicion d'œsophagite ou d'hématémèse.","Recall"
"Quand la pH-métrie de 24 heures est-elle indiquée ?","Dans les formes extra-digestives : malaise, ORL.","Recall"
"Quand le transit oeso-gastro-duodénal (TOGD) est-il indiqué ?","Pour les formes compliquées et en bilan préopératoire.","Recall"
"Dans quel pourcentage de cas le RGO guérit-il spontanément avant 1 an ?","80% des cas.","Recall"
"Pourquoi le RGO guérit-il souvent avant 1 an ?","Vers 6 mois : diversification alimentaire (aliments non lactés plus lourds restent dans l'estomac). Vers 1 an : le SIO devient plus tonique et fonctionnel.","Understanding"
"Citez 5 mesures hygiéno-diététiques pour le RGO.","1) Réduire la fréquence des changements de position ; 2) Attendre que l'enfant rotte en position verticale ; 3) Position proclive (jamais plat) ; 4) Rassurer les parents ; 5) Épaississement du lait (lait AR ou épaississant type caroube, Gumilk) ; 6) Réduction du volume du biberon (fractionnement) ; 7) Rot en position proclive.","Recall"
"Quel est le rôle de la caroube dans le traitement du RGO ?","Substance qui, au contact d'un liquide, devient épaisse comme de la colle, permettant d'épaissir le lait.","Recall"
"Quel est le traitement médicamenteux du RGO et dans quel cas ?","Inhibiteur de la pompe à protons (IPP) en cas d'œsophagite et/ou nourrisson de plus de 1 an. Oméprazole 20 mg à la dose de 1 mg/kg/j.","Recall"
"Quelle est l'intervention chirurgicale possible pour le RGO et ses indications ?","Fundoplicature de Nissen. Indications exceptionnelles : RGO compliqué, invalidant, rebelle au traitement médical, ou RGO non contrôlé chez terrain particulier (encéphalopathie, atrésie de l'œsophage, hernie diaphragmatique, bronchopathie chronique).","Recall"
"Quelle est la conclusion du document concernant le RGO physiologique ?","RGO physiologique (manilana), disparaît avant 12 mois.","Recall"
"Comparez la prise en charge entre RGO physiologique et RGO pathologique.","RGO physiologique : mesures hygiéno-diététiques suffisantes. RGO pathologique (avec signes extra-digestifs : ORL, malaise) : explorations (pH-métrie, fibroscopie) et traitement médicamenteux voire chirurgical.","Analysis"
"Quel est le signe de gravité digestif sur le bavoir ?","Tache de sang sur le bavoir (hématémèse), signe d'œsophagite.","Recall"
