"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la première cause de rejet lacté chez le nourrisson ?","Le reflux gastro-oesophagien (RGO)","L'intolérance au lactose","La sténose du pylore","L'allergie aux protéines du lait de vache","1","Document: '1ère cause de rejet lacté chez le nourrisson'","Easy"
"Quel pourcentage de nourrissons sont atteints de RGO avant 5 mois ?","Environ 1/3","Environ 2/3","Environ 1/4","Environ 3/4","2","Document: 'Atteint 2/3 des nourrissons avant 5 mois'","Easy"
"Quel est le mécanisme principal du RGO chez le nourrisson ?","Hypertonie du sphincter inférieur de l'œsophage","Relaxations et/ou hypotonies inappropriées du sphincter inférieur de l'œsophage","Hypersécrétion acide","Pression intra-abdominale augmentée","2","Document: 'Relaxations et/ou hypotonies inappropriées transitoires +/- permanente du SIO indépendants de la déglutition'","Easy"
"Quel facteur favorise les régurgitations chez le nourrisson ?","La position assise","Le changement de position","La diversification alimentaire","La position allongée sur le ventre","2","Document: 'Facteur favorisant : CHANGEMENT DE POSITION +++'","Easy"
"Quel signe clinique digestif évocateur d'une œsophagite par RGO chez le nourrisson ?","Constipation","Hématémèse (tache de sang sur le bavoir)","Diarrhée chronique","Météorisme abdominal","2","Document: 'OESOPHAGITE : ... avec tache de sang sur le bavoir ; Hématémèse'","Easy"
"Quel signe extra-digestif pulmonaire peut révéler un RGO ?","Toux à prédominance nocturne","Dyspnée expiratoire","Hémoptysie","Douleur thoracique","1","Document: 'Pulmonaire : Toux à prédominance nocturne (position couchée)'","Easy"
"Quel signe ORL récurrent peut être causé par un RGO ?","Dyspnée laryngée, stridor, dysphonie","Otite moyenne aiguë","Rhinite allergique","Hypertrophie des amygdales","1","Document: 'Signes ORL récurrents : Dyspnée laryngée (laryngite, dyspnée inspiratoire, stridor à la respiration), dysphonie'","Easy"
"Dans le RGO physiologique, quel critère est présent ?","Rejets non sanglants et non bilieux","Œsophagite","Malaise","Retard staturo-pondéral","1","Document: 'RGO physiologique : Rejets non sanglants et non bilieux'","Easy"
"Dans le RGO pathologique, quel critère peut être présent ?","Appétit normal","Croissance normale","Malaise","RGO isolé","3","Document: 'RGO pathologique : Malaise'","Easy"
"Quelle exploration paraclinique est indiquée en cas de suspicion d'œsophagite ou d'hématémèse ?","pH-métrie de 24h","Fibroscopie œsogastrique","Transit oeso-gastro-duodénal","Échographie abdominale","2","Document: 'Fibroscopie œsogastrique : Suspicion d'œsophagite ou hématémèse'","Easy"
"Quel examen est indiqué dans les formes extra-digestives de RGO (malaise, ORL) ?","Fibroscopie","pH-métrie de 24 heures","TOGD","Scanner thoracique","2","Document: 'pH-métrie de 24 heures : Indiquée dans les formes extra-digestives : malaise, ORL'","Easy"
"Quel est le pourcentage de guérison spontanée du RGO avant 1 an ?","50%","60%","70%","80%","4","Document: 'Guérit spontanément dans 80% des cas avant 1 an'","Easy"
"Quelle mesure hygiéno-diététique est recommandée en première intention ?","Mise en position proclive","Traitement par oméprazole","Chirurgie","Suppression des biberons","1","Document: 'Mesures hygiéno-diététiques : toujours ; Position proclive'","Easy"
"Quel épaississant peut être ajouté au lait pour réduire le RGO ?","Caroube","Fécule de maïs","Gélatine","Pectine","1","Document: 'Épaississement du lait artificiel : on utilise de l'amidon, CAROUBE'","Easy"
"Quel est le traitement médicamenteux indiqué en cas d'œsophagite par RGO chez le nourrisson de plus de 1 an ?","Antihistaminiques","Inhibiteur de la pompe à protons (IPP)","Prokinétiques","Antiacides","2","Document: 'Inhibiteur de la pompe à protons (IPP) en cas d'œsophagite et/ou nourrisson plus de 1 an'","Easy"
"Quelle est la posologie de l'oméprazole chez l'enfant selon le document ?","1 mg/kg/jour","2 mg/kg/jour","0,5 mg/kg/jour","1,5 mg/kg/jour","1","Document: 'Oméprazole gélule de 20 mg à la dose de 1mg/kg/jour'","Easy"
