"front","back","cognitive_level"
"Quelle est la définition du syndrome dysentérique ?","Un syndrome dysentérique traduit une inflammation du côlon et du rectum, d’où la présence de sang et de glaire dans les selles.","Recall"
"Quels sont les trois signes de la triade du syndrome dysentérique typique ?","1) Épreinte, 2) Ténesme, 3) Selles glaireuses et sanguinolentes.","Recall"
"Qu’est-ce que l’épreinte dans le syndrome dysentérique ?","Douleur abdominale siégeant au cadre colique, exacerbée en fosse iliaque droite vers le sphincter anal, paroxystique, avec envie impérieuse d’aller à la selle, soulagée par l’émission des selles.","Recall"
"Qu’est-ce que le ténesme dans le syndrome dysentérique ?","Sensation douloureuse de tension du sphincter anal, avec sensation de corps étranger rectal et de faux besoin incessant (émission minime de sang ou de glaire seulement).","Recall"
"Quelles sont les caractéristiques des selles dans le syndrome dysentérique ?","Selles glaireuses, sanguinolentes, parfois mucopurulentes, afécales, odeur fade non fétide, 5 à 15 selles par jour ou plus.","Recall"
"Selon l’approche étiologique, quelles sont les deux grandes catégories de syndromes dysentériques ?","1) Syndrome dysentérique fébrile (bactérienne : shigelloses +++). 2) Syndrome dysentérique non fébrile (dysenterie amibienne, bilharzienne, tumorale, post-antibiotique, MICI).","Recall"
"Quel est le germe le plus fréquent du syndrome dysentérique fébrile ?","Shigellose (Shigella).","Recall"
"Quelles sont les caractéristiques cliniques de la shigellose ?","Incubation de quelques heures à quelques jours, début brusque, syndrome dysentérique fébrile (diarrhées mucosanglantes), parfois manifestations extra-digestives rhumatologiques.","Recall"
"Quels examens complémentaires permettent de diagnostiquer une shigellose ?","Coproculture et sérologie.","Recall"
"Quelles sont les caractéristiques de la dysenterie amibienne ?","Fréquente à Madagascar, début progressif, incubation de quelques jours à quelques semaines, syndrome dysentérique apyrétique, état général bien conservé.","Recall"
"Quelles lésions rectoscopiques évoquent une dysenterie amibienne ?","Tâches purpuriques, exulcérations en « coup d’ongles » avec enduit blanchâtre, abcès en « bouton de chemise », ou aspect érythémateux.","Recall"
"Comment confirme-t-on le diagnostic de dysenterie amibienne ?","Recherche d’amibes hématophages sur selles fraîches émises au laboratoire, et sérologie amibienne positive (peut rester positive jusqu’à 10 mois voire plusieurs années).","Recall"
"Quelles sont les complications de la dysenterie amibienne ?","Abcès hépatique (amibiase hépatique), amoebome colique (pseudo-tumeur).","Recall"
"Quels sont les éléments diagnostiques de la dysenterie bilharzienne ?","Séjour en zone d’endémie et bain en eau douce, éosinophilie sanguine (>500/ml), selles : œufs de bilharzies, sérologie positive (pouvant rester positive jusqu’à 10 ans), coloscopie avec biopsie de la muqueuse rectale montrant un granulome centré par un œuf de Schistosoma.","Recall"
"Quelle est la principale complication de la dysenterie bilharzienne ?","Bilharziose hépatique avec hypertension portale.","Recall"
"Qu’est-ce que la colite pseudo-membraneuse et quel germe la cause ?","Colite post-antibiotique due à Clostridium difficile, survenant environ 3 jours après une antibiothérapie à large spectre (pénicillines, macrolides, lincomycine, quinolones), surtout chez les personnes âgées.","Recall"
"Quelles sont les caractéristiques cliniques et endoscopiques de la colite pseudo-membraneuse ?","Clinique : AEG, diarrhée abondante avec sang et fausses membranes, douleur abdominale. Endoscopie : plaques jaunâtres adhérentes. Diagnostic : recherche de toxines de Clostridium difficile dans les selles.","Recall"
"Qu’est-ce que la colite hémorragique due à l’ampicilline ?","Colite survenant entre le 2ème et 7ème jour après prescription d’ampicilline, avec diarrhée sanglante. Coloscopie : suffusions hémorragiques (« la muqueuse pleure le sang »).","Recall"
"Quelles sont les causes non infectieuses de syndrome dysentérique ?","Cancer du côlon ou du rectum (sujet >40 ans, résistance au traitement), colites primitives (maladie de Crohn, RCH), colites ischémiques (sujets âgés), poussée de colopathie fonctionnelle (rare).","Recall"
"Un patient présente un syndrome dysentérique avec fièvre, début brutal, après un repas contaminé. Quel est le diagnostic le plus probable et quel examen demandez-vous ?","Shigellose. Examen : coproculture.","Application"
"Un patient revient d’un séjour en zone d’endémie bilharzienne, présente un syndrome dysentérique apyrétique, une éosinophilie à 800/ml, et des œufs de bilharzies dans les selles. Quel est le diagnostic ?","Dysenterie bilharzienne (Schistosoma mansoni, intercalatum ou japonicum).","Application"
"Un patient âgé de 70 ans, sous ampicilline depuis 5 jours pour une infection bronchique, présente une diarrhée sanglante abondante. À la coloscopie, la muqueuse colique semble « pleurer le sang ». Quel diagnostic ?","Colite hémorragique due à l’ampicilline.","Analysis"
"Un patient de 45 ans, sans fièvre, présente un syndrome dysentérique évoluant depuis 3 semaines, résistant au traitement antiparasitaire. Il a perdu 5 kg. Quel diagnostic faut-il éliminer en priorité ?","Cancer du côlon ou du rectum (sujet >40 ans, résistance au traitement, AEG).","Analysis"
"Quel est l’examen clé pour diagnostiquer une dysenterie amibienne en complément de la rectoscopie ?","Recherche d’amibes hématophages sur selles fraîches émises au laboratoire.","Recall"
