"front","back","cognitive_level"
"Quel est l'agent responsable de la varicelle ?","Le VZV (Virus Zona Varicelle), également appelé Herpès virus type 3.","Recall"
"Quel est le pourcentage d'enfants atteints par la varicelle avant 10 ans ?","90% avant 10 ans.","Recall"
"Citez 4 populations à risque de formes sévères de varicelle.","<1 an, adulte, femme enceinte, immunodéprimés.","Recall"
"Quelle est la durée d'incubation de la varicelle ?","14 jours.","Recall"
"Quelle est la période de contagiosité de la varicelle ?","1 à 2 jours avant l'apparition des vésicules jusqu'à J7.","Recall"
"Quels sont les 2 modes de transmission de la varicelle ?","Transmission directe par les lésions cutanéomuqueuses ou par voie respiratoire (24-48h précédant l'éruption).","Recall"
"Quels sont les signes de la phase d'invasion (2 jours) de la varicelle ?","Fièvre modérée, rash scarlatiniforme fugace pré-éruptif (rare).","Recall"
"Quand débute la phase éruptive de la varicelle ?","2 semaines après le contage.","Recall"
"Quel est l'aspect de l'exanthème de la varicelle ?","Vésicules devenant croûteuses et prurigineuses de J4 à J10, siège diffus (y compris cuir chevelu), évolution par 2 à 3 poussées successives (éléments d'âge différent).","Recall"
"Quels sont les 3 signes associés à la phase éruptive de la varicelle ?","Fièvre modérée, énanthème buccal érosif, micropolyadénopathie, état général souvent conservé.","Recall"
"Quelles sont les 2 principales bactéries responsables des surinfections cutanées de la varicelle ?","Staphylococcus aureus, Streptococcus pyogenes.","Recall"
"Citez 2 complications neurologiques de la varicelle.","Crises fébriles, cérébellite.","Recall"
"Qu'est-ce que le syndrome de Reye et comment est-il déclenché ?","Lésions cutanées et atteinte hépatique, survenant si l'on donne de l'aspirine (AINS) lors de la varicelle.","Recall"
"Quels examens paracliniques permettent la confirmation diagnostique de la varicelle chez l'immunodéprimé ?","PCR spécifique VZV, IgM spécifiques sériques en phase aiguë.","Recall"
"Quel est le traitement des formes habituelles de varicelle ?","Ambulatoire, symptomatique : antiseptique (chlorhexidine 2x/j), ongles coupés, antihistaminique, paracétamol (pas d'AINS), antibio si surinfection.","Recall"
"Quel antiseptique est recommandé pour les lésions cutanées de varicelle ?","Antiseptique non alcool, non de couleur rouge, à base de chlorhexidine 2 fois par jour.","Recall"
"Les AINS sont-ils recommandés dans la varicelle ?","Non, contre-indication des AINS (risque de syndrome de Reye).","Recall"
"Quelles sont les mesures préventives autour d'un cas de varicelle ?","Fréquentation de la collectivité non recommandée ; pas d'éviction scolaire obligatoire ; éviter le contact avec sujets à risque ; si hospitalisation : isolement +++ ; vaccination non recommandée systématiquement.","Recall"
"Comparez la contagiosité de la varicelle avant et après l'éruption.","Contagiosité : 1 à 2 jours avant l'apparition des vésicules jusqu'à J7 (donc déjà contagieux avant l'éruption).","Understanding"
"Quel est le signe caractéristique des vésicules de varicelle quant à leur évolution ?","Évolution par 2 à 3 poussées successives, donnant des éléments d'âge différent (vésicules, croûtes, etc. coexistent).","Recall"
"Peut-on se laver pendant la varicelle ?","Oui, 'Afaka mandro fa tsy milona ela be : mandro aingana++' (se laver rapidement, pas de bain prolongé).","Recall"
"Y a-t-il des aliments interdits pendant la varicelle ?","Non, 'tsy misy sakafo fady: masaka sy madio tsara dia ampy' (pas d'aliments interdits, cuits et propres suffisent).","Recall"
