"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'agent responsable de la varicelle ?","Virus Herpès simplex","Virus zona varicelle (VZV), Herpès virus type 3","Virus de la rougeole","Paramyxovirus","2","Document: 'Agent : Herpès virus type 3 ou VZV'","Easy"
"Quelle est la durée d'incubation de la varicelle ?","7 jours","10 jours","14 jours","21 jours","3","Document: 'Incubation : 14 j'","Easy"
"Quelle est la période de contagiosité de la varicelle ?","1 à 2 jours avant l'éruption jusqu'à J7","Pendant l'incubation uniquement","Uniquement pendant la phase de vésicules","Jusqu'à la disparition des croûtes","1","Document: 'Contagiosité : 1à 2 j avant l'apparition des vésicules jusqu'à J7'","Easy"
"Quel est le mode de transmission de la varicelle ?","Par voie sanguine","Par les lésions cutanéomuqueuses ou voie respiratoire","Par voie transplacentaire","Par contact indirect","2","Document: 'Transmission directe : Par les lésions cutanéomuqueuses ou voie respiratoire 24-48 h précédant l'éruption'","Easy"
"Quelle est la forme clinique de la varicelle chez l'enfant immunocompétent ?","Grave","Sévère","Habituellement bénigne","Mortelle","3","Document: 'Formes sévères chez <1 an, adulte, femme enceinte, immunodéprimés' (donc enfant immunocompétent : bénigne)","Easy"
"Quel est le traitement de la fièvre dans la varicelle ?","AINS","Aspirine","Paracétamol","Ibuprofène","3","Document: 'Fièvre : moyens physiques, paracétamol ; Contre-indication des AINS'","Easy"
"Quel est l'aspect caractéristique de l'éruption de la varicelle ?","Macules puis papules","Vésicules devenant croûteuses, prurigineuses, avec éléments d'âge différent","Pustules","Bulle hémorragique","2","Document: 'Vésicules devenant croûteuses et prurigineuses ; 2 à 3 poussées successives (éléments d'âge différent)'","Easy"
"Quelle complication neurologique peut survenir lors de la varicelle ?","Méningite","Encéphalite","Cérébellite","Myélite","3","Document: 'Neurologique : Crises fébriles, Cérébellite'","Medium"
"Quel syndrome est associé à la prise d'aspirine lors de la varicelle ?","Syndrome de Kawasaki","Syndrome de Reye","Syndrome de Guillain-Barré","Syndrome de Stevens-Johnson","2","Document: 'Syndrome de Reye (si aspirine :-> lésion and peau, atteinte hépatique)'","Medium"
"Quel est le traitement de la surinfection bactérienne des lésions de varicelle ?","Antiviral","Antibiotique","Antihistaminique","Corticoïde","2","Document: 'Antibiotique si surinfections bactériennes'","Medium"
"Quel est le principal germe responsable des surinfections cutanées dans la varicelle ?","Streptococcus pneumoniae","Staphylococcus aureus et Streptococcus pyogenes","Escherichia coli","Pseudomonas aeruginosa","2","Document: 'Surinfections bactériennes : Staphylococcus aureus, Streptococcus pyogenes'","Medium"
"Quel examen de confirmation est utilisé chez les immunodéprimés ?","NFS","PCR spécifique VZV ou IgM spécifiques","Radiographie","Échographie","2","Document: 'Examens de confirmation : PCR spécifique VZV, IgM spécifiques sériques en phase aiguë'","Medium"
"Un enfant de 2 ans a une varicelle. Sa mère est enceinte. Quelle est la conduite à tenir ?","Aucune précaution","Éviter le contact avec la mère car forme sévère chez la femme enceinte","Vacciner la mère","Donner des antiviraux à la mère","2","Document: 'Formes sévères chez ... femmes enceintes ; Éviter le contact avec les sujets à risque'","Difficult"
"Un enfant a une varicelle avec des vésicules prurigineuses. Quel traitement local est recommandé ?","Antiseptique à base de chlorhexidine 2 fois par jour","Antiseptique alcoolique","Antiseptique de couleur rouge","Pommade à la cortisone","1","Document: 'Antiseptique (non alcool, non de couleur rouge, mais à base de chlorhexidine 2 fois par jour)'","Difficult"
