"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de la néphropathie lupique selon le document ?","Présence de protéinurie > 1g/24h","Présence de protéinurie > 0,5 g/24h ou 3+ et/ou hématurie, leucocyturie, hémoglobinurie, cellules tubulaires","Présence d'œdèmes uniquement","Présence d'une HTA isolée","2","Le document définit : ''Néphropathie lupique : présence de protéinurie > 0,5 g/24h ou 3+ et/ou hématurie, leucocyturie, hémoglobinurie, cellules tubulaires''.","Easy"
"Quel est le pourcentage de lupiques ayant une néphropathie lupique au moment du diagnostic ?","25%","35%","45%","55%","2","Le document indique : ''35% des lupiques ont une NL au moment du diagnostic''.","Easy"
"Quel est le pourcentage de lupiques développant une néphropathie lupique durant 10 ans d'évolution ?","40%","50%","60%","70%","3","Le document précise : ''Durant 10 ans d'évolution, apparition de NL dans 60% des cas''.","Easy"
"Quel type de dysfonction tubulaire est associé à la présence d'auto-anticorps dirigés contre les constituants des cellules intercalaires ?","Acidose tubulaire proximale","Acidose tubulaire distale","Alcalose tubulaire","Trouble de concentration","2","Le document indique : ''Dysfonction tubulaire distale -> acidose tubulaire liée à la présence d'auto-Ac dirigés contre les constituants des cellules intercalaires''.","Easy"
"Quelle est la classe histologique de néphropathie lupique avec microscopie optique normale ?","Classe I","Classe II","Classe III","Classe IV","1","Le document précise : ''Classe I : optique normale''.","Easy"
"Quelle est la classe histologique caractérisée par une prolifération mésangiale (fréquence 10-20%) ?","Classe I","Classe II","Classe III","Classe V","2","Le document indique : ''Classe II : prolifération mésangiale (fréquence 10 à 20%) : GN mésangiale (II)''.","Easy"
"Quelle est la classe histologique caractérisée par une prolifération endo +/- extracapillaire focale (<50% des glomérules) ?","Classe II","Classe III","Classe IV","Classe V","2","Le document précise : ''Classe III : prolifération endo +/- extracapillaire focale (< 50% des glomérules)''.","Easy"
"Quelle est la classe histologique la plus fréquente des néphropathies lupiques (50%) ?","Classe II","Classe III","Classe IV","Classe V","3","Le document indique : ''Classe IV : prolifération endo +/- extracapillaire diffuse (> 50% des glomérules) - 50% parmi les Néphropathies lupiques''.","Easy"
"Quelle classe histologique correspond à une glomérulonéphrite extra-membraneuse (fréquence 10-20%) ?","Classe III","Classe IV","Classe V","Classe VI","3","Le document précise : ''Classe V : Glomérulonéphrite extra-membraneuse ; fréquence : 10 - 20%''.","Easy"
"Quelle classe histologique correspond à une glomérulonéphrite sclérosante (>90% des glomérules sclérosés) ?","Classe IV","Classe V","Classe VI","Classe III","3","Le document indique : ''Classe VI : Glomérulonéphrite sclérosante - 90% des glomérules globalement sclérosés''.","Easy"
