"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la prévalence de la colopathie fonctionnelle dans la population générale selon le document ?","5-10%","10-15%","20-30%","30-40%","3","Le document indique : 'Très fréquente : 20 - 30 % de la population'.","Easy"
"Quel est le sexe le plus touché par la colopathie fonctionnelle ?","Hommes","Femmes","Égal","Enfants","2","Le document précise : 'Prédominance féminine : 1 homme/3 femmes'.","Easy"
"Quel est le pic de fréquence de la colopathie fonctionnelle ?","20-30 ans","30-40 ans","40-50 ans","50-60 ans","2","Le document indique : 'Pic de fréquence : 30 à 40 ans'.","Easy"
"Quelle est la proportion des motifs de consultation en gastro-entérologie représentée par la colopathie fonctionnelle ?","Un quart","La moitié","Les trois quarts","Un dixième","2","Le document mentionne : 'Moitié des motifs de consultation en GE'.","Easy"
"Quels sont les trois éléments de la triade clinique évocatrice de colopathie fonctionnelle ?","Nausées, vomissements, diarrhée","Douleur abdominale, trouble du transit, ballonnement abdominal","Fièvre, douleur, constipation","Hémorragie, douleur, anémie","2","Le document liste la triade : 'Douleur abdominale, Trouble du transit, Ballonnement abdominal'.","Easy"
"Quel pourcentage de patients atteints de colopathie fonctionnelle présentent une douleur abdominale ?","70%","80%","90%","95%","3","Le document indique : 'Douleur abdominale : 90%'.","Easy"
"Quel facteur soulage la douleur abdominale dans la colopathie fonctionnelle ?","Le repos","L'émission de gaz et de selles","La prise d'anti-inflammatoires","Le jeûne prolongé","2","Le document précise : 'Soulagée par l'émission de gaz et de selles'.","Easy"
"Quel examen complémentaire est le plus souvent indiqué pour éliminer une cause organique ?","Lavement baryté","Coloscopie","Scanner abdominal","IRM","2","Le document indique : 'Coloscopie : Indication large (ne pas hésiter) ... Résultat normal' et 'examens complémentaires : pour éliminer une cause organique : +++ coloscopie'.","Easy"
"Selon le document, à partir de quel âge et en présence d'antécédents familiaux de cancer colorectal au premier degré, la coloscopie est systématique ?","> 30 ans","> 40 ans","> 50 ans","Quel que soit l'âge","2","Le document mentionne : '> 40 ans et antécédents familiaux de cancer recto-colique (1er degré) : systématiquement'.","Easy"
"Quel est le résultat typique de la coloscopie dans la colopathie fonctionnelle ?","Normal","Polypes","Inflammation","Tumeur","1","Le document indique : '--> Résultat normal' après coloscopie.","Easy"
"Quel neurotransmetteur est libéré en excès dans les troubles de la sensibilité digestive selon le document ?","Sérotonine (5HT3)","Dopamine","Acétylcholine","Noradrénaline","1","Le document mentionne : 'Libération excessive de 5HT3 (neurotransmetteur sécrété par les neurones de la douleur)'.","Easy"
"Selon le document, quel est le pourcentage de survenue d'un trouble fonctionnel intestinal après une gastroentérite ?","10%","15%","20%","25%","3","Le document indique : 'Gastroentérite -> TFI (20%)'.","Easy"
"Quels sont les trois types de diagnostics différentiels des douleurs sous-ombilicales cités ?","Biliaires, gastro-duodénales, pancréatique","Colique néphrétique, pathologie gynécologique, sigmoïdite, appendicite","Cancer, colite, hypothyroïdie","Médicamenteuse, endocrinienne, tumeur villeuse","2","Le document liste pour douleurs sous-ombilicales : 'Colique néphrétique, Pathologie gynécologique, Sigmoïdite, Appendicite'.","Easy"
"Quelle est la nature de la colopathie fonctionnelle ?","Maladie dégénérative","Pathologie bénigne","Maladie inflammatoire chronique","Tumeur maligne","2","Le document précise : 'Pathologie bénigne'.","Easy"
"Quel est l'effet de l'expulsion de gaz et de selles sur le ballonnement abdominal ?","Aggravation","Amélioration","Pas de changement","Augmentation des douleurs","2","Le document indique : 'Expulsion (émission de gaz et de selles) : amélioration du ballonnement et de la douleur'.","Easy"
"Selon le document, quel bilan biologique est demandé surtout en cas de diarrhée ?","Bilan inflammatoire","Hémogramme","TSH-T4","Ferritinémie","3","Le document mentionne : 'TSH-T4(surtout si diarrhée)'.","Easy"
"Expliquez le mécanisme de l'hyperactivité des contractions segmentaires recto-sigmoïdiennes dans la colopathie fonctionnelle.","Elle entraîne une constipation de type terminal appelée dyschésie.","Le document indique : 'Hyperactivité des contractions segmentaires recto-sigmoïdiennes (-> constipation de type terminal : dyschésie)'.","Medium"
"Quels sont les trois types de troubles de la motricité décrits dans la colopathie fonctionnelle ?","Hyperactivité des contractions segmentaires (dyschésie), diminution des contractions (constipation), spasmes avec ralentissement ou accélération du transit.","Le document les énumère dans 'Troubles de la motricité'.","Medium"
"Quels sont les trois mécanismes expliquant l'hypersensibilité digestive dans la colopathie fonctionnelle ?","Augmentation de la sensibilité des récepteurs, libération excessive de 5HT3, atteinte centrale (trouble de l'intégration des messages sensitifs digestifs).","Document dans 'Explications'.","Medium"
"Quels sont les facteurs psychologiques et sociologiques associés à la colopathie fonctionnelle selon le document ? (Citez-en quatre)","Stress, événements antérieurs (abus sexuels, contraintes physiques), dépression/anxiété, prédominance féminine, citadin > campagnard, intellectuels > manuels.","Document dans 'Troubles psychologiques'.","Medium"
"Quels sont les trois critères d'association des douleurs abdominales selon les critères de ROME IV ?","Amélioration après la défécation, modification de la fréquence des selles, modification de la consistance des selles (Classification de BRISTOL).","Document dans 'Critères de ROME IV'.","Medium"
"Quelles sont les trois étiologies à éliminer devant une constipation dans le diagnostic différentiel ?","Cancer, colite inflammatoire, hypothyroïdie.","Document dans 'Diagnostic différentiel : Constipation'.","Medium"
"Quelles sont les trois étiologies à éliminer devant une diarrhée chronique ?","Médicamenteuse, endocrinienne, pathologie organique (cancer colo-rectal, tumeur villeuse).","Document dans 'Diarrhée chronique'.","Medium"
"Quels sont les quatre types de formes cliniques incomplètes de colopathie fonctionnelle ?","Douleur abdominale sans trouble du transit, douleur + diarrhée, douleur + constipation, douleur + alternance diarrhée-constipation.","Document dans 'Formes cliniques'.","Medium"
"Quels sont les trois facteurs aggravant la douleur abdominale dans la colopathie fonctionnelle ?","Repas copieux, stress, fatigue.","Document dans 'Aggravée par'.","Medium"
"Quels sont les trois facteurs déclenchant les poussées de colopathie fonctionnelle ?","Surmenage, stress, écart de régime.","Document dans 'Poussée'.","Medium"
"Quel est le résultat du test au ballonnet chez les sujets sains en termes de simple gêne ?","5%","Le document indique : 'Simple gêne : 5% (sujets sains)'.","Medium"
"Quels sont les trois diagnostics différentiels des douleurs sus-ombilicales ?","Biliaires, gastro-duodénales, pancréatique.","Document dans 'Douleurs abdominales sus-ombilicales'.","Medium"
"Selon le document, quels sont les deux critères de diagnostic les plus connus pour la colopathie fonctionnelle ?","Critères de MANNING et critères de ROME IV.","Document dans 'Critères de diagnostic'.","Medium"
"Quel est le pourcentage de la population générale atteint de colopathie fonctionnelle ?","20-30%","Document introduction.","Easy"
"Quel est l'élément clé de l'examen physique dans la colopathie fonctionnelle ?","Normal","Document : 'Examen physique avec TR : normal' et 'pas d'AEG'.","Easy"
"Quel examen est rarement demandé, sauf si coloscopie incomplète ?","Lavement baryté","Document : 'Rarement demandé sauf si coloscopie incomplète'.","Easy"
"Quel est le rôle de la biologie dans le bilan de la colopathie fonctionnelle ?","Normal, pour éliminer une cause organique","Document : 'Bilan inflammatoire, Hémogramme, TSH-T4... --> Normal'.","Easy"
"Quelle est l'évolution typique de la colopathie fonctionnelle ?","Maladie chronique avec périodes de poussée et d'accalmie","Document : 'Maladie chronique, c'est plus un "état"... Période de poussée et période d'accalmie'.","Easy"
"Quel est le piège diagnostique principal à éviter selon le document ?","Ne pas passer à côté de maladies organiques","Document : '!!!: ne pas passer à côtés d'éventuelles maladies organiques'.","Easy"
