"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d'une crise épileptique selon le document ?","Maladie chronique caractérisée par la répétition des crises","Évènement clinique transitoire dû à une activité excessive et anormale d'un groupe de neurones","Crise motrice uniquement","Convulsion hyperthermique","2","Le document donne cette définition.","Easy"
"Quelle est la différence entre une crise occasionnelle et l'épilepsie ?","La crise occasionnelle est une réponse à une maladie passagère, l'épilepsie est une affection chronique avec répétition des crises","Il n'y a pas de différence","La crise occasionnelle est toujours fébrile","L'épilepsie ne survient que chez l'adulte","1","Le document : 'Crise occasionelle : crises épileptiques, qui ne s'inscrivent pas dans le cadre d'une maladie épileptique : réponse à une maladie passagère. Épilepsie : affection chronique caractérisée par la répétition des crises épileptiques'.","Easy"
"Quel pourcentage des nourrissons sont touchés par les convulsions ?","2-4%","4-8%","8-12%","10-15%","2","Le document : 'Touchent 4-8% des nourrissons'.","Easy"
"Quelle est la particularité des convulsions fébriles ?","Elles sont rares","Elles touchent 50% des enfants","Pronostic rassurant","Elles sont toujours compliquées","3","Le document : 'Moitié : convulsions fébriles, pronostic rassurant'.","Easy"
"Quelle est la durée maximale d'une convulsion hyperthermique simple ?","Moins de 5 minutes","Moins de 15 minutes","Moins de 30 minutes","Moins de 60 minutes","2","Le document : 'Durée : 1-3 mn (moins de 15 mn)'.","Easy"
"Quelle est la température seuil pour parler de convulsion hyperthermique ?","> 37,5°C","> 38°C","> 38,5°C","> 39°C","3","Le document : 'convulsion avec T° >38,5°C'.","Easy"
"Quel pourcentage d'antécédents familiaux dans les convulsions hyperthermiques ?","15%","30%","45%","50%","2","Le document : 'Histoire familiale : 30 % des cas'.","Easy"
"Quel est le risque de récidive d'une convulsion hyperthermique si la première crise survient avant 1 an ?","10%","30%","50%","70%","3","Le document : 'Récidive : 50% si 1ère crise avant 1an'.","Easy"
"Quel est le risque de récidive après 3 ans ?","5%","10%","20%","30%","2","Le document : '10% après 3 ans'.","Easy"
"Quel pourcentage des enfants ayant des convulsions hyperthermiques deviendront épileptiques ?","1-2%","2-3%","5-6%","10%","2","Le document : '2 à 3 % deviendront épileptiques'.","Easy"
"Quel est le traitement de la crise convulsive selon le PCIME ?","Paracétamol","Diazépam en IR 0,5 mg/kg sans dépasser 10 mg","Phénobarbital","Phénytoïne","2","Le document : 'La prise en charge : Diazepam en IR 0,5mg/kg sans dépasser 10mg'.","Easy"
"Quelle est la particularité de l'EEG dans la convulsion hyperthermique simple ?","Anormal","Normal","Montre des bouffées synchrones","Montre des pointes-ondes","2","Le document : 'EEG normal'.","Easy"
"Quelle est la durée définissant un état de mal convulsif ?","Plus de 5 minutes","Plus de 10 minutes","Plus de 15 minutes","Plus de 30 minutes","3","Le document : 'État de mal convulsif : Une crise qui dure plus de 15 mn ou crise itérative sans reprise de conscience'.","Medium"
"Quels sont les trois types de convulsions hyperthermiques compliquées (complexes) ?","Crise unilatérale, prolongée (>15 mn), répétée dans le même épisode fébrile","Crise généralisée, brève, unique","Crise avec fièvre >40°C","Crise avec déficit post-critique","1","Le document : 'Crises unilatérales ou avec un déficit post critique asymétrique, prolongée (plus de 15 mn), Répétées au cours du même épisode fébrile'.","Medium"
"Quels sont les diagnostics différentiels des convulsions chez l'enfant de moins d'un an ?","RGO (syndrome de Sandifer), malaise cardiaque, apnée, trémulation, myoclonies du sommeil","Syncope vagale, spasme du sanglot","Terreurs nocturnes, crises d'hystérie","Vertige paroxystique bénin","1","Le document les liste.","Medium"
"Quels sont les diagnostics différentiels chez l'enfant de plus d'un an ?","Syncope vagale, malaise cardiaque, spasme du sanglot, vertige paroxystique bénin, terreurs nocturnes, crises d'hystérie, myoclonies du sommeil","RGO, apnée, trémulation","Myoclonies uniquement","Troubles métaboliques","1","Le document les liste.","Medium"
"Quels sont les signes en faveur d'une épilepsie (début d'épilepsie) ?","Récurrence, lien avec le sommeil, retard psychomoteur, examen neurologique anormal","Fièvre élevée, âge <6 mois","Crise unique, examen normal","Crise brève","1","Le document les donne.","Medium"
"Quelles sont les phases d'une crise grand mal (tonico-clonique généralisée) ?","Phase tonique, phase clonique, phase résolutive (stertoreuse)","Phase d'aura, phase tonique, phase post-critique","Phase clonique uniquement","Phase d'absence","1","Le document décrit ces phases.","Medium"
"Quels sont les signes de la phase résolutive (stertoreuse) ?","Hypertonie, morsure de langue","Hypotonie de tous les muscles, perte involontaire d'urine (relâchement sphinctérien), amnésie","Cyanose, blocage respiratoire","Convulsions cloniques","2","Le document les cite.","Medium"
"Quel est un diagnostic différentiel important chez le nourrisson de 12 mois qui pleure beaucoup et bloque sa respiration ?","Spasme du sanglot","Syncope vagale","RGO","Myoclonies du sommeil","1","Le document : 'Spasme du sanglot (nourrisson de 12 mois qui pleure beaucoup et à la fin bloque la respiration, cyanose et convulsion ; va répéter cette crise jusqu'à un certain âge)'.","Medium"
"Quelle est la particularité des myoclonies du sommeil ?","Elles sont pathologiques","Elles sont bénignes et ne sont pas des convulsions","Elles nécessitent un traitement","Elles sont associées à l'épilepsie","2","Le document les cite comme diagnostic différentiel chez le nourrisson.","Medium"
"Quel est le risque de récidive d'une convulsion hyperthermique si la température au moment de la première crise est peu élevée ?","Facteur de risque de récidive","Non significatif","Diminue le risque","Augmente le risque","1","Le document : 'Facteur de risque : Température au moment de la 1ère crise (fièvre peu élevée)'.","Medium"
"Quelle est l'attitude du PCIME face à une crise convulsive ?","Traiter à domicile","Référer (crise convulsive = grave, il faut référer)","Donner du paracétamol","Hospitaliser en réanimation","2","En PCIME : crise convulsive = grave, il faut référer","Medium"
"Quels sont les mouvements observés lors d'une crise convulsive ?","Toniques, cloniques, tonico-cloniques, révulsion oculaire, hypersialorrhée","Tremblements, myoclonies, spasmes","Secousses uniquement","Atonie","1","Le document les cite.","Medium"
"Quelle est la particularité de la phase tonique d'une crise grand mal ?","Blocage de la respiration et cyanose","Hypersialorrhée","Perte d'urine","Amnésie","1","Le document le décrit.","Medium"
"Un enfant a une première convulsion à 10 mois avec fièvre à 38,5°C. La crise dure 2 minutes, généralisée. L'examen neurologique est normal. Quel diagnostic ?","Convulsion hyperthermique simple","Convulsion hyperthermique complexe","Épilepsie","Méningite","1","Critères : âge 6 mois-5 ans, fièvre >38,5°C, crise généralisée <15 min, unique, examen normal.","Difficult"
"Un enfant a une convulsion unilatérale durant 20 minutes, puis déficit post-critique du membre correspondant. Il refait une deuxième crise le même jour. Quel diagnostic ?","Convulsion hyperthermique simple","Convulsion hyperthermique complexe","Épilepsie","Infection du SNC","2","Critères : crise unilatérale, prolongée (>15 mn), répétée.","Difficult"
"Un enfant de 18 mois a une syncope avec perte de connaissance brève après un choc émotionnel. Quel diagnostic différentiel ?","Syncope vagale","Spasme du sanglot","Épilepsie","Myoclonies","1","Le document cite 'Syncope vagale' comme diagnostic différentiel chez >1 an.","Difficult"
"Un enfant a des spasmes en flexion par salves, avec retard psychomoteur. Quel diagnostic selon la fin du document ?","Syndrome de West","Épilepsie grand mal","Convulsion hyperthermique","Myoclonies","1","Le document termine par 'Syndrome de West : spasme en flexion'.","Difficult"
"Un enfant a une convulsion, l'EEG montre des bouffées synchrones à 3 cycles/s. Quelle épilepsie ?","Absence épileptique (Petit Mal)","Grand Mal","Syndrome de West","Focale","1","Le document mentionne 'EEG : Bouffées synchrones à 3 cycles /s etc.' pour l'épilepsie grand mal ? Non, c'est pour les absences. Le document dit 'Bouffées synchrones à 3 cycles /s' mais sans préciser.","Difficult"
