"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d'un syndrome néphrotique (SN) ?","Protéinurie > 30 mg/kg/24h","Protéinurie > 50 mg/kg/24h","Protéinurie > 100 mg/kg/24h","Protéinurie > 1 g/24h","2","Document: 'forte protéinurie (50 mg/kg /24h)'","Easy"
"Qu'est-ce qu'un syndrome néphrotique pur ?","SN avec HTA","SN avec hématurie","SN isolé sans HTA, hématurie ni insuffisance rénale","SN avec insuffisance rénale","3","Document: 'Si tableau isolé : SN pur' et SN impur défini par HTA, hématurie ou IR","Easy"
"Quel est l'âge de prédilection de la néphrose lipoïdique ?","0-1 an","2-6 ans","7-12 ans","Adolescent","2","Document: 'Âge : surtout entre 2-6 ans'","Easy"
"Quel est le sexe ratio du syndrome néphrotique chez l'enfant ?","1 garçon pour 1 fille","2 garçons pour 1 fille","3 garçons pour 1 fille","1 garçon pour 3 filles","3","Document: 'Sexe : 3 garçons / 1 fille'","Easy"
"Quel est le premier signe clinique du syndrome néphrotique au réveil ?","Œdèmes des paupières et des membres inférieurs","Hématurie","HTA","Fièvre","1","Document: 'Au réveil : syndrome œdémateux périphérique : paupières, et déclive (lombes, chevilles)'","Easy"
"Quelle est la caractéristique des œdèmes du syndrome néphrotique ?","Durs, douloureux, ne prenant pas le godet","Blancs, mous, indolores, prenant le godet","Rouges, chauds, douloureux","Localisés au visage uniquement","2","Document: 'Blanc, mou, indolore, prenant le godet'","Easy"
"Quelle est la valeur de la protéinurie dans le syndrome néphrotique ?","> 30 mg/kg/24h","> 50 mg/kg/24h","> 70 mg/kg/24h","> 100 mg/kg/24h","2","Document: 'Protéinurie>50mg/kg/j'","Easy"
"Quelle est l'hypoprotidémie caractéristique du SN ?","< 70 g/l","< 60 g/l","< 50 g/l","< 40 g/l","2","Document: 'Hypoprotidémie <60 g/l'","Easy"
"Quelle est l'hypoalbuminémie caractéristique du SN ?","< 40 g/l","< 30 g/l","< 20 g/l","< 10 g/l","2","Document: 'Hypoalbuminémie <30 g/l'","Easy"
"Quel trouble lipidique est constant dans le SN ?","Hypolipidémie","Hyperlipidémie franche","Hypertriglycéridémie isolée","Hypercholestérolémie modérée","2","Document: 'Hyperlipidémie franche : Lipides totaux, TG, cholestérol : élevés'","Easy"
