"question","answer","explanation","difficulty"
"Le syndrome néphrotique est défini par une protéinurie > 50 mg/kg/24h.","True","Document: 'forte protéinurie (50 mg/kg /24h)'","Easy"
"Le syndrome néphrotique pur associe HTA et hématurie.","False","Document: 'SN pur' isolé sans HTA, hématurie ni IR","Easy"
"La néphrose lipoïdique survient surtout entre 2 et 6 ans.","True","Document: 'Âge : surtout entre 2-6 ans'","Easy"
"Les œdèmes du syndrome néphrotique sont durs et douloureux.","False","Document: 'Blanc, mou, indolore, prenant le godet'","Easy"
"L'hypoalbuminémie est < 30 g/l dans le SN.","True","Document: 'Hypoalbuminémie <30 g/l'","Easy"
"L'hyperlipidémie est constante dans le SN.","True","Document: 'Hyperlipidémie franche'","Easy"
"Le SN expose à un risque de thrombose.","True","Document: 'hypercoagulabilité du sang et risque important de thrombose'","Easy"
"La PBR est systématique devant tout SN.","False","Document: 'Indication particulière' non systématique","Easy"
"Le traitement de première intention du SN est la ciclosporine.","False","Document: 'Corticoïdes (Prednisolone 2mg/kg/j)'","Easy"
"La cortico-résistance est définie par une récidive après arrêt des corticoïdes.","False","Document: 'persistance après 4 semaines de corticothérapie'","Medium"
"Le SN secondaire représente 10% des cas.","True","Document: '10% secondaire à une maladie générale'","Medium"
"La lésion glomérulaire la plus fréquente est la hyalinose segmentaire et focale.","False","Document: 'Lésion glomérulaire minime : fréquent'","Medium"
"Le SN congénital survient avant 3 mois.","True","Document: 'Congénitale : avant 3 mois'","Medium"
"Le SN finlandais est de transmission autosomique dominante.","False","Document: 'autosomique récessive'","Medium"
"La PBR est contre-indiquée en cas d'infection urinaire.","True","Document: 'CI si Infection urinaire'","Medium"
"Le régime du SN est désodé et riche en protéines.","True","Document: 'Régime (désodé, riche en protéines)'","Medium"
"Les vaccins vivants atténués sont contre-indiqués dans le SN.","True","Document: 'sauf vivants atténués (BCG, polio, ATR) sont contre-indiqués'","Medium"
"Le lévamisole est utilisé pour espacer les rechutes.","True","Document: 'Lévamisole 2,5 mg/kg : espace les rechutes'","Medium"
"L'hypovolémie dans le SN peut provoquer une IRA fonctionnelle.","True","Document: 'IRA fonctionnelle (hypovolémie)'","Medium"
"La cortico-dépendance nécessite des immunosuppresseurs d'emblée.","False","Document: 'reprise de corticoïdes et décroissance plus lente'","Medium"
"Le SN impur peut comporter une insuffisance rénale.","True","Document: 'SN impur s'il existe : Une hématurie, Et/ou une HTA, Et/ou une IR'","Medium"
"L'ascite est un signe digestif du SN.","True","Document: 'Ascite : périmètre abdominal, ombilic déplissé'","Medium"
"La péritonite à pneumocoque est une complication infectieuse du SN.","True","Document: 'Infectieuses (streptocoque, pneumocoque) : péritonite'","Medium"
"Le SN pur n'a pas d'HTA.","True","Document: 'Absence d'HTA (pur)'","Easy"
"L'hématurie est présente dans 50% des SN.","False","Document: 'Hématurie (10-20%)'","Medium"
"L'hypercoagulabilité est due à une synthèse hépatique excessive de facteurs de coagulation.","True","Document: 'Réaction du foie... synthétise en même temps les facteurs de coagulations'","Difficult"
"La transplantation rénale est un traitement curatif du SN.","True","Document: 'Transplantation rénale' dans moyens","Medium"
"Le SN est la néphropathie la plus fréquente chez l'enfant.","True","Document: 'La plus fréquente des néphropathies infantiles'","Easy"
"Le sexe ratio est de 3 filles pour 1 garçon.","False","Document: '3 garçons / 1 fille'","Easy"
"Les œdèmes prennent le godet.","True","Document: 'prenant le godet'","Easy"
"La protéinurie du SN peut atteindre 10-20 g/24h.","True","Document: '(10-20g/24h)'","Easy"
"L'hypocalcémie est fréquente dans le SN.","True","Document: 'Hypocalcémie'","Medium"
"Les diurétiques sont indiqués en première intention pour traiter les œdèmes.","False","Document: Diurétiques sont symptomatiques mais pas en première intention, risque d'hypovolémie","Medium"
"La mobilisation précoce est recommandée pour éviter les thromboses.","True","Document: 'Mobilisation précoce'","Medium"
"Le SN peut se compliquer d'un kwashiorkor.","True","Document: 'Nutritionnelles : kwashiorkor'","Medium"
"L'ECG est utile pour détecter une thrombose.","False","Document: 'ECG (thrombose)' mais ECG ne détecte pas thrombose; plutôt écho","Medium"
"Le SN cortico-résistant nécessite une PBR.","True","Document: 'SN cortico-résistant' indication de PBR","Medium"
"Le SN avant 1 an est une indication de PBR.","True","Document: 'SN avant 1 an' indication","Medium"
"Les immunosuppresseurs sont utilisés en première intention.","False","Document: 'Corticoïdes en première intention'","Easy"
"Le SN finlandais survient après 10 ans.","True","Document: 'Finlandais : avant 3 mois, après 10 ans' (signification : maladie se manifestant avant 3 mois mais évoluant; à préciser)","Difficult"
"La radiographie pulmonaire peut montrer un épanchement pleural.","True","Document: 'RCP : épanchement pleural'","Medium"
"Le traitement anticoagulant par AVK est systématique.","False","Document: 'Anticoagulants par AVK' n'est pas systématique","Medium"
"La réponse à la corticothérapie est un élément pronostique majeur.","True","Document: 'Thérapeutique : corticosensibilité'","Medium"
