"front","back","cognitive_level"
"Quelle est la définition d'un syndrome néphrotique chez l'enfant ?","Ensemble de manifestations cliniques et biologiques que provoque une forte protéinurie (≥ 50 mg/kg/24h).","Recall"
"Qu'est-ce qu'un syndrome néphrotique pur ?","Syndrome néphrotique isolé, sans hématurie, sans HTA, sans insuffisance rénale.","Recall"
"Qu'est-ce qu'un syndrome néphrotique impur ?","Syndrome néphrotique associé à au moins un signe : hématurie, hypertension artérielle (HTA), ou insuffisance rénale (IR).","Recall"
"Quel est l'âge de prédilection de la néphrose lipoïdique (syndrome néphrotique idiopathique) ?","2 à 6 ans.","Recall"
"Quel est le sexe le plus touché par le syndrome néphrotique et le sex-ratio ?","Garçons, sex-ratio 3 garçons pour 1 fille.","Recall"
"Quels sont les signes cliniques d'une néphrose lipoïdique (phase d'état) ?","AEG, apyrétique, pâleur légère, œdèmes périphériques (paupières, déclives) blancs, mous, prenant le godet, épanchements des séreuses (plèvres, vaginale, péricarde, anasarque), prise de poids, absence d'HTA.","Recall"
"Quels sont les signes génito-urinaires possibles dans le syndrome néphrotique ?","Œdème des lombes, hématurie macroscopique, hydrocèle vaginale, pas d'hernie.","Recall"
"Quels sont les signes digestifs possibles ?","Ascite (périmètre abdominal, ombilic déplissé, collatérales veineuses, matité déclive).","Recall"
"Quels sont les 4 critères biologiques majeurs du syndrome néphrotique ?","Protéinurie >50 mg/kg/j (10-20 g/24h), hypoprotidémie <60 g/l, hypoalbuminémie <30 g/l, hyperlipidémie franche (lipides totaux, TG, cholestérol élevés).","Recall"
"Quelle anomalie de l'hémostase est fréquente dans le syndrome néphrotique ?","Hypercoagulabilité du sang avec risque important de thrombose (le foie synthétise les facteurs de coagulation en même temps que les lipides).","Recall"
"Quelles sont les 4 indications particulières de la ponction biopsie rénale (PBR) dans le syndrome néphrotique ?","1) SN avant 1 an ; 2) Rechutes fréquentes ; 3) SN impur (HTA, IR, hématurie macroscopique) ; 4) SN cortico-résistant ; 5) Avant immunosuppresseurs.","Recall"
"Quelles sont les 3 contre-indications de la PBR ?","Malformation rénale, trouble de l'hémostase, infection urinaire.","Recall"
"Quels sont les 3 résultats histologiques possibles de la PBR dans le syndrome néphrotique ?","Lésion glomérulaire minime (fréquent), hyalinose segmentaire et focale, prolifération mésangiale et diffuse.","Recall"
"Citez 5 formes compliquées du syndrome néphrotique.","1) Hémodynamique (hypovolémie, collapsus) ; 2) Infectieuses (péritonite, pneumonie, méningite, septicémie) ; 3) Thrombo-embolique (thrombose veineuse rénale, cave, artérielle) ; 4) Rénales (IRA fonctionnelle, IRC) ; 5) Nutritionnelles (kwashiorkor, rachitisme, anémie).","Recall"
"Quels germes sont responsables des complications infectieuses du syndrome néphrotique ?","Streptocoque, pneumocoque.","Recall"
"Qu'est-ce que le syndrome néphrotique congénital ?","Survient avant 3 mois, primitif ou secondaire (HIV, toxoplasmose, syphilis). Une forme finlandaise (autosomique récessive) existe avant 3 mois, après 10 ans, SN impur.","Recall"
"Qu'est-ce qu'un syndrome néphrotique corticosensible ?","Forme fréquente répondant à la corticothérapie.","Recall"
"Qu'est-ce qu'un syndrome néphrotique cortico-résistant ?","Persistance de la protéinurie après 4 semaines de corticothérapie orale renforcée par un bolus de SOLUMÉDROL (3 injections) ; nécessite PBR.","Recall"
"Citez 4 diagnostics différentiels du syndrome néphrotique.","Cardiaque (cardiopathie), foie (cirrhose), kwashiorkor, glomérulonéphrite aiguë (GNA).","Recall"
"Quel est le pourcentage de néphrose lipoïdique (pur) parmi les syndromes néphrotiques ?","90% (10% secondaires à une maladie générale, SN impur).","Recall"
"Quels sont les moyens non médicamenteux du traitement du syndrome néphrotique ?","Régime désodé, riche en protéines, repos, mobilisation précoce, soutien psycho-social.","Recall"
"Quels sont les traitements symptomatiques du syndrome néphrotique ?","Diurétiques, albumine, antibiotiques, perfusion.","Recall"
"Quel est le traitement étiologique de première intention du syndrome néphrotique ?","Corticoïdes (Prednisolone 2 mg/kg/j).","Recall"
"Quels sont les immunosuppresseurs utilisés en cas de cortico-résistance ou cortico-dépendance ?","Cyclophosphamide, ciclosporine.","Recall"
"Quel est l'effet du lévamisole dans le syndrome néphrotique ?","2,5 mg/kg, espacé les rechutes.","Recall"
"Quels vaccins sont contre-indiqués chez l'enfant atteint de syndrome néphrotique ?","Vaccins vivants atténués (BCG, polio oral (ATR), rougeole-oreillons-rubéole ?) - le document mentionne 'sauf vivants atténués (BCG, polio, ATR)'.","Recall"
"Quelle est la surveillance principale pendant le traitement du syndrome néphrotique ?","Courbe de la protéinurie.","Recall"
"Expliquez pourquoi le syndrome néphrotique expose à un risque de thrombose.","Hypoalbuminémie → synthèse hépatique compensatrice de lipides et de facteurs de coagulation → hypercoagulabilité. L'hypovolémie (par diurétiques) et l'immobilisation majorent le risque.","Understanding"
"Quelle est la conduite à tenir devant une corticorésistance après 4 semaines de corticothérapie orale renforcée par bolus de solumédrol ?","Ponction biopsie rénale (PBR) pour analyse histologique.","Recall"
