"question","answer","explanation","difficulty"
"Citez les trois modes de contamination mère-enfant par le VIH.","In utero (plus de 95%), lors de l'accouchement (par effraction muqueuse), par allaitement au sein.","Document: 'Plus de 95% : in utéro ; Lors de l'accouchement ; Allaitement au sein'","Easy"
"Quels sont les quatre objectifs de la prise en charge d'un nourrisson de mère VIH positive ?","1. Poursuite de la PTME post-natale ; 2. Diagnostic de non contamination ; 3. Dépistage et suivi de la toxicité des ARV ; 4. Favoriser les relations mère-enfant.","Document: 'PEC d'un nourrisson mère VIH positive : Objectifs'","Easy"
"Citez trois mesures de prévention post-natale de la transmission du VIH.","Bain antiseptique, désinfection oculaire, diminuer tout risque d'effraction muqueuse, début ARV dans les 12 premières heures (au choix trois).","Document: 'Prévention post-natale de la transmission'","Easy"
"Quelles sont les quatre catégories cliniques de la classification CDC 1994 ?","N (asymptomatique), A (symptômes mineurs), B (symptômes modérés), C (infections opportunistes et cachexie).","Document: 'Classification clinique : Catégorie N, A, B, C'","Easy"
"Quels sont les principes de la PTME (prévention de la transmission mère-enfant) ?","Dépistage de toutes les femmes enceintes, ARV pour la femme enceinte VIH+, sécurisation de l'allaitement par ARV, prévention post-natale.","Document: 'Prévention de la transmission mère-enfant PTME'","Easy"
"Quels sont les trois types d'effets secondaires des ARV cités dans le document ?","Troubles digestifs (surtout IP), troubles hématologiques (INTI), dysfonction mitochondriale, allergies, anomalies métaboliques, troubles du SNC (au choix trois).","Document: 'Principaux ES'","Easy"
"Quelles sont les trois toxicités à long terme des ARV ?","Lipodystrophies, augmentation du LDL-cholestérol et triglycérides, augmentation de l'insulino-résistance.","Document: 'Toxicité à long terme'","Easy"
"Quels sont les vaccins recommandés chez l'enfant infecté par le VIH (sauf contre-indications) ?","ROR (si pas de déficit CD4), vaccin anti-pneumococcique. (BCG contre-indiqué).","Document: 'Vaccinations sauf BCG, ROR si pas de déficit CD4 ; Vaccin anti-pneumococcique'","Medium"
"Quelles sont les difficultés spécifiques du passage à l'âge adulte pour les enfants infectés par le VIH ?","Difficultés d'observance, accompagnement dans l'annonce du diagnostic, sexualité, passage en service adulte, projection dans l'avenir.","Document: 'Problèmes de passage à l'âge adulte'","Medium"
"Expliquez la stratégie de diagnostic de non-contamination chez le nourrisson de mère VIH positive.","Deux prélèvements négatifs (PCR) en dehors de la période de prophylaxie à l'âge de 3 mois.","Document: 'Diagnostic de non contamination à l'âge de 3 mois : au moins 2 prélèvements négatifs en dehors de la période de prophylaxie'","Medium"
"Pourquoi faut-il éviter les gestes invasifs lors de l'accouchement chez une mère VIH positive ?","Pour éviter une effraction muqueuse chez le nouveau-né, qui faciliterait la transmission du virus.","Document: 'éviter les gestes invasifs pour éviter une effraction muqueuse'","Medium"
"Quel est le rythme de surveillance biologique minimale sous ARV chez l'enfant ?","NFS, CRP et transaminases : mensuel, puis tous les 3 mois, puis tous les 6 mois.","Document: 'NFS- CRP et transaminases / mois, 3 mois puis par 6 mos'","Medium"
"Quels sont les effets secondaires neurologiques possibles des ARV ?","Troubles du SNC (non détaillés).","Document: 'Troubles du SNC'","Medium"
"Pourquoi le BCG est-il temporairement contre-indiqué chez l'enfant exposé au VIH ?","Risque de maladie BCG disséminée en cas d'immunodépression (non explicitement dit mais implicite).","Document: 'Contre-indication temporaire du BCG'","Medium"
"À partir de quel âge la prophylaxie par Bactrim n'est-elle plus systématique ?","Après 12 mois, elle est poursuivie selon le taux de CD4.","Document: 'jusqu'à 12 mois puis selon CD4'","Medium"
"Quels sont les symptômes mineurs (catégorie A) de l'infection à VIH chez l'enfant ?","Lymphadénopathie, hépatosplénomégalie, dermatose, parotidite, infections ORL et/ou bronchiques récidivantes.","Document: 'A : symptômes mineurs : lymphADP, HSMG, dermatose, Parotidite, infections ORL et/ou bronchiques récidivantes'","Medium"
"Un enfant infecté par le VIH présente une pneumopathie lymphoïde. Dans quelle catégorie clinique le classez-vous ?","Catégorie B (symptômes modérés).","Document: 'B : symptômes modérés : ... pneumopathie lymphoïde'","Medium"
"Quelle est la particularité de la transmission in utero par rapport à la transmission per-partum ?","La transmission in utero représente plus de 95% des TME, la transmission per-partum est plus rare mais peut être réduite par l'absence de gestes invasifs.","Document: 'Plus de 95% : in utéro'","Difficult"
