"question","answer","explanation","difficulty"
"La coqueluche est due à un virus.","False","Le document : 'Toxi-infection liée à l'invasion bronchique par Bordetella pertussis' (bactérie).","Easy"
"La mère transmet des anticorps contre la coqueluche à son fœtus.","False","Le document : 'Seule maladie infectieuse pour laquelle la mère ne transmet pas d'anticorps à son fœtus'.","Easy"
"La période d'incubation de la coqueluche est de 7 à 21 jours.","True","Le document le donne.","Easy"
"La phase catarrhale dure environ 3-4 semaines.","False","La phase catarrhale dure jusqu'à 10 jours, la phase d'état dure 3-4 semaines.","Easy"
"Le chant de coq est caractéristique de la reprise inspiratoire après une quinte.","True","Le document : 'reprise inspiratoire en chant de coq'.","Easy"
"Les quintes de toux peuvent survenir jusqu'à 50 fois par jour.","True","Le document : 'Très fréquentes (jusqu'à 50 fois/jour)'.","Easy"
"L'azithromycine est un macrolide utilisé dans la coqueluche.","True","Le document : 'Macrolides : Azithromycine 20mg/kg/j'.","Easy"
"Le traitement de la coqueluche repose sur l'amoxicilline.","False","Le document : 'Antibiotiques : macrolides'.","Easy"
"La coqueluche du nourrisson se manifeste typiquement par un chant de coq.","False","Le document : 'quintes atypiques (pas de chant de coq)'.","Easy"
"La coqueluche maligne survient principalement avant 3 mois.","True","Le document : 'Avant 3 mois : signes d’insuffisance respiratoire décompensée'.","Easy"
"La vaccination contre la coqueluche est recommandée à partir de 6 ou 8 semaines.","True","Le document : '1ère dose à 6 ou 8 semaines'.","Easy"
"L'antibioprophylaxie des sujets contacts est inutile après 21 jours.","True","Le document : 'Inutile si supérieur à 21 jours après contage'.","Easy"
"La PCR nasopharyngée a une sensibilité de 90% et une spécificité de 99%.","True","Le document le donne.","Medium"
"La culture de Bordetella pertussis est facile et rapide.","False","Le document : 'Très fragile, de culture difficile'.","Medium"
"La coqueluche peut se compliquer d'un pneumothorax.","True","Le document cite 'pneumothorax' comme complication mécanique.","Medium"
"L'encéphalopathie coquelucheuse est fréquente.","False","Le document : 'Exceptionnelle'.","Medium"
"L'hyponatrémie peut être due à une sécrétion inappropriée d'ADH (SIADH).","True","Le document : 'Hyponatrémie (SIADH : sécrétion inapproprié d'ADH)'.","Medium"
"La radiographie thoracique est toujours anormale dans la coqueluche.","False","Le document : 'Radio thorax face : normale ou syndrome bronchique'.","Medium"
"La sérologie est indiquée chez le nourrisson pour le diagnostic précoce.","False","Le document : 'non indiquée chez le nourrisson' (car à distance de vaccin).","Medium"
"Le triméthoprime-sulfaméthoxazole peut être utilisé chez les plus de 3 mois.","True","Le document le donne comme alternative.","Medium"
"La coqueluche de l'adolescent a une expression variable selon l'immunité résiduelle.","True","Le document : 'Grande variété d'expression selon l'immunité protectrice résiduelle'.","Medium"
"Les quintes de coqueluche sont uniquement diurnes.","False","Le document : 'Diurne et nocturne'.","Medium"
"La coqueluche est non immunisante, d'où la nécessité de la vaccination.","True","Le document : 'Coqueluche non immunisante'.","Medium"
"Le nourrisson de moins de 3 mois peut présenter des accès de cyanose et apnées.","True","Le document : 'accès de cyanose, apnée, bradycardie, malaise grave'.","Medium"
"La thrombocytose fait partie de la coqueluche maligne.","True","Le document : 'thrombocytose 600G/l'.","Medium"
"Un enfant de 2 mois avec coqueluche maligne a une hyperlymphocytose >50 G/l.","True","Le document donne ce seuil.","Difficult"
"La coqueluche du grand enfant vacciné a une phase d'état typique avec chant de coq.","Non précisé","Le document ne le dit pas explicitement, mais les formes atténuées existent.","Difficult"
"Le vaccin coquelucheux est acellulaire et combiné à d'autres vaccins.","True","Le document : 'Vaccin acellulaire combiné à d'autres vaccins'.","Difficult"
"La surveillance hospitalière inclut la pesée quotidienne pour évaluer l'état d'hydratation.","True","Le document : 'Etat d'hydratation (pesée tous les matins : =perte de poids)'.","Difficult"
"L'antibiothérapie précoce a pour objectif principal de diminuer la contagiosité.","True","Le document : 'OBJECTIF= diminuer la contagiosité et écourter la symptomatologie'.","Difficult"
