"front","back","cognitive_level"
"Quelle est la définition de la coqueluche selon le document ?","Toxi-infection liée à l’invasion bronchique par Bordetella pertussis. C’est la seule maladie infectieuse pour laquelle la mère ne transmet pas d’anticorps à son fœtus.","Recall"
"Quelles sont les populations concernées par la coqueluche ?","Jeunes nourrissons non vaccinés, adolescents et adultes.","Recall"
"Quelle est la mortalité annuelle due à la coqueluche chez l’enfant dans le monde ?","400 000 décès par an chez l’enfant (sur 60 millions de sujets atteints par an).","Recall"
"Quelles sont les quatre phases évolutives de la coqueluche du grand enfant non vacciné ?","1. Incubation (7-21 jours, moyenne 10 jours)
2. Phase catarrhale (jusqu’à 10 jours : fièvre modérée ou absente, rhinorrhée, toux banale devenant tenace en quintes)
3. Phase d’état (3-4 semaines : quintes)
4. Phase de convalescence (plusieurs mois : toux non quinteuse, asthénie)","Recall"
"Décrivez la phase d’état de la coqueluche (quintes).","Accès répétitifs et violents de toux sans inspiration efficace, congestion du visage voire cyanose, reprise inspiratoire en chant de coq. Parfois vomissements (toux émétisante). Épuisantes, très fréquentes (jusqu’à 50 fois/jour), diurnes et nocturnes.","Recall"
"Quelles sont les caractéristiques de la coqueluche du nourrisson ?","Rare après 3 injections de vaccin (forme atténuée). 4 phases avec quintes atypiques (pas de chant de coq). Mal tolérance fréquente avant 3 mois : accès de cyanose, apnée, bradycardie, malaise grave, troubles de conscience, vomissements.","Recall"
"Quelles sont les caractéristiques de la coqueluche de l’adolescent ?","Grande variété d’expression selon l’immunité résiduelle. Toux sans cause évidente persistant ou s’aggravant au-delà d’une semaine + notion de contage et d’incubation longue (10 jours). Quintes à recrudescence nocturne et insomniante.","Recall"
"Quels sont les signes de la coqueluche maligne (avant 3 mois) ?","- Tachycardie > 200/min
- Hypoxie réfractaire
- Défaillance multiviscérale (rénale, cardiaque, neurologique)
- Biologie : hyperlymphocytose > 50 G/l, thrombocytose > 600 G/l","Recall"
"Qu’est-ce que l’encéphalopathie coquelucheuse ?","Complication exceptionnelle : état de mal convulsif, troubles moteurs (hémiplégie, paraplégie, ataxie) et sensoriels (cécité, surdité).","Recall"
"Citez 5 complications mécaniques de la coqueluche.","- Fracture des côtes
- Douleurs intercostales et abdominales
- Emphysème médiastinal, pneumothorax
- Otites barotraumatiques
- Hémorragies sous-conjonctivales
- Hernie ombilicale, inguino-scrotale, prolapsus rectal","Recall"
"Quels sont les examens paracliniques non spécifiques de la coqueluche ?","- NFS : hyperlymphocytose (inconstante dans les formes non graves)
- Radiographie thorax face : normale ou syndrome bronchique (intérêt diagnostic différentiel et gravité chez moins de 3 mois)","Recall"
"Quels sont les examens paracliniques spécifiques de la coqueluche ?","- PCR Coqueluche par écouvillonnage nasopharyngé (Se=90%, Sp=99%, résultat en 24h)
- Culture sur milieu de Bordet-Gengou
- Sérologie (diagnostic rétrospectif, 2 prélèvements à 3-4 semaines d’intervalle, non indiquée chez le nourrisson)","Recall"
"Citez 5 signes cliniques de gravité de la coqueluche.","1. Respiratoire : quintes asphyxiantes/cyanosantes, apnées
2. Cardiovasculaire : bradycardie (ou tachycardie dans forme maligne)
3. Neurologique : malaise grave, troubles de conscience, convulsions
4. Analyse des quintes : déclenchement facile à la moindre stimulation, mauvaise tolérance, capacité de récupération diminuée, nombre quotidien élevé
5. Autres : déshydratation aiguë ou dénutrition, météorisme abdominal, hyperlymphocytose majeure, hyponatrémie (SIADH)","Recall"
"Citez 5 critères d’hospitalisation dans la coqueluche.","- Enfant de moins de 3 mois
- Signes de gravité
- Formes compliquées
- Nécessité de masque à O2 et ambu disponibles
- Alimentation fractionnée ou nutrition entérale à débit constant (NEDC)
- Isolement respiratoire","Recall"
"Quels sont les antibiotiques recommandés (macrolides) et leurs posologies dans la coqueluche ?","- Azithromycine : 20 mg/kg/j en une prise/j pendant 3 jours (max 500 mg/j) dès la naissance
- Clarithromycine : 15 mg/kg/j en 2 prises/j pendant 7 jours dès 1 mois
- Triméthoprime-Sulfaméthoxazole : 30 mg/kg/j en 2 prises pour les plus de 3 mois","Recall"
"Quels sont les éléments de surveillance clinique à l’hôpital pour un enfant coquelucheux ?","- Fréquence des quintes
- Signes de mauvaise tolérance : malaise, cyanose, apnées, fréquence cardiaque, vomissements répétitifs, troubles de conscience
- État d’hydratation (pesée tous les matins : perte de poids)
- Surveillance d’un éventuel SIADH (hyponatrémie)","Recall"
"Quel est l’objectif de l’antibiothérapie précoce dans la coqueluche ?","Diminuer la contagiosité et écourter la symptomatologie.","Recall"
"Quelles sont les modalités de la vaccination contre la coqueluche ?","- Coqueluche non immunisante (vaccin acellulaire combiné)
- 1ère dose à 6 ou 8 semaines
- Au moins 2 doses à 1-2 mois d’intervalle avec des rappels","Recall"
"Qui doit bénéficier d’une antibioprophylaxie après contage ?","- Nourrissons et enfants non ou mal vaccinés
- Adolescents non ou mal vaccinés
(Inutile si supérieur à 21 jours après contage)","Recall"
"Quel est l’agent pathogène responsable de la coqueluche ?","Bordetella pertussis (bacille de Bordet et Gengou). C’est un coccobacille à Gram négatif, aérobie stricte, très fragile, de culture difficile. Transmission par la toux.","Recall"
