"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'agent responsable de la coqueluche ?","Bordetella bronchiseptica","Bordetella pertussis","Bordetella parapertussis","Haemophilus influenzae","2","Le document : 'Toxi-infection liée à l'invasion bronchique par Bordetella pertussis'.","Easy"
"Quelle est la particularité de la coqueluche par rapport à la transmission des anticorps maternels ?","La mère transmet des anticorps protecteurs","La mère ne transmet pas d'anticorps à son fœtus","Les anticorps sont transmis uniquement par le lait","La transmission est totale","2","Le document : 'Seule maladie infectieuse pour laquelle la mère ne transmet pas d'anticorps à son fœtus'.","Easy"
"Quelle est la durée de la période d'incubation de la coqueluche ?","3-5 jours","7-21 jours (moyenne 10 j)","1-2 mois","24 heures","2","Le document : 'Incubation : 7- 21 jours (moyenne =10j)'.","Easy"
"Quelle est la durée de la phase catarrhale ?","1-2 jours","Jusqu'à 10 jours","3-4 semaines","Plusieurs mois","2","Le document : 'Phase catarrhale : peut durer10 jours'.","Easy"
"Quelle est la durée de la phase d'état ?","1 semaine","3-4 semaines","2 mois","Variable","2","Le document : 'Phase d'état : dure 3-4 semaines'.","Easy"
"Quel est le signe caractéristique de la reprise inspiratoire après une quinte de toux dans la coqueluche ?","Sifflement","Chant de coq","Râle crépitant","Bradypnée","2","Le document : 'reprise inspiratoire en chant de coq'.","Easy"
"Quelle est la fréquence maximale des quintes de toux dans la phase d'état ?","Jusqu'à 10 fois/jour","Jusqu'à 30 fois/jour","Jusqu'à 50 fois/jour","Jusqu'à 100 fois/jour","3","Le document : 'Très fréquentes (jusqu'à 50 fois/jour) *élément de surveillance'.","Easy"
"Quel est l'antibiotique de première intention dans la coqueluche ?","Amoxicilline","Macrolides (azithromycine, clarithromycine)","Céphalosporines","Aminosides","2","Le document : 'Antibiotiques : macrolides' puis 'Azithromycine 20mg/kg/j ... Clarithromycine 15 mg/kg/j'.","Easy"
"Quelle est la posologie de l'azithromycine dans la coqueluche ?","10 mg/kg/j pendant 5 jours","20 mg/kg/j en une prise pendant 3 jours","30 mg/kg/j pendant 7 jours","15 mg/kg/j en 2 prises","2","Le document : 'Azithromycine 20mg/kg/j en une prise /j pendant 3 j (max 500mg/j) dès la naissance'.","Easy"
"Quel est le traitement alternatif pour les plus de 3 mois en cas de contre-indication aux macrolides ?","Amoxicilline","Trimethoprime-Sulfaméthoxazole (30 mg/kg/j)","Ciprofloxacine","Vancomycine","2","Le document : 'Ou Trimethoprime-Sulfaméthoxazole 30mg/kg/j en 2 prises pour les plus de 3 mois'.","Easy"
"Quel est un signe biologique de la coqueluche maligne ?","Hyperlymphocytose > 50 G/l","Leucopénie","Anémie","Thrombopénie","1","Le document : 'Biologie : hyperlymphocytose 50G/l, thrombocytose 600G/l'.","Easy"
"À partir de quel âge la coqueluche est-elle particulièrement grave chez le nourrisson ?","Avant 6 mois","Avant 3 mois","Après 1 an","Après 3 ans","2","Le document : 'Mal tolérance fréquente avant 3 mois' et 'Enfant3 mois' dans gravité.","Easy"
"Quelle est la première dose du vaccin contre la coqueluche ?","À la naissance","À 6 ou 8 semaines","À 3 mois","À 6 mois","2","Le document : '1ère dose à 6 ou 8 semaines'.","Easy"
"Jusqu'à combien de temps après un contage l'antibioprophylaxie est-elle inutile ?","7 jours","14 jours","21 jours","28 jours","3","Le document : 'Inutile si supérieur à 21 jours après contage'.","Easy"
"Quelle est la particularité de la coqueluche du nourrisson concernant le chant de coq ?","Il est très marqué","Il est absent (quintes atypiques)","Il est remplacé par un sifflement","Il est nocturne","2","Le document : 'quintes atypiques (pas de chant de coq)'.","Easy"
"Quel est le germe de la coqueluche ?","Bacille Gram positif","Coccobacille à Gram négatif, aérobie stricte","Virus à ARN","Champignon","2","Le document : 'Coccobacille à Gram négatif, aérobie stricte'.","Easy"
"Quel examen paraclinique spécifique a la meilleure sensibilité (90%) et spécificité (99%) ?","Culture","Sérologie","PCR par écouvillonnage nasopharyngé","Radio thorax","3","Le document : 'PCR Coqueluche ... Se=90% ; Sp =99%, résultat en 24 h'.","Easy"
"Quel milieu de culture est utilisé pour Bordetella pertussis ?","Milieu de Löwenstein","Milieu de Bordet-Gengou","Milieu de Chapman","Gélose au sang","2","Le document : 'Culture (aspiration nasopharyngée) sur milieu de Bordet-Gengou'.","Easy"
"Quel est un diagnostic différentiel de la coqueluche chez le nourrisson avec malaise ou cyanose ?","RGO, œsophagite, cardiopathies","Asthme","Tuberculose","Corps étranger","1","Le document : 'Malaise ou cyanose : RGO, œsophagite, cardiopathies'.","Medium"
"Quels sont les signes de la coqueluche maligne chez le nourrisson de moins de 3 mois ?","Tachycardie >200/min, hypoxie réfractaire, défaillance multiviscérale","Fièvre élevée, convulsions","Toux sèche, apnées","Pneumothorax","1","Le document les liste.","Medium"
"Quels sont les cinq signes cliniques de gravité de la coqueluche ?","Quintes asphyxiantes/cyanosantes, apnées, bradycardie, malaise grave, convulsions","Fièvre, toux, rhinorrhée, vomissements, fatigue","Hyperleucocytose, thrombocytose, hyponatrémie, dénutrition, météorisme","Fracture des côtes, pneumothorax, hernie, otite, hémorragie","1","Le document les donne.","Medium"
"Quels sont les cinq critères d'hospitalisation dans la coqueluche ?","Enfant moins de 3 mois, signes de gravité, formes compliquées, isolement respiratoire, alimentation fractionnée","Fièvre, toux, âge >5 ans, vaccination complète, absence de contage","Hyperlymphocytose, thrombocytose, hyponatrémie, dénutrition, météorisme","Tous les cas","1","Le document les liste.","Medium"
"Quels sont les éléments de surveillance clinique à l'hôpital ?","Fréquence des quintes, signes de mauvaise tolérance, état d'hydratation, SIADH","Poids, taille, périmètre crânien","ECG, EEG, échographie","NFS, CRP, gaz du sang","1","Le document les donne.","Medium"
"Quelle est la complication neurologique exceptionnelle de la coqueluche ?","Méningite","Encéphalopathie coquelucheuse","Abcès cérébral","Paralysie faciale","2","Le document : 'Encéphalopathie coquelucheuse : Exceptionnelle, Etat de mal convulsif, Troubles moteurs et sensoriels'.","Medium"
