"question","answer","explanation","difficulty"
"Quelle est la définition de la coqueluche ?","Toxi-infection liée à l'invasion bronchique par Bordetella pertussis, seule maladie infectieuse pour laquelle la mère ne transmet pas d'anticorps à son fœtus.","Le document donne cette définition.","Easy"
"Quelles sont les quatre phases évolutives de la coqueluche du grand enfant non vacciné ?","1. Incubation (7-21 j). 2. Phase catarrhale (jusqu'à 10 j). 3. Phase d'état (3-4 semaines) avec quintes. 4. Phase de convalescence (plusieurs mois).","Le document les décrit.","Easy"
"Quels sont les cinq signes cliniques de gravité de la coqueluche ?","1. Quintes asphyxiantes/cyanosantes. 2. Apnées. 3. Bradycardie. 4. Malaise grave, troubles de conscience. 5. Convulsions.","Le document les liste.","Easy"
"Qu'est-ce que la coqueluche maligne ?","Forme grave survenant avant 3 mois, associant tachycardie >200/min, hypoxie réfractaire, défaillance multiviscérale (rénale, cardiaque, neurologique), hyperlymphocytose >50 G/l, thrombocytose >600 G/l.","Le document la définit.","Easy"
"Citez cinq critères d'hospitalisation dans la coqueluche.","1. Enfant de moins de 3 mois. 2. Signes de gravité. 3. Formes compliquées. 4. Nécessité de masque à O2 et ambu. 5. Alimentation fractionnée ou nutrition entérale à débit constant.","Le document les donne.","Easy"
"Quels sont les éléments de surveillance clinique à l'hôpital pour un enfant atteint de coqueluche ?","Fréquence des quintes, signes de mauvaise tolérance (malaise, cyanose, apnées, FC, vomissements, troubles de conscience), état d'hydratation (pesée), surveillance de l'hyponatrémie (SIADH).","Le document les énumère.","Easy"
"Quels sont les antibiotiques utilisés dans la coqueluche et leurs posologies ?","Azithromycine : 20 mg/kg/j en 1 prise pendant 3 jours (dès la naissance). Clarithromycine : 15 mg/kg/j en 2 prises pendant 7 jours (dès 1 mois). Triméthoprime-sulfaméthoxazole : 30 mg/kg/j en 2 prises (plus de 3 mois).","Le document les donne.","Easy"
"Quel est l'objectif de l'antibiothérapie précoce dans la coqueluche ?","Diminuer la contagiosité et écourter la symptomatologie.","Le document le précise.","Medium"
"Quelles sont les complications mécaniques possibles des quintes de coqueluche ?","Fracture des côtes, douleurs intercostales, emphysème médiastinal, pneumothorax, otites barotraumatiques, hémorragies sous-conjonctivales, hernie ombilicale, inguino-scrotale, prolapsus rectal.","Le document les cite.","Medium"
"Qu'est-ce que l'encéphalopathie coquelucheuse ?","Complication neurologique exceptionnelle : état de mal convulsif, troubles moteurs (hémiplégie, paraplégie, ataxie) et sensoriels (cécité, surdité).","Le document la définit.","Medium"
"Quels sont les diagnostics différentiels de la coqueluche classés par type ?","Toux avec catarrhe : bronchiolite, pneumonies, bronchite, infection ORL. Toux persistante : tuberculose, corps étrangers, cardiopathie, asthme. Malaise/cyanose : RGO, œsophagite, cardiopathies.","Le document les donne.","Medium"
"Quelle est la place de la PCR dans le diagnostic de la coqueluche ?","La PCR par écouvillonnage nasopharyngé a une sensibilité de 90% et une spécificité de 99%, résultat en 24 heures. C'est l'examen de référence pour le diagnostic précoce.","Le document le précise.","Medium"
"Pourquoi la sérologie n'est-elle pas indiquée chez le nourrisson ?","Car elle nécessite un intervalle de 3-4 semaines entre deux prélèvements et est à distance de plus de 3 ans du dernier vaccin. Chez le nourrisson, la vaccination récente fausse les résultats.","Le document : 'non indiquée chez le nourrisson' (à distance de vaccin).","Medium"
"Quelle est la particularité de la coqueluche du nourrisson par rapport à celle du grand enfant ?","Absence de chant de coq (quintes atypiques), mal tolérance fréquente avant 3 mois avec accès de cyanose, apnée, bradycardie, malaise grave.","Le document le décrit.","Medium"
"Quels sont les éléments de l'antibioprophylaxie des sujets contacts ?","Indiquée pour les nourrissons et enfants non ou mal vaccinés, et les adolescents non ou mal vaccinés. Inutile si le contage date de plus de 21 jours. Utilisation de macrolides.","Le document les donne.","Medium"
"Un enfant de 2 mois non vacciné a une toux quinteuse, des apnées, une hyperlymphocytose à 60 G/l. Quel diagnostic et quelle prise en charge ?","Coqueluche maligne. Hospitalisation en réanimation, isolement respiratoire, monitoring, oxygénothérapie, macrolides (azithromycine), alimentation entérale, surveillance des défaillances d'organes.","Basé sur la coqueluche maligne.","Medium"
"Un adolescent de 15 ans a une toux persistante depuis 10 jours, avec recrudescence nocturne. Sa mère tousse depuis 3 semaines. Quel diagnostic et quel examen ?","Coqueluche de l'adolescent. Examen : PCR nasopharyngée. Traitement : macrolides (azithromycine). Antibioprophylaxie des contacts de moins de 21 jours.","Basé sur la coqueluche de l'adolescent.","Medium"
"Un enfant de 4 mois hospitalisé pour coqueluche a des quintes très fréquentes, des vomissements, et une perte de poids de 5% en 2 jours. Quel élément de surveillance est prioritaire ?","État d'hydratation, pesée quotidienne, prévention de la déshydratation, alimentation fractionnée ou nutrition entérale.","Basé sur la surveillance.","Medium"
"Un nouveau-né de 15 jours est exposé à un frère avec coqueluche. Le contage date de 5 jours. Quelle prophylaxie ?","Antibioprophylaxie par macrolides (azithromycine) car le contage est dans les 21 jours. Le nouveau-né est à risque élevé.","Basé sur antibioprophylaxie.","Medium"
"Quels sont les signes biologiques de la coqueluche maligne ?","Hyperlymphocytose >50 G/l, thrombocytose >600 G/l, hyponatrémie possible (SIADH).","Le document les cite.","Difficult"
"Pourquoi la coqueluche est-elle qualifiée de 'non immunisante' ?","Parce qu'une infection naturelle ne confère pas une immunité durable, d'où la nécessité de rappels vaccinaux.","Le document : 'Coqueluche non immunisante'.","Difficult"
"Un enfant de 3 mois a une coqueluche avec des quintes asphyxiantes, des apnées, et une bradycardie à 80/min. Quelle est la gravité et que faire ?","Gravité extrême (signes de gravité : quintes asphyxiantes, apnées, bradycardie). Hospitalisation en réanimation, oxygénothérapie, monitoring, macrolides, alimentation entérale, préparation à la ventilation.","Basé sur les signes de gravité.","Difficult"
"Un enfant de 6 mois a une coqueluche. Ses deux frères de 3 et 8 ans sont contacts. La mère est à 30 semaines de grossesse. Doivent-ils recevoir une antibioprophylaxie ?","Oui, tous les contacts non ou mal vaccinés dans les 21 jours suivant le contage. La mère enceinte doit également recevoir une prophylaxie (macrolides) pour protéger le nouveau-né à naître.","Basé sur antibioprophylaxie.","Difficult"
"Quelle est la différence entre la coqueluche du nourrisson vacciné et non vacciné ?","Le nourrisson vacciné (3 injections) a une forme atténuée, moins sévère. Le non vacciné a des quintes atypiques mais une mal tolérance importante avant 3 mois.","Le document : 'Rare après 3 injections de vaccin (forme atténuée)'.","Difficult"
"Un enfant de 5 ans a une coqueluche confirmée. Il est vacciné selon le calendrier. Quel est l'intérêt du traitement antibiotique ?","Diminuer la contagiosité (car il est encore contagieux) et écourter la symptomatologie, même si la forme est atténuée.","Basé sur l'objectif du traitement.","Difficult"
"Un enfant de 8 ans a une toux quinteuse avec chant de coq, sans fièvre, depuis 2 semaines. Il est vacciné. Doit-on faire une PCR ?","Oui, car la coqueluche peut survenir même chez les vaccinés (immunité non absolue). La PCR est indiquée.","Raisonnement.","Difficult"
"Un nouveau-né de 25 jours est hospitalisé pour coqueluche maligne avec hyperlymphocytose à 80 G/l. Quel traitement spécifique en plus des macrolides ?","Traitement symptomatique : oxygénothérapie, ventilation si besoin, remplissage, surveillance des défaillances d'organes. Pas de traitement spécifique de l'hyperlymphocytose.","Basé sur la prise en charge.","Difficult"
"Un enfant de 2 mois a une coqueluche avec hyponatrémie à 125 mmol/l. Quel mécanisme suspecter ?","SIADH (sécrétion inappropriée d'ADH) secondaire à l'infection. Restriction hydrique et surveillance.","Le document : 'Hyponatrémie (SIADH)'.","Difficult"
"Un adulte de 40 ans tousse depuis 3 semaines, sans fièvre, avec quintes. Il a été vacciné dans l'enfance. Quel diagnostic et quel traitement ?","Coqueluche de l'adulte (immunité résiduelle insuffisante). Traitement : macrolides (azithromycine). Diagnostic par PCR.","Basé sur coqueluche de l'adolescent/adulte.","Difficult"
