"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la fréquence des malformations ano-rectales ?","1 à 2 cas pour 10 000 naissances","2 à 3 cas pour 10 000 nouveau-nés","5 à 6 cas pour 10 000 naissances","1 cas pour 1 000 naissances","2","Le document : ''2 à 3 cas pour 10.000 nouveau-nés''.","Easy"
"Quel est le sexe le plus fréquemment atteint par les malformations ano-rectales ?","Filles+++","Garçons+++","Égalité","Variable selon le type","2","Le document : ''Garçon+++''.","Easy"
"Le sphincter interne de l'anus est constitué de :","Muscles striés","Muscles lisses","Tissu élastique","Fibres nerveuses","2","Le document : ''Sphincter interne : muscles lisses''.","Easy"
"Le releveur de l'anus (plancher pelvien) est composé de :","Muscles lisses","Muscles striés","Tissu conjonctif","Cartilage","2","Le document : ''Releveur de l'anus (plancher pelvien) : muscle strié''.","Easy"
"La classification des malformations ano-rectales utilise la ligne de :","Stephens","Wegenstein","Romualdi","Pena","1","Le document : ''Classification : Ligne pubo-coccygienne de Stephens''.","Easy"
"Dans les MAR hautes, le périnée est :","Superficiel et souvent isolé","Profond, avec malformations associées","Normal","Absent","2","Le document : ''MAR haute : Périnée profond, malformations associées, anomalie de la formation de la dépression anale''.","Easy"
"Quel signe clinique à la naissance oriente vers une MAR haute ?","Méconiurie","Constipation chronique","Mégacolon","Diarrhée","1","Le document : ''MAR totalement obstructive : Méconiurie: MAR haute''.","Easy"
"Quelle incidence radiologique est utilisée pour le diagnostic des MAR ?","Incidence de Pen~a","Incidence de Wegenstein et Rice","Incidence de Romualdi","Incidence de VACTERL","2","Le document : ''Incidence de Wegenstein et Rice''.","Easy"
"Pour le diagnostic radiologique, on place un repère métallique :","Au niveau du pubis","À l'emplacement de l'anus","Au niveau du coccyx","Sur le sacrum","2","Le document : ''Mettre un Repère métallique à l'emplacement de l'anus''.","Easy"
"Dans les MAR hautes, le cul-de-sac rectal se situe :","Au-dessous de la ligne de Stephens","Au-dessus de la ligne de Stephens","Au niveau de la ligne de Stephens","Indépendant de la ligne","2","Le document : ''MAR haute : Cul de sac au dessus de la ligne de Stephens''.","Easy"
