"question","answer","explanation","difficulty"
"Expliquez le déséquilibre physiopathologique central des maladies ulcéreuses gastro-duodénales et le rôle d’Helicobacter pylori dans ce déséquilibre.","Le déséquilibre entre facteurs d’agression (acide chlorhydrique, pepsine) et facteurs de défense (mucus bicarbonate, microvascularisation, prostaglandines). HP rompt cet équilibre en altérant les défenses (inhibition synthèse mucine, stimulation IL-8) et en augmentant la sécrétion acide.","Le document décrit explicitement le déséquilibre agressions/défenses et les deux mécanismes d’action d’HP.","Medium"
"Décrivez le raisonnement clinique qui doit conduire à réaliser une fibroscopie devant une douleur épigastrique.","Toute douleur épigastrique persistante doit faire suspecter un ulcère. La douleur typique est épigastrique haute, irradiant en dorsal, rythmée par les repas (aggravée par la faim, calmée par repas/antiacides), périodique par poussées. Devant une telle douleur ou même atypique persistante, une fibroscopie est indiquée.","Le document insiste sur le fait que toute douleur épigastrique persistante doit faire suspecter un ulcère et demander une fibroscopie.","Medium"
"Quel est le raisonnement qui explique pourquoi l’ulcère gastrique nécessite des biopsies multiples et un contrôle endoscopique après traitement ?","Parce que 7-10 % des ulcères gastriques se révèlent être un cancer. Il faut biopsier le pourtour (dizaine de biopsies) avant traitement et contrôler après traitement pour vérifier la cicatrisation et exclure une lésion maligne.","Le document souligne la hantise du cancer devant UG et la nécessité de fibroscopie avant/après avec biopsies.","Difficult"
"Comparez les mécanismes initiaux et tardifs de la sténose pylorique et leurs conséquences cliniques.","Mécanisme initial : sténose inflammatoire par œdème péri-lésionnel ± spasme du pylore. Si non traité → fibrose rétractile. Cliniquement : douleur post-prandiale tardive (4-5h) calmée par vomissements, vomissements d’aliments digérés, clapotage, stase alimentaire à l’endoscopie, dilatation antrale au TOGD.","Le document décrit clairement l’évolution inflammatoire puis fibreuse et la sémiologie correspondante.","Difficult"
"Quelle est la définition anatomique d'un ulcère gastro-duodénal ?","Perte de substance circonscrite atteignant la musculeuse, remplacée par un bloc de sclérose.","Document.","Easy"
"Quels sont les deux principaux facteurs d'agression de la muqueuse ?","Acide chlorhydrique et pepsine.","Document.","Easy"
"Quels sont les trois principaux facteurs de défense de la muqueuse ?","Mucus (riche en bicarbonate), microvascularisation, prostaglandines E1/E2.","Document.","Easy"
"Quel est le rôle des prostaglandines E1 et E2 ?","Stimuler la sécrétion de mucus riche en bicarbonate.","Document.","Easy"
"Quel est le principal facteur bactérien responsable des ulcères ?","Helicobacter pylori (bacille Gram négatif, mobile, uréase positive).","Document.","Easy"
"Quels sont les pourcentages d'association de H. pylori aux ulcères duodénaux et gastriques ?","90% pour l'ulcère duodénal, 70% pour l'ulcère gastrique.","Document.","Easy"
"Quels sont les deux modes de transmission de H. pylori ?","Oro-orale (salive) et oro-fécale (selles).","Document.","Easy"
"Quelle est la prévalence de H. pylori à Madagascar ?","82% (selon étude 2008).","Document.","Easy"
"Quels sont les deux mécanismes d'action de H. pylori sur la muqueuse ?","Altération des défenses (inhibition synthèse mucine, stimulation IL-8) et augmentation de la sécrétion acide.","Document.","Medium"
"Quel est l'effet du tabac sur la muqueuse gastrique ?","Vasoconstriction -> altération microvascularisation -> baisse vitalité de la muqueuse.","Document.","Medium"
"Quel est l'effet des AINS sur la muqueuse ?","Diminution des facteurs de défense (inhibition des prostaglandines).","Document.","Easy"
"Qu'est-ce que le syndrome de Zollinger-Ellison ?","Gastrinome (tumeur neuroendocrine pancréatique) entraînant une hypersécrétion acide, des ulcères multiples et une diarrhée sécrétoire.","Document.","Medium"
"Quelles sont les quatre caractéristiques de la douleur ulcéreuse typique ?","Siège épigastrique, irradiation dorsale, type crampe/torsion/brûlure, rythme (aggravée par faim, calmée par repas/antiacides, intervalle libre 2-4h, parfois nocturne, périodique).","Document.","Medium"
"Quel est l'examen clé pour le diagnostic d'ulcère ?","La fibroscopie digestive (endoscopie).","Document.","Easy"
"Quels sont les quatre aspects endoscopiques d'un ulcère ?","Rond (jeune), irrégulier (carte géographique, ancien), en salami, linéaire (cicatrisation).","Document.","Medium"
"Quels sont les quatre tests invasifs de diagnostic d'HP ?","Test rapide à l'uréase (CLO-test), examen histologique, culture bactériologique, PCR.","Document.","Medium"
"Quels sont les trois tests non invasifs de diagnostic d'HP ?","Test respiratoire au C13 (gold standard), sérologie, recherche d'antigène dans les selles.","Document.","Medium"
"Quel est le test de référence non invasif pour HP ?","Le test respiratoire au C13.","Document.","Easy"
"Quelles sont les deux conditions pour réaliser une recherche d'antigène dans les selles ?","Pas d'IPP et pas d'antibiotiques depuis au moins 3 semaines.","Document.","Medium"
"Quels sont les signes radiologiques directs et indirects de l'ulcère au TOGD ?","Direct : niche (face : cocarde, bord : image d'addition). Indirects : convergence des plis, déformations bulbaires (rétrécissement segmentaire, large encoche, profonde scissure).","Document.","Medium"
"Quelle est la complication la plus fréquente de l'ulcère ?","L'hémorragie digestive.","Document.","Easy"
"Quels sont les six stades de la classification de Forrest ?","Ia (jet), Ib (nappe), IIa (vaisseau visible), IIb (caillot adhérent), IIc (tâche purpurique), III (cratère propre).","Document.","Medium"
"Quels sont les signes de gravité clinique d'une hémorragie digestive ?","Pouls >100/mn, baisse tension artérielle, baisse diurèse, signes de choc.","Document.","Medium"
"Quels sont les symptômes de la perforation d'ulcère ?","Douleur épigastrique en coup de poignard, disparition de la matité pré-hépatique (tympanisme), contracture abdominale (pathognomonique), TR douloureux (cri de Douglas).","Document.","Medium"
"Quel examen confirme une perforation ?","ASP debout montrant un pneumopéritoine.","Document.","Easy"
"Quels sont les signes cliniques de la sténose pylorique ?","Douleur post-prandiale tardive (4-5h) calmée par vomissements, vomissements d'aliments digérés nauséabonds, ondulation péristaltique (pathognomonique inconstant), clapotage à jeun, AEG.","Document.","Medium"
"Quels sont les signes endoscopiques de la sténose pylorique ?","Stase alimentaire, pylore infranchissable.","Document.","Medium"
"Quel est le risque de cancer devant un ulcère gastrique ?","7 à 10% des ulcères gastriques sont des cancers.","Document.","Easy"
