"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d'une ulcération ?","Perte de substance superficielle touchant l'épithélium et le derme superficiel","Perte de substance profonde touchant le derme et l'hypoderme","Vésicule rompue","Lésion croûteuse","2","'Ulcération : perte de substance cutanéomuqueuse profonde, derme et l’hypoderme'","Easy"
"Quelle est la définition d'une érosion ?","Perte de substance profonde","Perte de substance superficielle touchant l'épithélium et le derme superficiel","Lésion nodulaire","Pustule","2","'Erosion : perte de substance cutanéomuqueuse superficielle, épithélium et le derme superficielle'","Easy"
"Quel risque est associé aux ulcérations buccales graves ?","Rétention urinaire","Alimentation par sonde naso-gastrique","Déshydratation","Sepsis","2","'Ulcération et érosion buccale grave : Empêche l’alimentation, douleur → alimentation par sonde naso-gastrique'","Easy"
"Quel risque est associé aux ulcérations génitales graves ?","Alimentation par sonde naso-gastrique","Rétention urinaire","Douleur chronique","Infertilité","2","'Ulcération / érosion génitale responsable d’une rétention urinaire'","Easy"
"Quel est le cytodiagnostic utilisé pour les ulcérations d'origine herpétique ou pemphigus ?","Biopsie","Frottis de Tzank","PCR","Sérologie","2","'Cytodiagnostic de Tzank : Herpesvirdae, Pemphygus, grattage du fond de l’ulcération'","Easy"
"Comment se présente une lésion aphteuse typique ?","Lésion indurée indolore","Lésion ronde ou ovalaire, douloureuse, fond jaunâtre, liséré inflammatoire","Vésicule en bouquet","Plaque blanchâtre réticulée","2","'Aphte : Lésion ronde ou ovalaire, doubleuses, de petite taille... A font jaunâtre, cerné par un liséré inflammatoire'","Easy"
"Quel est le délai de résolution spontanée d'un aphte ?","Quelques jours","Deux semaines","Un mois","Six semaines","2","'Spontanément résolutives deux semaines'","Easy"
"Quel est l'aspect des lésions d'herpès sur muqueuse ?","Ulcération unique indolore","Érosion polycyclique confluente douloureuse précédée de vésicules en bouquet","Plaque blanchâtre","Nodule","2","'Herpès : Vésicule en bouquet, Erosion polycyclique, confluente douloureuse'","Easy"
"Quel nerf crânien est touché par le zona donnant des lésions de la gencive supérieure et du palais ?","V1 (nerf ophtalmique)","V2 (nerf maxillaire)","V3 (nerf mandibulaire)","VII (nerf facial)","2","'Zona du V2 (nerf maxillaire) → lésion gencive supérieure, du palais'","Easy"
"Quel nerf crânien est touché par le zona donnant des lésions de la joue, gencive inférieure et dos de la langue ?","V1","V2","V3","VII","3","'Du V3 (nerf mandibulaire) → joue, de la gencive inférieure et du dos du bord libre de la langue'","Easy"
"Quel est l'agent du syndrome main-pied-bouche ?","Coxsackie A16","Herpes simplex","VZV","VIH","1","'Sd main-pied-bouche (coxsakie A16)'","Easy"
"Quel est l'aspect clinique du chancre syphilitique ?","Ulcération douloureuse à bord découpé","Érosion ou ulcération indurée, indolore, à bord régulier, fond propre","Pustule sur base inflammatoire","Vésicules en bouquet","2","'Chancre syphilitique : Erosion ou ulcération indurées, bords réguliers, fond propre, indolore'","Easy"
"Quelle sérologie confirme le diagnostic de syphilis ?","Sérologie VIH","THA, VDRL","PCR herpès","Sérologie VZV","2","'Le diagnostic est confirmé par la sérologie : THA, VDRL'","Easy"
"Quel est l'agent du chancre mou ?","Haemophilus ducreyi","Chlamydia trachomatis","Calymmatobacterium granulomatosis","Treponema pallidum","1","'Chancre mou (infiltration à Haemophilus dureyi)'","Easy"
"Quelle IST se manifeste par un petit chancre d'inoculation fugace puis des adénopathies fistulisées en « pomme d'arrosoir » ?","Chancre mou","Syphilis","Donovanose","Maladie de Nicolas-Favre","4","'Maladie de Nicolas-Favre : Début par un petit chancre d’inoculation fugace associée à des adénopathies qui se ramollissent et fistulisent par plusieurs pertuis « en pomme d’arrosoir »'","Easy"
"Quel est l'aspect de la donovanose ?","Ulcération douloureuse indurée","Ulcération non douloureuse, non indurée, à surface granulomateuse","Vésicules","Pustules","2","'Donovanose : ulcération non douloureuse, non indurée, à surface granulomateuse'","Easy"
"Quelles sont les causes d'ulcération bifocale aiguë ?","Aphte, exanthème polymorphe post infectieux, nécrolyse épidermique toxique","Dermatose bulleuse auto-immune, maladie de Crohn","Cancer, lichen","Herpès, zona","1","'Ulcération bifocale : Aiguë : aphotse, exanthème polymorphe post infectieux, nécrolye épidermique toxique sd'","Easy"
"Quelles sont les causes d'ulcération bifocale récurrente ?","Aphte, herpès, maladie de Behçet","Syphilis, chancre mou","Donovanose, Nicolas-Favre","Cancer, DBAI","1","'Ulcération bifocale récurrente : Aphte, Herpes, Maladie de Behçet'","Easy")
"Quelle est la première cause de dermatose bulleuse auto-immune responsable de stomatite chronique ?","Pemphigoïde cicatricielle","Pemphigus vulgaire","Dermatite herpétiforme","Lichen plan","2","'Pemphigus vulgaire, première cause'","Easy")
"Quel examen histologique confirme le diagnostic de pemphigus vulgaire ?","Immunofluorescence directe montrant des dépôts linéaires le long de la membrane basale","Immunofluorescence directe montrant une positivité des espaces inter-kératinocytaires","Présence de cellules acantholytiques","Nécrose épidermique","2","'Histologie avec immunofluorescence directe (positivité des espaces inter-kératinocytaires)'","Medium")
"Quel est l'aspect du lichen érosif buccal ?","Ulcération sur base indurée","Érosions sur une base de réseau blanchâtre","Vésicules en bouquet","Plaque squameuse","2","'Lichen érosive : Les érosions sur une base de réseau blanchâtre'","Medium")
"Quel virus est associé au lichen érosif ?","Virus de l'hépatite C","VIH","EBV","CMV","1","'Association à une infection par le virus de l’hépatite C possible'","Medium")
"Quelle est la topographie préférentielle du lichen érosif ?","Muqueuse jugale","Langue","Lèvres","Palais","1","'Localisation prédominent sur la muqueuse jugale'","Medium")
"Quel examen est indiqué devant une ulcération chronique indolore sur base indurée chez un patient tabagique ?","Biopsie cutanée","Sérologie VIH","PCR herpès","Frottis de Tzank","1","'Ulcération sur base indurée, chronique, indolore, une biopsie cutanée nécessaire'","Medium")
"Quels sont les facteurs prédisposant au cancer buccal ?","Tabagique, alcoolique","Diabète, obésité","VIH, VHC","Stress","1","'Se développe sur terrain prédisposant : tabagique, alcoolique'","Medium")
"Quelle est la présentation de l'herpangine ?","Érosions post-vésiculeuses de la partie postérieure de la cavité buccale, fièvre","Lésions antérieures du palais","Vésicules cutanées des mains et pieds","Gingivite","1","'Herpangine (coxsakie A&B) : Des érosions post-vésiculeuses de la partie postérieure de la cavité buccale. Fièvre'","Medium")
"Quels signes généraux accompagnent l'herpès génital aigu ?","Fièvre, asthénie, douleurs articulaires","Aucun signe général","Céphalées, nausées","Toux, rhinite","1","'Signes généraux : fièvres, asthénie, douleurs articulaires'","Medium")
"Quelle est la localisation extra-génitale du chancre syphilitique ?","Bucco-pharyngée, amygdale, doigts","Paumes, plantes","Cuir chevelu","Conjonctive","1","'Extra génitale : bucco-pharyngée, amygdale, doigts'","Medium")
"Quelle est la particularité de la donovanose concernant les adénopathies ?","Adénopathies importantes","Adénopathies fistulisées","Sans adénopathie","Adénopathies douloureuses","3","'sans adénopathie'","Medium")
"Quel est le signe de gravité d'une ulcération génitale aiguë ?","Douleur","Saignement","Rétention urinaire","Fièvre","3","'Ulcération / érosion génitale responsable d’une rétention urinaire'","Medium")
"Quel est le diagnostic différentiel d'une ulcération traumatique persistante après élimination de l'agent causal ?","Néoplasie","Aphte","Herpès","Syphilis","1","'Si persistance : biopsie, néoplasie'","Medium")
"Quel est le traitement de l'érythème polymorphe post-infectieux avec dysphagie majeure ?","Hospitalisation, hydratation, sonde gastrique","Corticothérapie locale","Antihistaminiques","Antiviraux","1","'→ hospitalisation : hydratation, sonde gastrique'","Difficult")
"Quel nerf crânien est responsable d'érosions de la pointe et des bords de la langue associées à une paralysie faciale ?","Nerf facial (VII)","Nerf glosso-pharyngien (IX)","Nerf trijumeau (V2)","Nerf hypoglosse (XII)","1","'Atteinte du VII (nerf facial) érosions au niveau de la pointe et des bords de la langue... paralysie facial'","Difficult")
"Quel est l'aspect des lésions de l'érythème polymorphe post-infectieux sur la peau ?","Lésion en cocardes des extrémités","Vésicules ombiliquées","Pustules","Papules squameuses","1","'atteinte cutanée en cocardes des extrémités'","Difficult")
"Quelle est la durée de disparition des lésions du syndrome main-pied-bouche ?","Moins d'une semaine","2 semaines","3 semaines","1 mois","1","'Lésion disparaissent en mois d’une semaine' (moins d'une semaine)","Difficult")
"Quel est le délai d'incubation du syndrome main-pied-bouche ?","3-5 jours","7-10 jours","14 jours","21 jours","1","'incubation 3-5 jours'","Difficult")
"Quelle est la particularité de l'ulcération cancéreuse par rapport à l'aphte ?","Indolore, base indurée, chronique","Douloureuse, fond jaunâtre, récurrente","Précédée de vésicules","Bords nets","1","Document : cancer : indolore, base indurée, chronique ; aphte : douloureux, récurrent","Difficult")
