"front","back","cognitive_level"
"Quelle est la différence entre une ulcération et une érosion ?","Ulcération : perte de substance cutanéomuqueuse profonde, atteignant le derme et l’hypoderme. Érosion : perte de substance superficielle, limitée à l’épithélium et au derme superficiel.","Recall"
"Quels sont les deux risques d’urgence liés aux ulcérations des muqueuses ?","Risque de retentissement sur l’alimentation (nécessité de sonde nasogastrique) et risque de rétention urinaire.","Recall"
"Quelles sont les trois grandes gravités des ulcérations mentionnées dans le document ?","IST, VIH, maladie de Behçet.","Recall"
"Quels sont les trois éléments à préciser sur l’évolution d’une ulcération ?","Aiguë, récurrente, chronique.","Recall"
"Quel examen paraclinique est réalisé par grattage du fond de l’ulcération pour rechercher les herpèsviridae et le pemphigus ?","Cytodiagnostic de Tzanck.","Recall"
"Où doit-on prélever une biopsie cutanée pour l’examen anatomo-pathologique d’une ulcération ?","En bordure de la lésion.","Recall"
"Quels sont les signes cliniques d’un aphte ?","Lésion ronde ou ovalaire, douloureuse, de petite taille, unique ou multiple, à fond jaunâtre cerné d’un liséré inflammatoire. Récurrente, déclenchée par certains aliments (agrumes, fromage). Guérison spontanée en deux semaines.","Recall"
"Décrivez l’aspect de l’ulcération herpétique.","Brûlures, cuisson, prurit localisé puis vésicules en bouquet, érosion polycyclique confluente douloureuse, adénopathie périphérique, parfois fièvre.","Recall"
"Qu’est-ce qu’une gingivo-stomatite aiguë ?","Forme de primo-infection herpétique avec ulcérations buccales.","Recall"
"Quels sont les territoires du zona atteignant la cavité buccale ?","V2 (nerf maxillaire) : gencive supérieure, palais ; V3 (nerf mandibulaire) : joue, gencive inférieure, dos du bord libre de la langue ; VII (facial) : pointe et bords de la langue, conduit auditif externe, paralysie faciale ; IX (glosso-pharyngien) : muqueuse du pharynx buccal.","Recall"
"Quel virus cause le syndrome main-pied-bouche ?","Coxsackie A16.","Recall"
"Quelles sont les caractéristiques du syndrome main-pied-bouche ?","Incubation 3-5 jours, éruption débutant à la partie antérieure du palais par érythème puis vésicules rapidement rompues, puis vésicules cutanées sur base érythémateuse des mains et pieds après 2-3 jours. Disparition en moins d’une semaine.","Recall"
"Qu’est-ce que l’herpangine ?","Infection à coxsackie A ou B donnant des érosions post-vésiculeuses de la partie postérieure de la cavité buccale, avec fièvre et dysphagie. Diagnostic clinique.","Recall"
"Quelle est la première cause de dermatose bulleuse auto-immune responsable d’une stomatite/gingivite chronique ?","Pemphigus vulgaire (anticorps anti-substance intercellulaire, immunofluorescence directe positive des espaces interkératinocytaires).","Recall"
"Quels sont les signes évocateurs d’un cancer buccal sur ulcération ?","Ulcération sur base indurée, chronique, indolore, sur terrain prédisposant (tabac, alcool) ou sur lésion préexistante (leucoplasie, lichen). Nécessité d’une biopsie.","Recall"
"Quel est l’aspect du lichen érosif ?","Érosions sur une base de réseau blanchâtre, prédominant sur la muqueuse jugale, la langue et les lèvres. Possible association à l’hépatite C.","Recall"
"Quel est l’aspect du chancre syphilitique ?","Érosion ou ulcération indurée de 5-15 mm, unique ou ovalaire, bords réguliers, fond propre, indolore, régressant sans cicatrice. Localisation génitale (90%) ou extra-génitale. Diagnostic par sérologie (TPHA, VDRL).","Recall"
"Quel est l’aspect du chancre mou ?","Érosion inflammatoire non indurée, douloureuse, cernée d’un liséré fibrino-purulent, due à Haemophilus ducreyi.","Recall"
"Qu’est-ce que la maladie de Nicolas-Favre ?","Infection à Chlamydia trachomatis sérotypes L1, L2, L3. Début par un petit chancre d’inoculation fugace, puis adénopathies se ramollissant et fistulisant en « pomme d’arrosoir ».","Recall"
"Qu’est-ce que la donovanose ?","Infection à Calymmatobacterium granulomatis donnant une ulcération non douloureuse, non indurée, à surface granulomateuse, sans tendance à la guérison spontanée, sans adénopathie. Touche verge, vulve, plis inguinaux, périnée.","Recall"
"Quelles sont les trois causes d’ulcération bifocale aiguë ?","Aphte, exanthème polymorphe post-infectieux, nécrolyse épidermique toxique (syndrome de Lyell).","Recall"
"Quelles sont les trois causes d’ulcération bifocale récurrente ?","Aphte, herpès, maladie de Behçet.","Recall"
"Quel est le diagnostic différentiel d’une ulcération buccale aiguë post-traumatique par prothèse dentaire ?","Localisation en regard de l’appareil prothétique, contours géographiques ou à angle aigu. Guérison après élimination de l’agent traumatique. Si persistance, biopsier pour éliminer une néoplasie.","Application"
"Un patient présente une érosion génitale unique, indolore, à bord régulier, de 1 cm, sans adénopathie. Quel diagnostic suspecter ?","Chancre syphilitique.","Analysis"
"Une femme présente des érosions douloureuses polycycliques de la vulve avec œdème, des leucorrhées, et des vésicules en bouquet. Quel diagnostic ?","Herpès génital aigu.","Analysis"
"Un patient tabagique et alcoolique présente une ulcération de la langue, indurée, indolore, évoluant depuis 3 mois. Quel examen clé ?","Biopsie cutanée en bordure de la lésion pour rechercher un cancer.","Analysis"
