"front","back","cognitive_level"
"Quand faut-il rechercher une protéinurie selon le document ?","Examen systématique, prise de poids anormale/œdèmes, présence d'hématurie, HTA.","Recall"
"Quelle est la valeur d'une protéinurie à 'traces' sur bandelette urinaire ?","0,1 - 0,2 g/l.","Recall"
"Quelle est la valeur d'une protéinurie '+++' sur bandelette urinaire ?","3 g/l.","Recall"
"Citez 2 causes de faux positifs de la bandelette urinaire pour la protéinurie.","pH fortement alcalin, dilution avec des désinfectants.","Recall"
"Quelle est la protéinurie physiologique chez l'enfant (en mg/m2/j) ?","< 100 mg/m2/j.","Recall"
"Quelle est la protéinurie physiologique chez le nouveau-né (en mg/m2/j) ?","< 300 mg/m2/j.","Recall"
"Comment différencie-t-on une protéinurie glomérulaire d'une protéinurie tubulaire ?","Glomérulaire : élévation de l'albumine. Tubulaire : élévation des protéines de bas poids moléculaire (α1, β2) avec <60% d'albumine.","Recall"
"Quelle est l'albuminurie physiologique ?","< 30 mg/m2/j.","Recall"
"Quelles sont les 5 catégories de causes de protéinurie selon le document ?","Protéinurie fonctionnelle, protéinurie + œdèmes, protéinurie + hématurie, protéinurie + signes extra-rénaux, protéinurie isolée.","Recall"
"Qu'est-ce qu'une protéinurie fonctionnelle et comment l'affirmer ?","Protéinurie <0,5 g/l ou + sur BU, intermittente, accompagnant une affection fébrile ou effort intense. Contrôle après quelques jours pour affirmer qu'elle était fonctionnelle.","Recall"
"Quels sont les 3 critères du syndrome néphrotique (néphrose lipoïdique) ?","Protéinurie > 50 mg/kg/j, hypoalbuminémie <30 g/l, hypoprotidémie <50 g/l.","Recall"
"Quel est l'âge de prédilection de la néphrose lipoïdique ?","3 à 10 ans.","Recall"
"Quel est le traitement de la néphrose lipoïdique ?","Corticothérapie.","Recall"
"Quelle est l'évolution favorable de la néphrose lipoïdique ?","85% des cas.","Recall"
"Quel examen est systématique devant une protéinurie avec hématurie pour rechercher une infection urinaire ?","ECBU (examen cytobactériologique des urines).","Recall"
"Quels sont les seuils de leucocyturie et bactériurie pour une infection urinaire ?","Leucocyturie > 10^4/ml, bactériurie > 10^5/ml.","Recall"
"Quel est l'aspect des urines dans la glomérulonéphrite aiguë ?","Urine 'bouillon sale' hématurique.","Recall"
"Quels examens biologiques sont perturbés dans la glomérulonéphrite aiguë ?","Baisse du C3, anticorps antistreptococciques positifs.","Recall"
"Quels sont les 3 signes cliniques du purpura rhumatoïde ?","Purpura vasculaire, douleurs articulaires, douleurs abdominales.","Recall"
"Quel est l'âge de survenue du purpura rhumatoïde ?","2 à 11 ans.","Recall"
"Qu'est-ce que le syndrome d'Alport ?","Néphropathie hématurique familiale liée à l'X dans 85% des cas, associant néphropathie + atteinte visuelle + surdité.","Recall"
"Quels syndromes extra-rénaux peuvent accompagner une protéinurie ?","Syndrome inflammatoire (néphropathie lupique, tubulo-interstitielle, sarcoïdose), retard de croissance avec polyurie (IRC, tubulopathie), anémie (SHU).","Recall"
"Qu'est-ce que la protéinurie orthostatique et comment la confirmer ?","Protéinurie apparaissant à la station debout, <1g/24h, intermittente. Confirmation : 2 prélèvements (1h après coucher et diurne), à répéter à quelques mois d'intervalle.","Recall"
"Quelles sont les caractéristiques de la protéinurie tubulaire permanente ?","Protéines de bas poids moléculaire, hypercalciurie, glycosurie.","Recall"
"Quelle est la conduite à tenir devant une protéinurie glomérulaire permanente ?","Nécessite des contrôles réguliers.","Recall"
"Quelle est la tripe du syndrome hémolytique et urémique (SHU) ?","Anémie hémolytique, thrombopénie, insuffisance rénale.","Recall"
"Citez 3 glomérulonépathies associées à une protéinurie avec hématurie (autres que GNA, purpura rhumatoïde, Alport).","GN à dépôts d'IgA (maladie de Berger), GN membranoprolifératives, GN extra-membraneuses, hépatite C, hépatite B.","Recall"
