"question","answer","explanation","difficulty"
"Quels sont les trois composés organiques de la bile ?","Bilirubine, cholestérol et phospholipides.","Le document : 'Composés organiques : bilirubine, cholestérol et phospholipides'","Easy"
"Citez quatre facteurs favorisant la lithogenèse.","Age, sexe féminin, grossesse, obésité, facteurs génétiques/ethniques, certains médicaments, jeûne prolongé.","Le document liste ces facteurs.","Easy"
"Quels sont les cinq types de calculs biliaires décrits ?","1. Calculs mixtes (80%), 2. Calculs de cholestérol pur (15%), 3. Calculs pigmentaires, 4. Calculs de carbonate de calcium, 5. Calculs à noyau figuré.","Le document énumère ces types.","Easy"
"Décrivez la colique hépatique typique (siège, caractère, irradiation, durée).","Siège : hypochondre droit. Caractère : brutale, intense, inhibe la respiration. Irradiation : vers l’épaule droite. Durée : brève.","Le document : 'Douleur = colique hépatique'","Easy"
"Quel est l’examen de première intention pour le diagnostic de lithiase biliaire et que montre-t-il ?","L’échographie. Elle montre des images hyperéchogènes avec des cônes d’ombre postérieurs.","Le document : 'Echographie... examen de première intention... Images hyperéchogènes ; Cônes d’ombre postérieurs'","Easy"
"Quelles sont les cinq catégories de manifestations de l’histoire naturelle de la lithiase biliaire ?","1. Latente (80%), 2. Manifestations douloureuses isolées (colique hépatique), 3. Manifestations infectieuses (cholécystite, péritonite, angiocholite), 4. Manifestations ictériques, 5. Manifestations occlusives (iléus biliaire).","Le document : 'Histoire naturelle'","Medium"
"Expliquez la manœuvre de Murphy.","On place la main au niveau de l’hypochondre droit, on appuie, puis on demande au patient d’inspirer. Le diaphragme pousse le foie vers le bas, comprimant la vésicule contre la main. Si un calcul est présent, cela provoque une douleur et bloque l’inspiration.","Le document décrit la manœuvre.","Medium"
"Quels sont les avantages et les limites de l’échographie dans la lithiase biliaire ?","Avantages : méthode simple, de première intention, réalisable même en cas d’ictère. Limites : l’étude de la voie biliaire principale est souvent difficile car elle est en profondeur.","Le document : 'Méthode simple... Examen de première intention... Réalisable même en présence d’un ictère... Cependant, l’étude de la voie biliaire principale est souvent difficile (car en profondeur)'","Medium"
"Quels examens radiologiques sont abandonnés selon le document ?","La cholécystographie par voie orale et la cholangiographie intraveineuse.","Le document : 'Cholécystographie par voie orale et cholangiographie intraveineuse : abandonnés'","Medium"
"Qu’est-ce que la cholangiographie rétrograde par voie endoscopique et que visualise-t-elle ?","C’est un examen par cathétérisme de la papille avec injection de produit de contraste. Elle permet de visualiser une lacune du bas cholédoque.","Le document : 'par cathétérisme de la papille. Elle permet de visualiser une lacune du bas cholédoque'","Medium"
"Quelle est la différence entre voie biliaire principale et voie biliaire accessoire ?","La voie biliaire principale (canaux hépatiques, canal hépatique commun, cholédoque) assure l’écoulement de la bile. La voie biliaire accessoire (vésicule biliaire, canal cystique) sert de réservoir.","Le document : 'Voie biliaire principale : canal hépatique gauche et droite, commune, choledoque (car nécessaire pour que la bile s’écoule normalement) ; Voie biliaire accessoire : vésicule biliaire et canal cystique'","Medium"
"Quel est le triangle de Small et Dervichian ?","C’est la représentation des lipides biliaires composés de cholestérol, lécithine et sels biliaires.","Le document : 'Les lipides biliaires sont constitués de cholestérol, lécithine et sels biliaires : triangle de Small et Dervichian'","Difficult"
"Quelle est la particularité des calculs de carbonate de calcium ?","Ce sont des grains fins comme du sable, lourds, ils sédimentent au fond de la vésicule biliaire et sont opaques aux rayons X.","Le document : 'grains fins comme du sable, lourds et sédimentent au fond de la vésicule biliaire. Opaques aux rayons X'","Difficult"
"Qu’est-ce que l’iléus biliaire ?","C’est une manifestation occlusive de la lithiase biliaire (occlusion intestinale par un calcul biliaire).","Le document : 'Manifestations occlusives : iléus biliaire'","Difficult"
