"question","option1","option2","option3","option4","answer","explanation","difficulty"
"La lithiase biliaire est une pathologie due à quoi ?","Une inflammation de la vésicule","L’existence de calculs dans les voies biliaires","Une infection biliaire","Une tumeur du cholédoque","2","Le document : 'Lithiase biliaire : pathologie suite à l’existence de calcul dans les voies biliaires'","Easy"
"Quel est le pourcentage d’eau dans la bile ?","70-80%","80-85%","90-95%","95-99%","3","Le document : 'Bile : C’est une solution comportant 90-95% d’eau'","Easy"
"Quelle est la sécrétion biliaire quotidienne moyenne ?","500 ml/j","750 ml/j","1000 ml/j","1250 ml/j","2","Le document : 'Secrétion biliaire : 750 ml/j'","Easy"
"Quelle est la prévalence de la lithiase biliaire en Europe ?","1-5%","5-10%","10-20%",">30%","3","Le document : 'Europe : >> 10 à 20% de la population'","Easy"
"Quel pourcentage des patients ayant une lithiase biliaire symptomatique auront une complication ?","1/4","1/3","1/2","2/3","2","Le document : '1/3 des malades ayant une LB symptomatique auront une complication'","Easy"
"Quel est le type de calcul biliaire le plus fréquent (80%) ?","Calculs de cholestérol pur","Calculs pigmentaires","Calculs mixtes","Calculs de carbonate de calcium","3","Le document : 'Calculs mixtes (80%)'","Easy"
"Quel type de calcul est transparent aux rayons X et représente 15% des cas ?","Calculs mixtes","Calculs de cholestérol pur","Calculs pigmentaires","Calculs de carbonate de calcium","2","Le document : 'Calculs de cholestérol pur (15%) : Transparents aux rayons X'","Easy"
"Quel est le siège typique de la douleur de la colique hépatique ?","Hypochondre gauche","Épigastre","Hypochondre droit","Fosse iliaque droite","3","Le document : 'Siège au niveau de l’hypocondre droit'","Easy"
"Quelle est l’irradiation spécifique de la colique hépatique ?","Vers l’épaule gauche","Vers l’épaule droite","Vers le dos","Vers la région lombaire","2","Le document : 'Irradiation spécifique vers l’épaule droite'","Easy"
"Quel est l’examen de première intention pour diagnostiquer une lithiase biliaire ?","Radiographie ASP","Échographie","Cholangiographie rétrograde","IRM","2","Le document : 'Echographie ou Echotomographie (examen de 1ère intention)'","Easy"
"Quel signe échographique est caractéristique des calculs biliaires ?","Images anéchogènes","Images hyperéchogènes avec cônes d’ombre postérieurs","Images hypoéchogènes","Cônes d’ombre antérieurs","2","Le document : 'Images hyperéchogènes ; Cônes d’ombre postérieurs'","Easy"
"Quel pourcentage des lithiases biliaires sont latentes (asymptomatiques) ?","50%","60%","70%","80%","4","Le document : 'La lithiase biliaire est latente (80% des cas)'","Easy"
"Quel facteur favorisant la lithogenèse est lié à l’origine ethnique maximale ?","Japon","Europe","Tribus indiennes américaines","Amérique du Nord","3","Le document : 'Maximale : chez les tribus indienne américaines'","Medium"
"Quels médicaments favorisent la lithiase biliaire selon le document ?","Antibiotiques, anti-inflammatoires","Hypolipémiants, contraceptifs oraux riches en œstrogènes, octréotide","Antihypertenseurs, diurétiques","Antidépresseurs, anxiolytiques","2","Le document : 'Médicaments : hypolipémiants, contraceptifs oraux riches en oestrogènes, octréotide'","Medium"
"Quelle manifestation douloureuse isolée peut simuler une pancréatite aiguë ?","Colique hépatique","Cholécystite aiguë","Angiocholite","Iléus biliaire","1","Le document : 'Peut simuler la douleur typique d’une pancréatite aiguë'","Medium"
"Quelle est la définition de l’angiocholite ?","Infection de la vésicule biliaire","Infection du contenu biliaire et de la voie biliaire principale","Inflammation du pancréas","Occlusion biliaire","2","Le document : 'Angiocholite : infection du contenu biliaire et de la voie biliaire principale (choledoque)'","Medium"
"Quel est le point de Murphy ?","Réunion du rebord costal gauche avec le bord externe du grand droit","Réunion du rebord costal droit avec le bord externe du grand droit D","L’union du 1/3 externe et 2/3 internes de la ligne EIAS-ombilic","Le creux axillaire","2","Le document : 'Point de Murphy : réunion du rebord costal droit avec le bord externe du grand droit D'","Medium"
"Quel examen radiologique a été abandonné selon le document ?","Radiographie ASP","Échographie","Cholécystographie par voie orale et cholangiographie intraveineuse","Cholangiographie rétrograde","3","Le document : 'Cholécystographie par voie orale et cholangiographie intraveineuse : abandonnés'","Medium"
"Quelle est la particularité des calculs de carbonate de calcium ?","Transparents aux rayons X","Opaques aux rayons X, grains fins comme du sable, lourds, sédimentent au fond","Couleur vert foncé","Structure cristalline","2","Le document : 'Calculs de carbonate de calcium : grains fins comme du sable, lourds et sédimentent au fond de la vésicule biliaire. Opaques aux rayons X'","Medium"
"Quel examen permet de visualiser une lacune du bas cholédoque par cathétérisme de la papille ?","Cholangiographie per-opératoire","Cholangiographie rétrograde par voie endoscopique","IRM","Scanographie","2","Le document : 'Cholangiographie rétrograde par voie endoscopique : par cathétérisme de la papille. Elle permet de visualiser une lacune du bas cholédoque'","Medium"
"Quels sont les trois constituants des lipides biliaires selon le triangle de Small et Dervichian ?","Bilirubine, cholestérol, eau","Cholestérol, lécithine, sels biliaires","Phospholipides, bilirubine, calcium","Sels biliaires, eau, électrolytes","2","Le document : 'Les lipides biliaires sont constitués de cholestérol, lécithine et sels biliaires : triangle de Small et Dervichian'","Difficult"
"Quelle est la manifestation occlusive de la lithiase biliaire ?","Angiocholite","Iléus biliaire","Péritonite","Cholécystite aiguë","2","Le document : 'Manifestations occlusives : iléus biliaire'","Difficult"
