"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est l'atteinte constante de la rectocolite ulcéro-hémorragique (RCH) ?","L'iléon terminal","Le rectum","Le côlon droit","Le jéjunum","2","Document : 'Atteinte constante du rectum (\"il n’y a pas de RCH sans atteinte rectale)'.","Easy"
"Quel est le mode évolutif typique de la RCH ?","Guérison spontanée","Évolution par poussées avec périodes d'accalmie","Dégénérescence constante","Stabilité sans symptômes","2","Document : 'Pathologie chronique, évolue par poussée avec des périodes d’accalmie'.","Easy"
"Quel facteur est protecteur contre la RCH selon le document ?","Tabac","Alcool","Café","Régime riche en fibres","1","Document : 'Facteurs protecteurs : tabac ; appendicectomie'.","Easy"
"Quel est le sexe le plus touché par la RCH ?","Femmes","Hommes","Égal","Enfants","2","Document : 'Légère prédominance masculine : 3 hommes/ 1 femme'.","Easy"
"Quelle est la localisation la plus fréquente de la RCH ?","Rectite (40%)","Rectosigmoïdite (30%)","Pancolite (15%)","Atteinte de l'angle gauche (15%)","1","Document : 'Topographie : Rectite : 40%' (la plus fréquente).","Easy"
"Quel est le signe digestif le plus évocateur de RCH ?","Diarrhée motrice","Rectorragie","Constipation","Douleur épigastrique","2","Document : 'Rectorragie : en faveur d’une atteinte rectale'.","Easy"
"Quelle manifestation extra-digestive cutanée est associée à la RCH ?","Psoriasis","Érythème noueux","Eczéma","Acné","2","Document : 'Atteintes cutanées et buccales : Erythème noueux'.","Easy"
"Quelle manifestation articulaire peut être associée à la RCH ?","Polyarthrite rhumatoïde","Spondylarthrite ankylosante","Goutte","Ostéoporose","2","Document : 'Spondylarthrite ankylosante' dans les atteintes articulaires.","Easy"
"Quel examen endoscopique est essentiel pour le diagnostic de RCH ?","Coloscopie totale","Rectoscopie","Entéroscopie","Gastroscopie","2","Document : 'Rectoscopie : -> Diagnostic' (bien que la coloscopie soit aussi utilisée).","Easy"
"Quel aspect de la muqueuse rectale est typique de la RCH ?","Muqueuse normale","Muqueuse congestive rouge purpurique saignant 'pleure le sang'","Muqueuse pâle","Muqueuse atrophique","2","Document : 'Muqueuse congestive : rouge purpurique saignant ; “pleure le sang”'.","Easy"
"Quelle est la particularité des lésions de la RCH à l'endoscopie concernant la continuité ?","Lésions discontinues avec intervalles sains","Lésions continues sans intervalle de muqueuse saine","Lésions segmentaires","Lésions uniquement au niveau du rectum","2","Document : 'Rectum : lésions continues, Sans intervalle de muqueuse saine'.","Easy"
"Quel est le risque de cancer colorectal dans la RCH ?","Absent","Présent surtout après 10 ans d'évolution","Précoce dans les 2 premières années","Identique à la population générale","2","Document : 'CANCER : colo-rectal ; Surtout dans les formes anciennes ; Evolution : > 10 ans'.","Easy"
"Quelle complication redoutable aiguë de la RCH est définie par une dilatation colique ?","Pseudo-kyste","Colectasie aiguë - mégacôlon toxique","Perforation","Hémorragie","2","Document : 'COLECTASIE AIGUE - MEGACOLON TOXIQUE : Redoutable ; Dilatation colique'.","Easy"
"Quel score est utilisé pour évaluer la gravité clinique et endoscopique de la RCH ?","Score de Child-Pugh","Score de Mayo","Score de Ranson","Score de Harvey Bradshaw","2","Document : 'Score Mayo +++ : clinique et endoscopique sur 7 jours'.","Easy"
"Quel est le seuil de dilatation du côlon transverse sur l'ASP définissant un mégacôlon toxique ?","> 4 cm","> 5 cm","> 6 cm","> 7 cm","3","Document : 'ASP : Dilatation du côlon transverse > 6 cm'.","Easy"
"Quelle est la fréquence de la rectite dans la RCH ?","20%","30%","40%","50%","3","Document : 'Rectite : 40%'.","Easy"
"Quel est le pourcentage de pancolite dans la RCH ?","5%","10%","15%","20%","3","Document : 'Pancolite : 15 %'.","Easy"
