question, option1, option2, option3, option4, answer, explanation, difficulty
"À quel âge définit-on une puberté précoce chez la fille ?", "Avant 7 ans", "Avant 8 ans", "Avant 9 ans", "Avant 10 ans", "2", "Le document : 'La puberté précoce : est définie chez la fille par le développement des caractères sexuels secondaires avant l'âge de 8 ans'", "Easy"
"La puberté avancée débute entre quel âge ?", "6 et 8 ans", "7 et 9 ans", "8 et 10 ans", "9 et 11 ans", "3", "Le document : 'La puberté avancée : débute entre 8 et 10 ans'", "Easy"
"Quel type de puberté précoce est dû à une activation précoce de l'axe hypothalamo-hypophysaire ?", "Pseudo-puberté précoce", "Puberté précoce partielle", "Puberté précoce centrale", "Puberté précoce dissociée", "3", "Le document : 'Les pubertés précoces vraies ou centrales : sont dues à une activation précoce de l'axe hypothalamo-hypophysaire'", "Easy"
"Les pseudo-pubertés précoces sont liées à une sécrétion anormale d'origine :", "Hypothalamique", "Hypophysaire", "Périphérique (ovarienne ou surrénalienne)", "Corticale", "3", "Le document : 'sécrétion anormale d'œstrogènes ou d'androgènes d'origine périphérique, ovarienne ou surrénalienne'", "Easy"
"Qu'est-ce que le prémature thélarche ?", "Développement prématuré isolé de la pilosité pubienne", "Développement prématuré isolé des seins", "Métrorragies isolées précoces", "Développement complet de la puberté", "2", "Le document : 'développement prématuré isolé des seins (prémature thélarche)'", "Easy"
"Quel taux d'estradiol plasmatique est considéré comme élevé dans les pubertés précoces centrales ?", "> 15 pg/ml", "> 20 pg/ml", "> 25 pg/ml", "> 30 pg/ml", "3", "Le document : 'Le taux plasmatique d'estradiol est souvent élevé, > 25 pg/ml'", "Easy"
"Quelle hauteur utérine à l'échographie oriente vers une puberté précoce centrale ?", "> 20 mm", "> 25 mm", "> 30 mm", "> 35 mm", "3", "Le document : 'Hauteur utérine > 30 mm'", "Easy"
"Quel est le pourcentage de pubertés précoces centrales idiopathiques chez la fille ?", "50-60%", "60-70%", "70-80%", "80-90%", "3", "Le document : 'Chez la fille, les pubertés précoces sont idiopathiques dans 70-80%'", "Easy"
"Quelle tumeur des voies optiques est associée à la neurofibromatose de Recklinghausen ?", "Hamartome", "Gliome des voies optiques", "Kyste arachnoïdien", "Craniopharyngiome", "2", "Le document : 'Gliome des voies optiques : Associé à une neurofibromatose de type maladie de Recklinghausen'", "Easy"
"Quel traitement est proposé pour un gliome des voies optiques ?", "Chirurgie d'exérèse", "Chimiothérapie", "Irradiation centrée sur la tumeur à fortes doses (50 grays)", "Antiprolactines", "3", "Le document : 'Le traitement est l'irradiation centrée sur la tumeur à fortes doses (environ 50 grays)'", "Easy"
"Le retard pubertaire chez la fille est défini par l'absence de développement mammaire à quel âge ?", "11 ans", "12 ans", "13 ans", "14 ans", "3", "Le document : 'Le retard pubertaire de la fille est défini par l'absence de tout développement mammaire à l'âge de 13 ans'", "Easy"
"Quelle est la cause la plus fréquente d'insuffisance gonadique primitive ?", "Dysgénésie gonadique pure", "Syndrome de Turner", "Galactosémie", "Déficit en 17-α-hydroxylase", "2", "Le document : 'Syndrome de Turner : cause la plus fréquente'", "Easy"
"Quelle est la définition d'une puberté avancée ?", "Début entre 6 et 8 ans", "Début entre 8 et 10 ans", "Début entre 10 et 12 ans", "Début après 12 ans", "2", "Le document : 'La puberté avancée : débute entre 8 et 10 ans'", "Easy"
"Les pubertés précoces partielles correspondent à :", "Activation complète de l'axe gonadotrope", "Apparition précoce d'un caractère sexuel secondaire isolé", "Sécrétion tumorale d'androgènes", "Absence totale de développement pubertaire", "2", "Le document : 'correspondent à l'apparition précoce d'un caractère sexuel secondaire qui reste isolé'", "Easy"
"Quel est le pourcentage de pubertés précoces centrales idiopathiques après élimination des autres étiologies ?", "50-60%", "60-70%", "70-80%", "80-90%", "3", "Le document : 'Chez la fille, les pubertés précoces sont idiopathiques dans 70-80% après avoir éliminé une autre étiologie'", "Easy"
"Quel signe cutané oriente vers une neurofibromatose associée à un gliome des voies optiques ?", "Tâches café au lait", "Angiomes plans", "Purpura", "Eczéma", "1", "Le document : 'multiples tâches café au lait, tumeurs plexiformes'", "Easy"
"Dans le retard pubertaire, l'absence de survenue des règles combien d'années après le début du développement des seins définit une aménorrhée primaire ?", "1 an", "2 ans", "3 ans", "4 ans", "3", "Le document : 'une aménorrhée primaire (absence de survenue des règles 3 ans après le début du développement des seins)'", "Easy"
"Quelle est la définition d'une puberté précoce chez la fille ?", "Développement des caractères sexuels secondaires avant 9 ans", "Développement des caractères sexuels secondaires avant 8 ans", "Absence de développement mammaire à 13 ans", "Développement isolé des seins", "2", "Le document : 'définie chez la fille par le développement des caractères sexuels secondaires avant l'âge de 8 ans'", "Easy"
"Les pubertés précoces centrales sont LH-RH dépendantes.", "Vrai", "Faux", "", "", "1", "Le document : 'Les pubertés précoces vraies ou centrales : sont dues à une activation précoce de l'axe hypothalamo-hypophysaire (LH-RH dépendantes)'", "Easy"
"Dans le test au LH-RH de type pubertaire, que observe-t-on ?", "Pic de FSH > pic de LH", "Pic de LH > pic de FSH", "Absence de réponse", "Pic égal", "2", "Le document : 'Type pubertaire : un pic de LH > au pic de FSH (gonadostimuline)'", "Easy"
"L'IRM cérébrale est indiquée systématiquement devant une puberté précoce centrale.", "Vrai", "Faux", "", "", "1", "Le document : 'L'imagerie cérébrale systématique découvre la lésion'", "Easy"
"Le prémature adrénarche correspond à un développement prématuré isolé des seins.", "Faux", "Vrai", "", "", "1", "Le document : 'pilosité pubienne et axillaire précoce isolée (prémature adrénarche)'", "Easy"
"Les pseudo-pubertés précoces sont LH-RH dépendantes.", "Faux", "Vrai", "", "", "2", "Le document : 'Elles ne sont pas dues à une stimulation hypothalamo-hypophysaire (d'où le nom de pseudo-puberté)'", "Easy"
"Le syndrome de Turner est une cause fréquente d'hypogonadisme hypergonadotrope.", "Vrai", "Faux", "", "", "1", "Le document : 'Syndrome de Turner : cause la plus fréquente' d'insuffisance gonadique primitive", "Medium"
"Expliquez la différence physiopathologique entre puberté précoce centrale et pseudo-puberté précoce.", "Centrale = activation précoce de l'axe hypothalamo-hypophysaire (LH-RH dépendante) ; pseudo-puberté = sécrétion anormale périphérique d'œstrogènes ou androgènes sans activation centrale", "Le document : distinction claire entre les deux", "Medium"
"Quel est le rôle du test au LH-RH dans le diagnostic des pubertés précoces centrales ?", "Confirmer l'origine centrale en montrant un pic de LH > pic de FSH (réponse pubertaire)", "Le document : 'L'étude de la réponse des gonadotrophines après LH-RH permet de le confirmer'", "Medium"
"Pourquoi une avance de l'âge osseux supérieure à 2 ans par rapport à l'âge chronologique est-elle un argument pour une puberté évolutive ?", "Car elle témoigne d'une accélération de la maturation osseuse sous l'effet des œstrogènes, compromettant la taille finale", "Le document : 'avance supérieure à 2 ans par rapport à l'âge chronologique, est un argument en faveur d'une puberté évolutive'", "Difficult"
"Quel est le risque d'une puberté précoce centrale évolutive non traitée sur la taille adulte ?", "Réduction de la taille finale par fusion prématurée des cartilages de croissance", "Le document : 'réduction de la taille finale'", "Medium"
"Citez trois étiologies de pubertés précoces centrales tumorales.", "Gliome des voies optiques, hamartome hypothalamo-hypophysaire, kyste arachnoïdien suprasellaire", "Le document liste ces trois étiologies", "Easy"
