"front","back","cognitive_level"
"Quelles sont les deux pathologies proctologiques fréquentes citées dans le document ?","Thrombose hémorroïdaire et fissure anale.","Recall"
"Quels sont les trois temps de l’examen proctologique ?","1) Interrogatoire, 2) Examen soigneux de la marge anale, 3) Anuscopie.","Recall"
"Citez six signes à rechercher à l’interrogatoire proctologique.","Rectorragie, douleur, prurit, écoulements glaireux ou purulents, tuméfaction, troubles de la défécation.","Recall"
"Quelles sont les deux positions d’examen de la marge anale ?","Position genu‑pectorale (genoux écartés) ou décubitus latéral.","Recall"
"À quoi sert le toucher péri‑anal ?","À écarter les plis radiés de l’anus pour vérifier la présence de fissure anale ou d’orifice de fistule péri‑anale.","Recall"
"Que recherche le toucher anal (ou rectal) ?","Il étudie le tonus du sphincter anal et recherche les hémorroïdes internes, les tumeurs, les douleurs dans le canal anal ou le rectum.","Recall"
"Quand l’anuscopie est‑elle contre‑indiquée ?","En cas de contraction douloureuse.","Recall"
"Quelle est la différence de localisation et de drainage entre les hémorroïdes internes et externes ?","Internes : sous‑muqueuse au‑dessus de la ligne pectinée, drainage par système porte. Externes : sous‑cutanée sous la ligne pectinée, drainage par système cave.","Recall"
"Combien y a‑t‑il de paquets hémorroïdaires internes et quelles sont leurs positions ?","Trois paquets : gauche, antérieur droit, postérieur droit.","Recall"
"Définissez une hémorroïde.","Dilatation des veines hémorroïdaires avec insuffisance veineuse.","Recall"
"Citez cinq facteurs physiopathologiques des hémorroïdes.","Hypotonie du sphincter interne, trouble du transit (constipation, selles dures, diarrhée), hyperapport artériel par rapport aux capacités d’absorption des veines, dégénérescence du tissu de soutien (sujets âgés), grossesse (hyperpression intra‑abdominale).","Recall"
"Quels sont les deux principaux modes de présentation des hémorroïdes internes ?","Saignement (rectorragie) et prolapsus. Les hémorroïdes externes se thrombosent plus volontiers.","Recall"
"Qu’est‑ce qu’une thrombose hémorroïdaire ?","Formation d’un caillot dans une hémorroïde. 15% des hémorroïdes font des poussées de thrombose.","Recall"
"Quelle est la clinique d’une thrombose hémorroïdaire ?","Vive douleur anale de survenue, sans fièvre, exagérée par la palpation de la tuméfaction.","Recall"
"Décrivez la thrombose hémorroïdaire externe.","Tuméfaction violacée et douloureuse extériorisée au niveau de l’anus. Évolution : nécrose de la paroi, évacuation du thrombus, résorption lente avec cicatrisation possible.","Recall"
"Décrivez la thrombose hémorroïdaire interne.","Douleur intra‑canalaire très vive, à l’anuscopie ou extériorisée sous forme de prolapsus sous tension avec réaction œdémateuse importante.","Recall"
"Quel est le traitement médical des thromboses hémorroïdaires ?","Anti‑inflammatoire + phlébotonique per os, topiques (suppositoire ou pommade avec phlébotonique et anesthésiques locaux), antalgique (PCT) si persistance de la douleur.","Recall"
"Quel est le traitement instrumental de la thrombose hémorroïdaire ?","Si pas d’œdème majeur, courte incision pour évacuer le caillot sous anesthésie locale.","Recall"
"Citez trois mesures hygiéno‑diététiques pour les hémorroïdes.","Ne pas rester longtemps en position assise, se laver à l’eau chaude après défécation, bain de siège à l’eau très chaude.","Recall"
"Quand réserve‑t‑on l’hémorroïdectomie ?","Aux échecs du traitement médical et du traitement instrumental.","Recall"
"Quelles sont les caractéristiques de la rectorragie hémorroïdaire ?","Rarement spontanée, sang rouge, en jet, éclaboussant, parfois abondante. S’arrête presque toujours spontanément. Nécessite une coloscopie obligatoire.","Recall"
"Définissez le prolapsus hémorroïdaire.","Extériorisation des hémorroïdes internes.","Recall"
"Quels sont les quatre stades du prolapsus hémorroïdaire ?","Stade 1 : hémorroïdes non procidentes. Stade 2 : procidence à l’effort et spontanément réductible. Stade 3 : procidence à l’effort et réduction manuelle nécessaire. Stade 4 : procidence spontanée et permanente.","Recall"
"Quels sont les diagnostics différentiels d’un prolapsus anal ?","Prolapsus recto‑anal, extériorisation d’une tumeur rectale.","Recall"
"Quels sont les diagnostics différentiels d’une rectorragie ?","Cancer colo‑rectal, bilharziose intestinale.","Recall"
"Quels sont les diagnostics différentiels d’une douleur anale ?","Anite, fissure anale, abcès péri‑anal.","Recall"
"Citez cinq mesures hygiéno‑diététiques pour la prise en charge des hémorroïdes.","Ne pas rester trop longtemps aux toilettes, régime sans piment/épices/alcool, traiter la constipation (légumes, fruits, activité physique, laxatifs), hygiène locale stricte (bain de siège à l’eau chaude/tiède, toilette anale après chaque selle), éviter longs voyages assis, vélo, équitation.","Recall"
"Quels sont les topiques locaux utilisés pour les hémorroïdes ?","Pommades et suppositoires anti‑inflammatoires + veinotoniques + anesthésiques locaux (ex : Proctolog* retiré du marché).","Recall"
"Quel veinotonique est cité ?","Daflon*.","Recall"
"Citez trois traitements instrumentaux des hémorroïdes.","Injection sclérosante, photocoagulation, ligature élastique (application d’un anneau élastique au pied du paquet interne).","Recall"
"Décrivez l’opération de MILLIGAN‑MORGAN.","Résection des trois paquets hémorroïdaires, sphinctérotomie interne non systématique, plaies laissées ouvertes pour cicatrisation dirigée.","Recall"
"Décrivez l’opération de FERGUSON.","Résection des paquets, respect du sphincter interne, plaies suturées.","Recall"
"Qu’est‑ce que l’anopexie circulaire de LONGO ?","Résection de 2 à 3 cm de muqueuse anale à l’aide d’une pince mécanique circulaire, traitant à la fois les hémorroïdes et les prolapsus.","Recall"
"Quels sont les soins post‑opératoires après chirurgie hémorroïdaire ?","Bain de siège, toucher rectal régulier (par le médecin après 1‑2 semaines, puis auto‑toucher par le patient pour éviter la sténose anale), laxatif systématique.","Recall"
