"question","answer","explanation","difficulty"
"Décrivez les trois temps de l’examen proctologique selon le document.","1. Interrogatoire complet (nature des signes : rectorragie, douleur, prurit, écoulements, tuméfaction, troubles de la défécation). 2. Examen soigneux de la marge anale (en position genu-pectorale ou décubitus latéral, patient détendu). 3. Anuscopie (sauf contraction douloureuse).","Le document détaille ces trois étapes.","Easy"
"Quelle est la différence entre hémorroïdes internes et externes (localisation, drainage) ?","Internes : sous-muqueuse au-dessus de la ligne pectinée, drainage par système porte. Externes : sous-cutanées sous la ligne pectinée, drainage par système cave.","Le document donne ces caractéristiques.","Easy"
"Énumérez les facteurs physiopathologiques des hémorroïdes.","Hypotonie du sphincter interne, trouble du transit (constipation, selles dures, diarrhée), hyperapport artériel par rapport à l’absorption veineuse, dégénérescence du tissu de soutien (sujets âgés), grossesse (hyperpression abdominale).","Le document liste ces facteurs.","Medium"
"Quels sont les signes cliniques d’une thrombose hémorroïdaire externe ?","Tuméfaction violacée et douloureuse extériorisée au niveau de l’anus, douleur vive sans fièvre, exagérée par la palpation. Évolution possible vers nécrose et évacuation du thrombus.","Le document : 'Thrombose hémorroïdaire externe -> tuméfaction violacée et douloureuse. Extériorisée... vive douleur anale... Evolution : nécrose de la paroi puis évacuation du thrombus'","Medium"
"Comparez les opérations de Milligan-Morgan et de Ferguson.","Milligan-Morgan : résection des 3 paquets hémorroïdaires, sphinctérotomie interne non systématique, plaies laissées ouvertes. Ferguson : résection des paquets, respect du sphincter interne, plaies suturées.","Le document décrit les deux.","Medium"
"Quels sont les quatre stades du prolapsus hémorroïdaire ?","Stade 1 : hémorroïdes non procidentes. Stade 2 : procidence à l’effort, réductible spontanément. Stade 3 : procidence à l’effort, réduction manuelle nécessaire. Stade 4 : procidence spontanée et permanente.","Le document donne ces stades.","Medium"
"Quels sont les diagnostics différentiels devant une rectorragie ?","Cancer colo-rectal, bilharziose intestinale.","Le document : 'Devant une rectorragie : Cancer colo-rectal ; Bilharziose intestinale'","Medium"
"Quel est le traitement d’une thrombose hémorroïdaire interne douloureuse ?","Le document ne détaille pas spécifiquement, mais le traitement médical (anti-inflammatoires, phlébotoniques, topiques) et éventuellement instrumental ou chirurgical selon l’évolution. La thrombose interne peut se prolaber ; une réduction peut être nécessaire.","Le document mentionne la thrombose interne comme douleur intra-canalaire, mais le traitement est implicite dans la prise en charge générale.","Difficult"
"Qu’est-ce que l’anopexie circulaire de Longo et quel est son principe ?","Technique utilisant une pince mécanique circulaire pour réséquer 2 à 3 cm de muqueuse anale, traitant à la fois les hémorroïdes et le prolapsus hémorroïdaire.","Le document : 'Anopexie circulaire de LONGO en utilisant une pince mécanique circulaire réséquant 2 à 3 cm de muqueuse anale (traite à la fois les hémorroïdes et les prolapsus hémorroïdaires)'","Medium"
"Quels sont les soins post-opératoires après une hémorroïdectomie ?","Bain de siège, toucher rectal régulier (par le médecin après 1-2 semaines, puis auto-toucher par le patient pour éviter la sténose anale), laxatif systématique.","Le document : 'Soins post-opératoires : Bain de siège ; TR régulier ; Laxatif systématique'","Medium"
"Pourquoi la grossesse favorise-t-elle l’apparition d’hémorroïdes ?","Par l’hyperpression intra-abdominale qui crée un obstacle au retour veineux, le sang veineux stagne en bas, entraînant une dilatation des veines hémorroïdaires.","Le document : 'Grossesse ++ (Hyperpression intra-abdominale avec obstacle : le sang veineux reste en bas -> apparition des hémorroïdes)'","Medium"
"Quel examen est obligatoire devant une rectorragie même attribuée aux hémorroïdes ?","Coloscopie (cœlioscopie) pour éliminer un cancer colo-rectal.","Le document : 'Rectorragie hémorroïdaire -> Celioscopie obligatoire'","Medium"
"Quels sont les diagnostics différentiels devant une douleur anale ?","Anite, fissure anale, abcès péri-anal.","Le document : 'Devant une douleur anale : Anite ; Fissure anale ; Abcès péri-anal'","Medium"
"Quel est le rôle de la sphinctérotomie interne dans l’opération de Milligan-Morgan ?","Elle n’est pas systématique ; elle est réalisée pour lutter contre la douleur post-opératoire due aux contractions du sphincter interne.","Le document : 'Sphinctérotomie interne (non systématique) : section du sphincter interne, pour lutter contre la douleur car il y aura des contractions après'","Difficult"
"Pourquoi les bains de siège à l’eau très chaude sont-ils recommandés dans la thrombose hémorroïdaire ?","Ils aident à résorber le caillot.","Le document : 'Bain de siège avec de l’eau très chaude : va résorber le caillot'","Medium"
