"question","answer","explanation","difficulty"
"Les deux pathologies proctologiques fréquentes sont la thrombose hémorroïdaire et la fissure anale.","True","Le document : '2 pathologies fréquents : Thrombose hémorroïdaire ; Fissure anale'","Easy"
"L’examen proctologique comprend l’interrogatoire, l’examen de la marge anale et l’anuscopie.","True","Le document : 'L’examen proctologique comprend : Interrogatoire ; Examen soigneux de la marge anale ; Anuscopie'","Easy"
"Les hémorroïdes internes sont situées sous la ligne pectinée.","False","Le document : 'Interne : ... située au dessus de la ligne pectinée'","Easy"
"Les hémorroïdes externes se drainent dans le système porte.","False","Le document : 'Externe : ... se draine dans le système cave'","Easy"
"Une hémorroïde est une dilatation des veines hémorroïdaires avec insuffisance veineuse.","True","Le document : 'Hémorroïde = dilatation des veines hémorroïdaires avec insuffisance veineuse'","Easy"
"La thrombose hémorroïdaire externe se présente comme une tuméfaction violacée et douloureuse.","True","Le document : 'Thrombose hémorroïdaire externe -> tuméfaction violacée et douloureuse'","Easy"
"Le traitement instrumental de la thrombose sans œdème majeur est une incision pour évacuer le caillot.","True","Le document : 'Si pas d’oedème majeur, courte incision pour évacuer le caillot (sous AL)'","Easy"
"La rectorragie hémorroïdaire est faite de sang noir.","False","Le document : 'sang rouge'","Easy"
"Le prolapsus hémorroïdaire de stade 4 est une procidence spontanée et permanente.","True","Le document : 'Procidence spontanée et permanente'","Easy"
"Devant un prolapsus, il faut éliminer un prolapsus recto-anal.","True","Le document : 'Devant un prolapsus : Prolapsus recto-anal'","Easy"
"La ligature élastique est un traitement instrumental des hémorroïdes.","True","Le document : 'Ligature élastique'","Easy"
"L’opération de Milligan-Morgan laisse les plaies ouvertes.","True","Le document : 'Les plaies sont laissées ouvertes pour une cicatrisation dirigée'","Easy"
"La grossesse est un facteur favorisant les hémorroïdes par hyperapport artériel.","False","Le document : 'Grossesse ++ (Hyperpression intra-abdominale avec obstacle)'","Medium"
"Les trois paquets d’hémorroïdes internes sont gauche, antérieur droit et postérieur droit.","True","Le document : '3 paquets : gauche, antérieur droit, postérieur droit'","Medium"
"La thrombose hémorroïdaire interne se manifeste par une douleur superficielle.","False","Le document : 'douleur intra-canalaire très vive'","Medium"
"Le traitement médical des hémorroïdes associe anti-inflammatoires, phlébotoniques et topiques.","True","Le document : 'Anti-inflammatoire + phébotonique per os ; Topique'","Medium"
"Les bains de siège à l’eau chaude sont recommandés dans les mesures hygiéno-diététiques.","True","Le document : 'Bain de siège à l’eau chaude ou tiède'","Medium"
"Devant une rectorragie hémorroïdaire, une coloscopie est obligatoire.","True","Le document : 'Rectorragie hémorroïdaire -> Celioscopie obligatoire' (coloscopie)","Medium"
"Le stade 3 du prolapsus hémorroïdaire nécessite une réduction manuelle.","True","Le document : 'Procidence à l’effort et réduction manuelle nécessaire'","Medium"
"L’anite fait partie des diagnostics différentiels devant une douleur anale.","True","Le document : 'Devant une douleur anale : Anite'","Medium"
"Le Daflon est un veinotonique cité.","True","Le document : 'Veinotoniques : Daflon*'","Medium"
"L’opération de Ferguson suture les plaies.","True","Le document : 'les plaies sont suturées'","Medium"
"L’anopexie de Longo résèque 5 cm de muqueuse anale.","False","Le document : 'réséquant 2 à 3 cm de muqueuse anale'","Medium"
"Les soins post-opératoires incluent un toucher rectal régulier pour éviter la sténose anale.","True","Le document : 'TR régulier ... pour éviter la sténose anale'","Medium"
"La dégénérescence du tissu de soutien est un facteur chez les sujets jeunes.","False","Le document : 'Dégénérescence du tissu de soutien (sujets âgés)'","Difficult"
"Le prolapsus de la muqueuse anale accompagne souvent la procidence hémorroïdaire.","True","Le document : 'Un prolapsus de la muqueuse anale accompagne souvent la procidence hémorroïdaire'","Difficult"
"L’injection sclérosante est un traitement chirurgical.","False","Le document le classe dans traitement instrumental","Medium"
"La photocoagulation est un traitement instrumental.","True","Le document : 'Photocoagulation'","Medium"
"L’hémorroïdectomie est réservée aux échecs du traitement médical et instrumental.","True","Le document : 'Hémorroïdectomie réservé aux échecs du traitement médical et du traitement instrumental'","Medium"
"Un laxatif systématique est prescrit en post-opératoire.","True","Le document : 'Laxatif systématique'","Medium"
