"question","answer","explanation","difficulty"
"La maladie des emboles de cholestérol est une maladie athéroembolique systémique.","True","Le document le définit ainsi.","Easy"
"Le pronostic de la maladie des emboles de cholestérol est généralement favorable.","False","Le document indique : ''Pronostic sombre : IRCT, mortalité élevée''.","Easy"
"Le délai entre le facteur déclenchant et l'apparition des signes est de 24 à 48 heures.","False","Le délai est de ''8 jours à 8 semaines''.","Easy"
"Les emboles rétiniens jaune orangé réfringents sont des signes spécifiques de la maladie.","True","Le document les qualifie de ''spécifiques''.","Easy"
"Le livedo réticulaire est un signe cutané de la maladie des emboles de cholestérol.","True","Le document le liste parmi les signes cutanés.","Easy"
"L'angiographie invasive est un facteur déclenchant de la maladie des emboles de cholestérol.","True","Le document le mentionne.","Easy"
"L'atteinte rénale est présente dans 30-50% des cas.","False","Le document indique : ''Rénaux (50-75%)''.","Easy"
"La triade diagnostique associe exposition à un facteur déclenchant, IRA et signes cutanés au fond d'œil.","True","Le document le confirme.","Medium"
"La corticothérapie est le traitement de première intention de la maladie.","False","Le traitement comprend anti-HTA, hémodialyse, statine à forte dose, et ''+/- corticothérapie'' (optionnelle, non systématique).","Medium"
"L'atteinte digestive est associée à un pronostic péjoratif.","True","Le document précise : ''Pronostic péjoratif'' pour l'atteinte digestive.","Medium"
"La NTA post-PCI (nécrose tubulaire aiguë post-produit de contraste iodé) a un délai de survenue différent de la maladie des emboles de cholestérol : 48h vs 8j-8sem.","True","Le document le mentionne comme diagnostic différentiel.","Difficult"
