"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'HTA maligne selon le document ?","Elévation de la TA (PAS > 180 mmHg) isolée","Elévation de la TA (PAD > 120 mmHg) + atteinte viscérale","Elévation de la TA (PAD > 100 mmHg) + céphalées","Elévation de la TA sans signes","2","Le document définit : ''HTA maligne : élévation de la TA (PAD > 120 mmHg) + atteinte viscérale''.","Easy"
"Quel est le pronostic spontané de l'HTA maligne selon le document ?","Favorable","Mortel","Sombre avec mortalité élevée","Bénin","3","Le document indique : ''Pronostic spontané sombre : mortalité élevée''.","Easy"
"Quel signe général est spécifiquement mentionné dans l'HTA maligne ?","Prise de poids","Amaigrissement marqué","Fièvre","Anorexie","2","Le document mentionne : ''AEG (amaigrissement marqué surtout)''.","Easy"
"Quel mécanisme explique la polyurie-polydipsie dans l'HTA maligne ?","Hyperglycémie","Diabète insipide central","Natriurèse sévère","Polydipsie primaire","3","Le document précise : ''polyurie-polydipsie secondaire à la natriurèse sévère''.","Easy"
"Quel signe ophtalmologique est caractéristique de l'HTA maligne ?","Cataracte","Glaucome","Baisse brutale de l'acuité visuelle","Uvéite","3","Le document indique : ''Signe oculaire : baisse brutale de l'acuité visuelle''.","Easy"
"Quels sont les éléments du fond d'œil dans la rétinopathie hypertensive sévère (grade 3 ou 4) ?","Microanévrismes et exsudats durs","Hémorragie en flammèche, nodules cotonneux, œdème papillaire","Drusens et atrophie","Dépigmentation et hyperpigmentation","2","Le document décrit : ''hémorragie en flammèche, nodules cotonneux, œdème papillaire''.","Easy"
"Quelle anomalie électrolytique est observée dans l'atteinte rénale de l'HTA maligne ?","Hyperkaliémie","Hyponatrémie","Hypokaliémie","Hypercalcémie","3","Le document indique : ''Hypokaliémie/ hyperaldostéronisme secondaire''.","Easy"
"Quel est l'aspect histologique caractéristique des lésions des petits vaisseaux dans la NAS maligne ?","Aspect en ''bulbe d'oignon''","Aspect en ''spikes''","Aspect en ''double contour''","Aspect en ''chapeau de gendarme''","1","Le document décrit : ''endartérite proliférante : aspect en ''bulbe d'oignon'''.","Easy"
"Quelle est la première cause d'HTA maligne selon le document ?","Sténose de l'artère rénale","HTA essentielle irrégulièrement traitée ou non traitée","Phéochromocytome","Glomérulonéphrite","2","Le document précise : ''HTA essentielle irrégulièrement traitée ou non traitée ou retard de traitement = 1ère cause HTA maligne''.","Easy"
"Quels sont les trois anti-HTA IV cités dans le document ?","Urapidil, nicardipine, labetalol","Captopril, losartan, furosémide","Amlodipine, bisoprolol, spironolactone","Nifédipine, prazosine, clonidine","1","Le document liste : ''Anti-HTA IV : urapidil(α-bloquant), nicardipine(inhibiteur calcique), labetalol(α et β-bloquant)''.","Easy"
"Quel est l'objectif de baisse de la PAS en 1 heure en cas de dissection aortique selon le document ?","PAS < 180 mmHg","PAS < 140 mmHg","PAS < 160 mmHg","PAS < 120 mmHg","2","Le document précise : ''PAS < 140 mmHg en 1h si dissection aortique, phéochromocytome, prééclampsie''.","Easy"
"Quelle est l'évolution de la fonction rénale après traitement de l'HTA maligne ?","Amélioration immédiate","Détérioration pendant 4 semaines puis amélioration","Détérioration définitive","Normalisation complète en 48h","2","Le document indique : ''détérioration de la fonction rénale au cours des 4 premières semaines, puis amélioration progressive si TA contrôlée''.","Medium"
"Quelle anémie est caractéristique de l'atteinte rénale de l'HTA maligne ?","Anémie ferriprive","Anémie hémolytique mécanique témoignant une microangiopathie thrombotique","Anémie mégaloblastique","Anémie hémolytique auto-immune","2","Le document précise : ''Anémie hémolytique mécanique témoignant une microangiopathie thrombotique''.","Medium"
"Quel est l'objectif de Pression Artérielle Moyenne (PAM) à 2-6 heures selon le document ?","PAM 80 mmHg","PAM 100 mmHg","PAM 120 mmHg","PAM 140 mmHg","3","Le document indique : ''Baisse PAS de 25% en 1h, PAM 120 mmHg en 2-6h''.","Medium"
"Quelles sont les trois endocrinopathies citées comme causes d'HTA maligne ?","Phéochromocytome, maladie de Cushing, syndrome de CONN","Hyperthyroïdie, hypothyroïdie, hyperparathyroïdie","Diabète sucré, hyperaldostéronisme, syndrome de Cushing","Acromégalie, syndrome de Conn, phéochromocytome","1","Le document liste : ''phéochromocytome, maladie de cushing, syndrome de CONN''.","Medium"
"Quel est le traitement de la déshydratation dans l'HTA maligne ?","SSI 0,9%","SSI 0,45%","G5%","Ringer lactate","1","Le document précise : ''SSI 0,9% si déshydratation (suite au syndrome polyuro-polydipsique)''.","Medium"
"Quelle est la particularité de la dissection aortique comme complication de l'HTA maligne ?","Douleur thoracique constrictive, asymétrie du pouls et de la TA, souffle d'insuffisance aortique","Douleur épigastrique, fièvre, leucocytose","Douleur rétrosternale irradiant dans le bras gauche","Dyspnée, orthopnée, OAP","1","Le document décrit : ''Dissection aortique (douleur en coup de poignard, asymétrie du pouls et de la TA), + souffle d'insuffisance aortique''.","Difficult"
