"question","answer","explanation","difficulty"
"L'HTA maligne est définie par une PAD > 120 mmHg sans atteinte viscérale.","False","Le document définit : ''élévtion de la TA (PAD > 120 mmHg) + atteinte viscérale''. L'atteinte viscérale est obligatoire.","Easy"
"L'HTA maligne est une urgence hypertensive vraie.","True","Le document indique : ''Urgence hypertensive vraie''.","Easy"
"La polyurie-polydipsie de l'HTA maligne est secondaire à une hyperglycémie.","False","Le document précise : ''polyurie-polydipsie secondaire à la natriurèse sévère''.","Easy"
"La rétinopathie hypertensive sévère de grade 3 ou 4 associe hémorragie en flammèche, nodules cotonneux et œdème papillaire.","True","Le document décrit ces trois éléments.","Easy"
"L'encéphalopathie hypertensive peut se manifester par des crises convulsives généralisées.","True","Le document mentionne : ''crises convulsives généralisées''.","Easy"
"L'HVG (hypertrophie ventriculaire gauche) est rare dans l'HTA maligne.","False","Le document indique : ''HVG quasi-constante''.","Easy"
"La protéinurie dans l'HTA maligne est habituellement inférieure à 0,5g/24h.","False","Le document précise : ''Protéinurie autour de 1g/24h, parfois néphrotique''.","Easy"
"La PBR dans l'HTA maligne est réalisée avant toute stabilisation de la TA.","False","Le document indique : ''PBR après stabilisation de la TA''.","Easy"
"Les contraceptifs oraux sont une cause toxique d'HTA maligne.","True","Le document liste : ''contraceptifs oraux'' dans les causes toxiques.","Easy"
"L'hospitalisation pour HTA maligne se fait en médecine générale sans surveillance intensive.","False","Le document précise : ''Hospitalisation en USI'' (Unité de Soins Intensifs).","Easy"
"L'objectif thérapeutique en cas de dissection aortique est une PAS < 140 mmHg en 1 heure.","True","Le document précise : ''PAS < 140 mmHg en 1h si dissection aortique''.","Easy"
"Les IMAO (inhibiteurs de la monoamine oxydase) sont cités comme une cause toxique d'HTA maligne.","True","Le document liste : ''Toxique : IMAO (inhibiteurs de la monoamine oxydase : anti-dépresseur en pédiatrie)''.","Medium"
"L'atteinte cérébrale de l'HTA maligne réalise uniquement des AVC hémorragiques.","False","Le document mentionne : ''AVC ischémique ou hémorragique''.","Medium"
"L'objectif de PAM à 2-6 heures est de 100 mmHg.","False","L'objectif est ''PAM 120 mmHg en 2-6h''.","Medium"
"La normalisation complète de la TA doit être obtenue en 24-48 heures dans l'HTA maligne.","True","Le document indique : ''normalisation en 24-48 h''.","Medium"
"L'hyperaldostéronisme secondaire dans l'HTA maligne provoque une hyperkaliémie.","False","L'hyperaldostéronisme secondaire entraîne une hypokaliémie, confirmée par ''Hypokaliémie/ hyperaldostéronisme secondaire''.","Difficult"
"La nécrose fibrinoïde à l'immunofluorescence est une lésion caractéristique de la NAS maligne.","True","Le document indique : ''Nécrose fibrinoïde à l'immunofluorescence''.","Difficult"
