"front","back","cognitive_level"
"Quelle est la définition de l'HTA maligne ?","Élévation de la tension artérielle avec PAD (pression artérielle diastolique) > 120 mmHg, associée à une atteinte viscérale.","Recall"
"Quelle est la première cause d'HTA maligne selon le document ?","L'HTA essentielle irrégulièrement traitée, non traitée ou avec retard de traitement.","Recall"
"Quels sont les deux signes rénaux spécifiques de la néphroangiosclérose maligne ?","Insuffisance rénale rapidement progressive et protéinurie autour de 1g/24h (parfois néphrotique par élévation de la pression intra-glomérulaire).","Recall"
"Quelle anomalie électrolytique est observée dans la NAS maligne et par quel mécanisme ?","Hypokaliémie par hyperaldostéronisme secondaire.","Recall"
"Quel est l'aspect histologique caractéristique de l'endartérite proliférante dans la NAS maligne ?","Un aspect en « bulbe d'oignon » dû à la prolifération des fibres musculaires dans les petits vaisseaux.","Recall"
"Citez trois étiologies endocriniennes de l'HTA maligne.","Phéochromocytome, maladie de Cushing, syndrome de Conn (hyperaldostéronisme primaire).","Recall"
"Quels sont les signes cardiovasculaires de l'HTA maligne ?","OAP avec signes d'insuffisance cardiaque globale, HVG quasi-constante, SCA (douleur thoracique constrictive + signes électriques + élévation des troponines), dissection aortique (douleur en coup de poignard, asymétrie du pouls et de la TA, souffle d'insuffisance aortique si atteinte de l'aorte ascendante).","Recall"
"Expliquez le mécanisme de la polyurie-polydipsie dans l'HTA maligne.","Elle est secondaire à une natriurèse sévère (perte urinaire de sodium) associée à l'HTA, entraînant une déshydratation globale.","Understanding"
"Pourquoi observe-t-on une anémie hémolytique mécanique dans la NAS maligne ?","Car elle témoigne d'une microangiopathie thrombotique, avec présence de thrombi dans les artérioles afférentes, fragmentant les globules rouges.","Understanding"
"Quels sont les objectifs de baisse tensionnelle dans l'HTA maligne (hors situations particulières) ?","Baisse de la PAS de 25% en 1 heure, PAM à 120 mmHg en 2-6 heures, normalisation en 24-48 heures.","Recall"
"Un patient aux antécédents d'HTA essentielle non traitée consulte pour une baisse brutale de l'acuité visuelle. Le fond d'œil montre des hémorragies en flammèche, des nodules cotonneux et un œdème papillaire. La PA est à 210/130 mmHg. Quel est le diagnostic ?","HTA maligne avec rétinopathie hypertensive sévère de stade 3 ou 4 (hémorragies en flammèche, nodules cotonneux, œdème papillaire) sur HTA essentielle non traitée.","Application"
"Une femme enceinte présente une PA à 200/125 mmHg, des troubles visuels, des céphalées et une protéinurie à 1,2g/24h. Dans quelle catégorie étiologique de l'HTA maligne se situe cette patiente ?","Grossesse et pré-éclampsie (citée parmi les étiologies de l'HTA maligne).","Application"
"Pourquoi l'HTA maligne est-elle considérée comme une urgence hypertensive vraie alors qu'une HTA sévère sans atteinte viscérale ne l'est pas ?","L'HTA maligne associe à l'élévation tensionnelle une atteinte viscérale (rénale, cérébrale, cardiovasculaire, rétinienne) avec un pronostic spontané sombre et une mortalité élevée, contrairement à l'HTA sévère isolée sans défaillance d'organe cible.","Analysis"
"Comparez l'évolution de la fonction rénale dans les 4 premières semaines versus l'amélioration ultérieure sous traitement.","Détérioration de la fonction rénale au cours des 4 premières semaines, puis amélioration progressive si la TA est contrôlée.","Analysis"
