"question","answer","explanation","difficulty"
"Quelle est la définition complète de l'HTA maligne selon le document ?","Elévation de la TA (PAD > 120 mmHg) + atteinte viscérale.","Le document donne cette définition.","Easy"
"Pourquoi l'HTA maligne est-elle considérée comme une urgence hypertensive vraie ?","Parce que le pronostic spontané est sombre avec une mortalité élevée, nécessitant une prise en charge immédiate en USI.","Le document indique : ''Urgence hypertensive vraie'' et ''Pronostic spontané sombre : mortalité élevée''.","Easy"
"Quels sont les trois signes ophtalmologiques caractéristiques de la rétinopathie hypertensive sévère (grade 3-4) ?","Hémorragie en flammèche, nodules cotonneux, œdème papillaire.","Le document liste ces trois signes.","Easy"
"Quelles sont les trois atteintes viscérales de l'HTA maligne citées dans le document ?","Atteinte rénale (NAS), atteinte cérébrale (AVC, encéphalopathie hypertensive), atteinte cardio-vasculaire (OAP, HVG, SCA, dissection aortique).","Le document détaille ces trois types d'atteinte.","Easy"
"Quel est le mécanisme de l'anémie dans l'HTA maligne et que signifie-t-elle ?","Anémie hémolytique mécanique témoignant une microangiopathie thrombotique. La destruction des globules rouges par les microthrombi.","Le document donne cette explication.","Easy"
"Quel est l'aspect histologique caractéristique de l'endartérite proliférante dans la NAS maligne ?","Aspect en ''bulbe d'oignon''.","Le document le mentionne explicitement.","Easy"
"Pourquoi la natriurèse sévère entraîne-t-elle une polyurie et une déshydratation globale dans l'HTA maligne ?","La natriurèse sévère (perte de sodium urinaire) entraîne une perte d'eau osmotique (polyurie), d'où une déshydratation globale malgré l'HTA.","Le document lie polyurie-polydipsie à la natriurèse sévère, et la déshydratation à l'HTA.","Medium"
"Comparez l'atteinte cardiaque de l'HTA maligne : OAP, HVG, SCA et dissection aortique - quels en sont les mécanismes respectifs ?","OAP : insuffisance cardiaque gauche ; HVG : adaptation à la post-charge ; SCA : athérosclérose coronaire accélérée ; Dissection aortique : fragilisation de la média.","Le document liste ces complications sans détailler tous les mécanismes.","Medium"
"Quelle est la différence de cible tensionnelle entre une HTA maligne sans complication et une HTA maligne avec dissection aortique ?","Sans dissection : baisse de 25% de la PAS en 1h, PAM 120 mmHg en 2-6h, normalisation 24-48h. Avec dissection : PAS < 140 mmHg en 1h (plus rapide et plus stricte).","Le document donne ces deux objectifs différents.","Medium"
"Expliquez l'enchaînement physiopathologique : HTA essentielle non traitée -> HTA maligne -> insuffisance rénale rapidement progressive.","HTA non traitée -> lésions vasculaires rénales -> activation RAA -> hyperaldostéronisme secondaire -> hypokaliémie -> aggravation HTA -> endartérite proliférante et nécrose fibrinoïde -> chute du DFG.","Le document décrit la NAS maligne avec insuffisance rénale rapidement progressive.","Medium"
"Pourquoi la PBR n'est-elle réalisée qu'après stabilisation de la TA dans l'HTA maligne ?","Le risque hémorragique est élevé en phase aiguë (HTA non contrôlée, microangiopathie, thrombopénie possible). La stabilisation tensionnelle réduit le risque.","Le document précise : ''PBR après stabilisation de la TA''.","Medium"
"Quelles sont les quatre classes de toxiques cités comme causes d'HTA maligne ?","IMAO, contraceptifs oraux, cocaïne, amphétamine.","Le document liste ces quatre toxiques.","Medium"
"Pourquoi la fonction rénale se détériore-t-elle pendant les 4 premières semaines de traitement avant de s'améliorer ?","La baisse rapide de la PA réduit la pression de perfusion rénale sur des artères déjà sténosées par l'endartérite proliférante, aggravant transitoirement l'insuffisance rénale avant que les lésions vasculaires ne régressent.","Le document indique cette évolution biphasique.","Difficult"
"Un patient a une HTA maligne avec une PA à 220/130 mmHg, sans dissection aortique. Quels sont les objectifs thérapeutiques à 1 heure, 2-6 heures et 24-48 heures ?","1h : baisse de 25% de la PAS (soit PAS ~165 mmHg) ; 2-6h : PAM 120 mmHg ; 24-48h : normalisation (PAS < 140 mmHg).","Le document donne ces objectifs.","Difficult"
"Quel est le mécanisme de l'hyperaldostéronisme secondaire dans l'HTA maligne et pourquoi entraîne-t-il une hypokaliémie ?","L'ischémie rénale (NAS) active le système rénine-angiotensine-aldostérone (RAA). L'aldostérone augmente l'excrétion urinaire de potassium, d'où l'hypokaliémie.","Le document mentionne ''Hypokaliémie/ hyperaldostéronisme secondaire''.","Difficult"
"Comparez la protéinurie de l'HTA maligne avec celle de la glomérulonéphrite extra-membraneuse (GNEM) en termes de sélectivité et de mécanisme.","HTA maligne : protéinurie autour de 1g/24h, parfois néphrotique (moins sévère) ; GNEM : protéinurie abondante >3,5g/24h souvent néphrotique pure. Mécanisme HTA maligne : élévation pression intra-glomérulaire ; GNEM : dépôts immuns.","Le document GNEM mentionne syndrome néphrotique.","Difficult"
