"front","back","cognitive_level"
"Qu’est-ce qu’une rhinosinusite aiguë de l’adulte ?","Infection aiguë d’une ou de plusieurs cavités rhinosinusiennes, caractérisée par une rhinorrhée purulente et des algies faciales, évoluant depuis moins de 3 semaines.","Recall"
"Quels sont les deux signes cliniques hautement évocateurs de rhinosinusite aiguë ?","Rhinorrhée purulente + algies faciales.","Recall"
"Quelle est la durée d’évolution d’une rhinosinusite aiguë ?","Inférieure à 3 semaines.","Recall"
"À partir de quel âge parle-t-on de rhinosinusite aiguë de l’adulte ?","Adulte et enfant à partir de 6 ans.","Recall"
"Quel est le risque majeur des rhinosinusites aiguës ?","Complications méningo-encéphaliques graves.","Recall"
"Quels sont les sinus antérieurs ?","Frontal, maxillaire, et petite partie du sinus éthmoïdal.","Recall"
"Quels sont les sinus postérieurs ?","Partie postérieure du sinus éthmoïdal et sinus sphénoïdal.","Recall"
"Par où se drainent les sinus antérieurs ?","Méat moyen.","Recall"
"Par où se drainent les sinus postérieurs ?","Méat supérieur.","Recall"
"Quel est le principal mécanisme de défense de surface des sinus ?","Drainage mucociliaire : évacuation des particules étrangères des sinus vers les fosses nasales (par les méats), puis des fosses nasales vers le cavum (par les choanes).","Recall"
"Quelle est la conséquence de l’obstruction de l’ostium d’un sinus ?","Altération du drainage favorisant l’infection.","Recall"
"Quels sont les constituants du mucus ayant un rôle antibactérien ?","Mucine, lysozymes, immunoglobulines, transferrine, antioxydants.","Recall"
"Quel est le rôle de l’oxyde nitrique (NO) au niveau des sinus ?","Propriétés antibactériennes et antivirales ; produit en grande quantité au niveau des sinus.","Recall"
"Qu’est-ce que le NALT ?","Nose Associated Lymphoïd Tissue : tissu lymphoïde associé aux fosses nasales assurant la défense de l’organisme contre les antigènes ayant franchi la barrière muco-épithéliale.","Recall"
"Quel est le diagnostic positif (TDD) de la rhinosinusite aiguë de l’adulte ?","Rhinosinusite aiguë d’origine dentaire.","Recall"
"Quels sont les signes généraux de la rhinosinusite aiguë ?","État général conservé, asthénie (due à l’insomnie et à la douleur), faciès infecté.","Recall"
"Quels sont les signes fonctionnels de la rhinosinusite aiguë ?","Rhinorrhée purulente (jaunâtre/verdâtre), douleur faciale ou crânienne (contrairement à la sinusite chronique où il n’y a pas de douleur), obstruction nasale à bascule, sensation d’écoulement postérieur (jetage postérieur), cacosmie (sensation de mauvaise odeur permanente).","Recall"
"Qu’est-ce que l’obstruction nasale « à bascule » ?","Phénomène où le patient est obstrué d’un côté en décubitus latéral, et l’obstruction bascule de l’autre côté lorsqu’il se retourne.","Understanding"
"Qu’est-ce que la cacosmie ?","Sensation de mauvaise odeur permanente.","Recall"
"Quels signes physiques recherche-t-on dans la rhinosinusite aiguë ?","Palpation des points sinusiens douloureuse, rhinoscopie antérieure (pus au méat moyen, causes locales d’obstruction nasale), cavité orale (recherche de la dent causale), otoscopie.","Recall"
"Quelles sont les dents sinusiennes ?","15-16-17 (côté droit) et 25-26-27 (côté gauche).","Recall"
"Quels examens biologiques peuvent être demandés dans la rhinosinusite aiguë ?","NFS (hyperleucocytose neutrophile), CRP élevée, glycémie (recherche de diabète), bilan d’allergologie.","Recall"
"Quelles sont les trois incidences radiographiques des sinus à demander ?","Blondeau, Face haute, Profil.","Recall"
"Quel aspect radiographique retrouve-t-on dans la rhinosinusite aiguë ?","Opacité au niveau des sinus maxillaires.","Recall"
"Qu’est-ce qu’une « sinusite bloquée » ?","Forme clinique où il n’y a plus d’aération du sinus. C’est la seule indication d’une ponction sinusienne.","Recall"
"Quel examen d’imagerie ne faut-il pas oublier devant une rhinosinusite aiguë d’origine dentaire ?","Panoramique dentaire (clarté ou aspect soufflé de l’os alvéolaire).","Recall"
"Quelle est l’indication du scanner des sinus dans la rhinosinusite aiguë ?","Non systématique. Permet d’éliminer une cause tumorale avec lyse osseuse.","Recall"
"Quels sont les signes de l’ethmoïdite de l’enfant ?","Complication de la rhinosinusopharyngite. Enfant fébrile, œdème de l’angle interne de l’œil, rougeur palpébrale. Scanner : abcès sous-périosté.","Recall"
"Quelle est la seule forme clinique nécessitant une ponction-drainage chirurgicale ?","Sinusite bloquée (algie faciale très intense, opacité franche du sinus à la radiographie).","Recall"
"Qu’est-ce qu’une pansinusite ?","Atteinte de tous les sinus, se manifestant par une obstruction nasale et des céphalées persistantes, avec opacité diffuse de tous les sinus à la radiographie.","Recall"
"Quelles sont les complications de la rhinosinusite aiguë ?","Ostéite, complications oculaires et orbitaires, otite, laryngite, complications méningo-encéphaliques.","Recall"
"Quels sont les diagnostics différentiels de la rhinosinusite aiguë ?","Autres causes de douleur faciale (algies faciales, migraines), affections tumorales nasosinusiennes (obstruction nasale + épistaxis), infections spécifiques (VIH, tuberculose des sinus, mycose des sinus).","Recall"
"Quelles sont les causes dentaires des rhinosinusites aiguës ?","Caries, chicots, dents sinusiennes.","Recall"
"Quelles sont les causes rhinogènes des rhinosinusites aiguës ?","Causes obstructives (déviation septale, hypertrophie des cornets, polypes), causes allergiques (rhinite allergique).","Recall"
"Quels sont les principaux germes bactériens en cause dans la rhinosinusite aiguë ?","Haemophilus influenzae, Streptococcus pneumoniae, Staphylococcus aureus, germes anaérobies.","Recall"
"Quels antibiotiques sont actifs sur les anaérobies dans la rhinosinusite d’origine dentaire ?","Le document précise : « ATB actif sur les anaérobies (si rhinosinusite d’origine dentaire) » sans citer de molécule spécifique. Les macrolides ont une bonne diffusion amygdalienne et substituent les pénicillines et amoxicilline-acide clavulanique en cas d’allergie.","Recall"
"Quel est le traitement médical de la rhinosinusite aiguë à la phase aiguë ?","Antibiotiques, antalgiques, vasoconstricteurs, anti-inflammatoires (si sinusite bloquée).","Recall"
"Quels sont les traitements chirurgicaux possibles selon l’étiologie ?","Pour sinusite bloquée : ponction-drainage maxillaire ou frontal. Pour causes obstructives : septoplastie, turbinoplastie, méatotomie moyenne (si récidivante ou chronicisation). Pour cause dentaire : avulsions ou soins dentaires.","Recall"
"Un patient présente une rhinorrhée purulente, une douleur faciale et une obstruction nasale à bascule évoluant depuis 10 jours. Quel est le diagnostic le plus probable ?","Rhinosinusite aiguë de l’adulte.","Application"
"Un patient présente une douleur faciale intense avec opacité franche du sinus maxillaire à la radiographie, sans aération. Quelle est la forme clinique et quelle est la prise en charge ?","Sinusite bloquée. Indication d’une ponction-drainage chirurgicale.","Analysis"
"Pourquoi faut-il toujours rechercher une cause dentaire devant une rhinosinusite aiguë ?","Parce que le diagnostic positif (TDD) est la rhinosinusite aiguë d’origine dentaire. Les dents sinusiennes (15-16-17, 25-26-27) sont en rapport direct avec le sinus maxillaire.","Understanding"
