"question","answer","explanation","difficulty"
"La glomérulonéphrite aiguë est définie comme une glomérulonéphrite proliférative sur le versant extracapillaire.","False","Le document définit la glomérulonéphrite aiguë comme une ''Glomérulonéphrite proliférative sur le versant endocapillaire''.","Easy"
"60% des cas de glomérulonéphrite aiguë surviennent après 40 ans.","False","Le document indique : ''60% des cas entre 2 à 12 ans'' et seulement ''10% après 40 ans''.","Easy"
"L'intervalle libre entre l'infection et le début de la glomérulonéphrite aiguë est de 2 à 3 semaines.","True","Le document précise : ''intervalle libre de 2 à 3 semaines (15-21j)''.","Easy"
"Les dépôts en ''chapeau de gendarme'' (humps) sont situés en position sous-endothéliale.","False","Le document indique : ''volumineux dépôts extramembraneux caractéristiques en forme de Chapeau de gendarme : humps'' (extramembraneux = sous-épithélial).","Easy"
"L'hématurie macroscopique est présente dans 100% des cas de glomérulonéphrite aiguë.","False","Le document précise : ''Hématurie macroscopique : 30% des cas''.","Easy"
"Le C3 et le CH50 se normalisent en 1 mois dans la glomérulonéphrite aiguë.","True","Le document indique : ''Remontée rapide de C4 et plus lente de C3 et CH50, normale en 1 mois''.","Easy"
"Les anticorps antistreptococciques (ASLO) se normalisent en 1 à 2 semaines.","False","Le document indique une normalisation en 6 mois : ''maximum en 3 à 5 semaines et se normalisant en 6 mois''.","Easy"
"Le traitement de première intention de la glomérulonéphrite aiguë à streptocoque est la pénicilline ou l'amoxicilline pendant 10 jours.","True","Le document précise : ''Si streptocoque : pénicilline ou amoxicilline (10j)''.","Easy"
"La mortalité à la phase aiguë de la glomérulonéphrite aiguë est inférieure à 0,5%.","True","Le document indique : ''Mortalité à la phase aiguë < 0,5%''.","Easy"
"Les œdèmes de la glomérulonéphrite aiguë sont uniquement localisés aux membres inférieurs.","False","Le document mentionne : ''Œdème déclive : membres inférieurs, lombes, mains, visage, séreuses, poumons'' avec répartition matinale au visage.","Easy"
"La prolifération endocapillaire en microscopie optique est composée exclusivement de polynucléaires neutrophiles.","False","Le document précise : ''prolifération endocapillaire composée de cellules mésangiales, endothéliales'', avec exsudat de polynucléaires associé mais non exclusif.","Medium"
"L'anurie est définie par un débit urinaire inférieur à 400 ml par jour.","False","Le document définit : ''Oligo(<400ml) - anurie(<200ml)''. L'anurie est <200ml.","Medium"
"Les complexes immuns circulent dans le sang et se déposent dans le rein pour déclencher l'inflammation.","True","Le document explique : ''complexe immun circulant qui circule dans le sang et se dépose dans le rein pour déclencher une cascade d'inflammation''.","Medium"
"L'immunofluorescence montre une fixation granuleuse des anti-C3 et anti-IgG avec la même distribution que les humps.","True","Le document indique : ''immunofluorescence : fixation granuleuse très abondante des sérums anti-C3 et rarement d'anti-IgG suivant la même distribution que celle des humps''.","Medium"
"La protéinurie de la glomérulonéphrite aiguë est sélective.","False","Le document précise : ''Protéinurie non sélective''.","Medium"
"L'hyponatrémie dans la glomérulonéphrite aiguë est due à une perte digestive de sodium.","False","L'hyponatrémie est par dilution (rétention hydrique) avec natriurèse basse, non par perte digestive (non mentionnée).","Medium"
"La biopsie rénale en microscopie électronique montre des dépôts sous-endothéliaux.","False","Le document précise : ''Microscopie électronique : dépôts sous-épithéliaux (épithélium = cellule et membrane capsulaire)''.","Medium"
"Les virus (herpès, coxsackie, adénovirus) peuvent être des causes de glomérulonéphrite aiguë.","True","Le document liste : ''Herpès virus, Coxsakie, Echovirus, Adénovirus, Virus des hépatites'' parmi les causes.","Medium"
"La restriction hydrique dans le traitement est fonction uniquement de la diurèse.","False","Le document précise : ''Restriction hydrique (fonction de la natrémie et de l'œdème)'' - deux paramètres.","Medium"
"L'hémodialyse est systématique dans toute glomérulonéphrite aiguë.","False","Le document indique : ''Hémodialyse ou dialyse péritonéale si besoin'', non systématique.","Medium"
"Si un patient a un C3 bas à 1,5 mois avec C4 normal, le diagnostic de GEM est plus probable que celui de GNA.","True","Le document indique que le C3 se normalise en 1 mois dans la GNA ; s'il est encore bas à 1,5 mois, une GEM (qui donne un C3 bas prolongé) est plus probable.","Difficult"
"La présence de cylindres hématiques confirme l'origine glomérulaire de l'hématurie.","True","Le document liste ''Hématurie + cylindrurie hématique''. Les cylindres hématiques sont des moulages de globules rouges dans les tubules, spécifiques d'une hématurie glomérulaire.","Difficult"
"L'hyperkaliémie et l'acidose sont des signes habituels de la phase d'état de la GNA.","True","Le document liste ''hyperkaliémie'' et ''acidose'' dans le diagnostic positif, phase d'état.","Difficult"
"Le rapport créatinine urine/créatininémie >40 indique une insuffisance rénale sévère avec atteinte tubulaire.","False","Un rapport >40 indique une concentration urinaire conservée (tubules intacts) ; l'insuffisance rénale aiguë glomérulaire respecte le tubule initialement.","Difficult"
