"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de la glomérulonéphrite aiguë selon le document ?","Glomérulonéphrite proliférative sur le versant extracapillaire","Glomérulonéphrite proliférative sur le versant endocapillaire","Glomérulonéphrite membrano proliférative","Glomérulonéphrite avec hyalinose segmentaire","2","Le document définit la glomérulonéphrite aiguë comme une ''Glomérulonéphrite proliférative sur le versant endocapillaire''.","Easy"
"Quel est l'intervalle libre typique entre l'épisode infectieux et le début de la glomérulonéphrite aiguë ?","1 à 3 jours","2 à 3 semaines (15-21j)","1 à 2 mois","24 à 48 heures","2","Le document précise : ''Précédé d'un épisode infectieux avec un intervalle libre de 2 à 3 semaines (15-21j)''.","Easy"
"Quel pourcentage des cas de glomérulonéphrite aiguë survient entre 2 et 12 ans ?","30%","60%","80%","10%","2","Le document indique : ''60% des cas entre 2 à 12 ans'' en épidémiologie.","Easy"
"Quelle anomalie biologique est transitoirement élevée dans 60 à 80% des cas de glomérulonéphrite aiguë ?","Facteur rhumatoïde","Anticorps antistreptococciques (ASLO, antistreptodornase)","Créatinine kinase","Procalcitonine","2","Le document mentionne : ''Elévation transitoire des anticorps antistreptococciques (60 à 80% des cas)''.","Easy"
"Quelle est l'aspect macroscopique des urines dans la glomérulonéphrite aiguë ?","Urines claires","Urines ''bouillon sale''","Urines acétoniques","Urines lactescentes","2","Le document décrit : ''Urines ''bouillon sale'''' au titre du diagnostic positif.","Easy"
"Quelle est la localisation des dépôts caractéristiques en ''chapeau de gendarme'' (humps) ?","Sous-endothéliaux","Intramembraneux","Extramembraneux (sous-épithéliaux)","Mésangiaux","3","Le document précise : ''volumineux dépôts extramembraneux caractéristiques en forme de Chapeau de gendarme : humps''.","Easy"
"Quel délai de normalisation du C3 et CH50 est indiqué dans le document ?","24 heures","1 mois","3 mois","6 mois","2","Le document indique : ''Remontée rapide de C4 et plus lente de C3 et CH50, normale en 1 mois''.","Easy"
"Quel streptocoque est spécifiquement cité comme néphritogène dans le document ?","Streptocoque beta-hémolytique du groupe B","Streptocoque beta-hémolytique du groupe A12","Streptocoque alpha-hémolytique","Streptocoque du groupe D","2","Le document précise : ''Streptocoque beta-hémolytique du groupe A12 : néphritogène (angine)''.","Easy"
"Quelle est la mortalité à la phase aiguë de la glomérulonéphrite aiguë ?","Moins de 0,5%","Environ 5%","10 à 15%","Plus de 20%","1","Le document indique : ''Mortalité à la phase aiguë < 0,5%''.","Easy"
"Quel est le traitement antibiotique recommandé pour une cause streptococcique selon le document ?","Céphalosporines","Macrolides","Pénicilline ou amoxicilline (10j)","Aminoglycosides","3","Le document précise : ''Si streptocoque : pénicilline ou amoxicilline (10j)''.","Easy"
"Quels sont les trois éléments constitutifs du complexe immun impliqué dans la physiopathologie selon le document ?","Antigène, anticorps et complément","Antigène, lymphocytes B et macrophages","Immunoglobulines G, M et A","Complément, fibrine et plaquettes","1","Le document décrit : ''implication d'antigène, anticorps et complément = complexe immun circulant''.","Medium"
"Pourquoi les œdèmes sont-ils matinaux au visage puis descendent aux membres inférieurs en cours de journée ?","Par gravité et position décubitus/coucher","Par variation de la pression artérielle","Par rythme circadien de l'aldostérone","Par obstruction lymphatique","1","Le document explique : ''Matin au visage, lombes et membre supérieur si reste couché, descend au cours de la journée si marche : MI'' par effet de la gravité.","Medium"
"Quelle est l'utilité de la pesée des patients dans la glomérulonéphrite aiguë ?","Détecter une anémie","Évaluer la prise de poids liée aux œdèmes","Surveiller l'hyperkaliémie","Dépister une amylase élevée","2","Le document insiste : ''prise de poids (PESER !!)'' car les œdèmes entraînent une rétention hydrosodée et une prise pondérale.","Medium"
"Quelle est la différence évolutive entre la protéinurie et l'hématurie microscopique après l'épisode aigu ?","Protéinurie persiste 6 mois, hématurie jusqu'à 12 mois","Les deux persistent 12 mois","Protéinurie disparaît en 48h","Hématurie disparaît en 1 mois","1","Le document précise : ''Protéinurie peut persister jusqu'au 6ème mois'' et ''Hématurie microscopique peut persister pendant 12 mois''.","Medium"
"Quel est le rôle de la biopsie rénale dans le diagnostic de glomérulonéphrite aiguë ?","Elle est systématique pour tout patient","Elle montre en microscopie optique un encombrement des lumières des anses capillaires avec prolifération endocapillaire et polynucléaires","Elle est uniquement indiquée en cas d'échec thérapeutique","Elle montre une atrophie tubulaire isolée","2","Le document décrit l'anatomie pathologique avec prolifération endocapillaire, polynucléaires et humps.","Medium"
"Comment différencie-t-on évolutivement une glomérulonéphrite aiguë d'une glomérulonéphrite extra membraneuse (GEM) selon le document ?","Par la normalisation du C3 et C4 en 1 mois dans la GNA","Par la biopsie rénale uniquement","Par la présence d'hypertension artérielle","Par la présence d'œdèmes","1","Le document indique que la normalisation du C4 et C3/CH50 en 1 mois aide à différencier de la GEM.","Medium"
"Quel est le mécanisme physiopathologique menant à la création du ''trou'' dans la membrane basale ?","Cascade d'inflammation déclenchée par le complexe immun circulant","Action directe des streptocoques sur la membrane","Ischémie glomérulaire","Hyperfiltration chronique","1","Le document explique : ''complexe immun circulant [...] déclencher une cascade d'inflammation (qui va créer le trou de la MB)''.","Medium"
"Pourquoi la natriurèse est-elle basse dans la glomérulonéphrite aiguë ?","Par excrétion urinaire massive de sodium","Par rétention hydrosodée liée à l'inflammation glomérulaire","Par excès d'aldostérone","Par consommation excessive de sel","2","Le document signale ''Natriurèse basse'' dans le syndrome néphritique aigu, témoin de la rétention sodée.","Medium"
"Quelle est la composition de la prolifération endocapillaire en microscopie optique ?","Uniquement des polynucléaires","Uniquement des cellules mésangiales","Cellules mésangiales et endothéliales","Cellules épithéliales pariétales","3","Le document précise : ''prolifération endocapillaire composée de cellules mésangiales, endothéliales''.","Medium"
"Quelle est la valeur seuil de l'oligurie et de l'anurie selon le document ?","Oligurie <400ml, anurie <200ml","Oligurie <200ml, anurie <100ml","Oligurie <500ml, anurie <50ml","Oligurie <300ml, anurie <150ml","1","Le document définit : ''Oligo(<400ml) -anurie(<200ml)''.","Medium"
"Quel raisonnement physiopathologique explique l'hyponatrémie dans la glomérulonéphrite aiguë ?","Dilution par rétention hydrique avec natriurèse basse","Perte digestive de sodium","Sécrétion inappropriée d'ADH isolée","Vomissements","1","Le document associe hyponatrémie, œdèmes et natriurèse basse, suggérant une dilution par rétention d'eau.","Difficult"
