"front","back","cognitive_level"
"Qu’est‑ce que l’appendicite aiguë ?","Inflammation aiguë de l’appendice, favorisée par sa richesse en tissu lymphoïde.","Recall"
"Quelles sont les quatre formes morphologiques de l’appendicite aiguë ?","Appendice sain/congestif, catarrhal (rouge hyperhémié), purulent (turgescent, pus, empyème), gangréneux (noirâtre).","Recall"
"Quelles sont les deux dernières formes morphologiques peuvent se compliquer de perforation ?","Appendice purulent et appendice gangréneux → péritonite localisée puis généralisée.","Recall"
"Quelles sont les quatre positions anormales de l’appendice par rapport au caecum ?","Latéro‑caecal, rétro‑caecal, mésocoeliaque (vers l’ombilic), et sous‑hépatique (par caecum sous‑hépatique) ou pelvien (caecum pelvien).","Recall"
"Qu’est‑ce qu’un plastron appendiculaire ?","Agglutination des viscères autour du foyer appendiculaire inflammé pour limiter la diffusion.","Recall"
"Qu’est‑ce qu’un abcès appendiculaire ?","Collection de pus circonscrite par les anses grêles, à l’extérieur de la lumière appendiculaire (contrairement à l’empyème).","Recall"
"Qu’est‑ce qu’une péritonite appendiculaire ?","Inflammation aiguë de la séreuse péritonéale étendue à toute la cavité abdominale.","Recall"
"Quels sont les trois signes généraux de l’appendicite aiguë typique de l’adulte jeune ?","État général conservé, langue saburrale (blanchâtre), tachycardie, température discrète 37,8‑38°C (rarement >38,5).","Recall"
"Quelles sont les caractéristiques de la douleur dans l’appendicite typique ?","Début progressif (rarement brutal), siège initial épigastrique ou ombilical (par distension), puis se localise à la FID, intensité modérée puis continue lancinante.","Recall"
"Quels sont les signes physiques de l’appendicite typique ?","Point de Mac Burney douloureux (union 1/3 externe – 2/3 internes de la ligne épine iliaque antéro‑supérieure – ombilic), défense localisée, signe de Rowding (douleur à la décompression de la FID), signe de Blumberg (douleur à la compression de la FIG), toucher pelvien douloureux en haut à droite.","Recall"
"Quel est le signe biologique clé de l’appendicite non compliquée ?","Hyperleucocytose > 10 000 GB avec polynucléose neutrophile.","Recall"
"Quels signes radiologiques (ASP) peuvent être observés ?","ASP normale, discret iléus à droite, ou image de coprolithes (calcification des matières fécales).","Recall"
"Quelle est la forme grave de péritonite purulente généralisée d’emblée ?","Début brutal à la FID, signes infectieux sévères (fièvre élevée, hyperleucocytose), défense généralisée voire contracture, douleur du Douglas au toucher pelvien.","Recall"
"Qu’est‑ce que la péritonite en 2 temps ?","Perforation secondaire de l’appendice après une crise appendiculaire qui a régressé.","Recall"
"Qu’est‑ce que la péritonite plastique localisée et abcès appendiculaire ?","Mode évolutif subaigu de l’appendicite négligée, favorisé par antibiothérapie intempestive ; tuméfaction douloureuse mal limitée (blindage) de la FID, fièvre élevée, leucocytose.","Recall"
"Quelles sont les particularités de l’appendicite de l’enfant ?","Souvent sous forme de rhino‑pharyngite avec attitude en psoïtis (demi‑flexion de la cuisse).","Recall"
"Qu’est‑ce que l’appendicite toxique de Dieulafoy ?","Prostration, faciès altéré, pouls accéléré, syndrome hémorragique.","Recall"
"Quelle est la mortalité de l’appendicite du nourrisson avant 6 mois ?","50% en raison du retard diagnostique.","Recall"
"Pourquoi l’appendicite de la femme enceinte est‑elle particulière ?","La grossesse modifie les signes ; l’appendicite peut retentir sur la grossesse ; le diagnostic différentiel inclut la pyélonéphrite aiguë.","Recall"
"Quels sont les signes de l’appendicite du vieillard ?","Endolorissement de la FID, anorexie, constipation, température et globules blancs souvent normaux, occlusion fébrile, tumeur inflammatoire du caecum simulant un cancer abcédé.","Recall"
"Qu’est‑ce que la hernie d’Amyand ?","Association d’une appendicite avec une hernie (l’appendice se trouve dans le sac herniaire).","Recall"
"Quels sont les diagnostics différentiels pré‑opératoires urinaires ?","Colique néphrétique droite (ASP lithiase, échographie dilatation pyélo‑calicielle).","Recall"
"Quels sont les diagnostics différentiels gynécologiques ?","Salpingite, kyste ovarien, grossesse extra‑utérine (GEU). L’échographie aide.","Recall"
"Quels diagnostics différentiels per‑opératoires du carrefour iléo‑caecal ?","Iléite de Crohn, yerseniose, adéno‑lymphite mésentérique, mucocèle appendiculaire, lésion de contiguïté (flirt appendiculo‑ovarien).","Recall"
"Quelles sont les deux tumeurs de l’appendice à rechercher en post‑opératoire sur la pièce ?","Carcinoïde, adénocarcinome.","Recall"
"Quel est le signe radiologique pathognomonique du plastron appendiculaire ?","Hyperclarté gazeuse extra‑digestive au sein d’une opacité liquidienne.","Recall"
"Quel est le principe de traitement du plastron appendiculaire ?","Seule appendicite à ne pas opérer d’emblée : traitement médical d’abord, puis appendicectomie différée après 3 à 4 mois.","Recall"
"Quand suspecter un abcès appendiculaire sur un plastron ?","Tout plastron qui ne rétrocède pas avec une hyperleucocytose persistante.","Recall"
"Quel est le traitement de l’abcès appendiculaire ?","Évacuation + drainage de la collection, sans chercher à enlever l’appendice ; l’appendicectomie sera faite après 4 à 6 mois.","Recall"
"Quel est le traitement de la péritonite généralisée appendiculaire ?","Abord large (médiane), toilette péritonéale complète, appendicectomie, drainage large (FID et Douglas), réanimation, antibiothérapie.","Recall"
"Quelle est la voie d’abord standard pour l’appendicectomie en urgence ?","Voie de Mac Burney.","Recall"
